"","x"
"4376","Zm00001eb165900"
"4377","Zm00001eb195480"
"4378","Zm00001eb166480"
"4379","Zm00001eb192730"
"4380","Zm00001eb203810"
"4381","Zm00001eb177120"
"4382","Zm00001eb206380"
"4383","Zm00001eb181230"
"4384","Zm00001eb184070"
"4385","Zm00001eb201340"
"4386","Zm00001eb168000"
"4387","Zm00001eb188530"
"4388","Zm00001eb201120"
"4389","Zm00001eb203380"
"4390","Zm00001eb168910"
"4391","Zm00001eb204590"
"4392","Zm00001eb164300"
"4393","Zm00001eb186600"
"4394","Zm00001eb175750"
"4395","Zm00001eb186320"
"4396","Zm00001eb208580"
"4397","Zm00001eb164860"
"4398","Zm00001eb196340"
"4399","Zm00001eb201260"
"4400","Zm00001eb193470"
"4401","Zm00001eb194500"
"4402","Zm00001eb209080"
"4403","Zm00001eb184160"
"4404","Zm00001eb208780"
"4405","Zm00001eb169140"
"4406","Zm00001eb173560"
"4407","Zm00001eb192310"
"4408","Zm00001eb185610"
"4409","Zm00001eb192590"
"4410","Zm00001eb183420"
"4411","Zm00001eb173880"
"4412","Zm00001eb184510"
"4413","Zm00001eb199950"
"4414","Zm00001eb197300"
"4415","Zm00001eb205090"
"4416","Zm00001eb177870"
"4417","Zm00001eb192400"
"4418","Zm00001eb180340"
"4419","Zm00001eb199520"
"4420","Zm00001eb185650"
"4421","Zm00001eb173230"
"4422","Zm00001eb183560"
"4423","Zm00001eb206810"
"4424","Zm00001eb191180"
"4425","Zm00001eb209570"
"4426","Zm00001eb184840"
"4427","Zm00001eb207400"
"4428","Zm00001eb169050"
"4429","Zm00001eb196980"
"4430","Zm00001eb165360"
"4431","Zm00001eb176350"
"4432","Zm00001eb176710"
"4433","Zm00001eb181990"
"4434","Zm00001eb204010"
"4435","Zm00001eb189980"
"4436","Zm00001eb170950"
"4437","Zm00001eb193160"
"4438","Zm00001eb206090"
"4439","Zm00001eb201810"
"4440","Zm00001eb171050"
"4441","Zm00001eb185090"
"4442","Zm00001eb174530"
"4443","Zm00001eb172550"
"4444","Zm00001eb195120"
"4445","Zm00001eb191370"
"4446","Zm00001eb209020"
"4447","Zm00001eb205700"
"4448","Zm00001eb195860"
"4449","Zm00001eb174970"
"4450","Zm00001eb165270"
"4451","Zm00001eb179200"
"4452","Zm00001eb172410"
"4453","Zm00001eb171480"
"4454","Zm00001eb197500"
"4455","Zm00001eb174130"
"4456","Zm00001eb188350"
"4457","Zm00001eb189830"
"4458","Zm00001eb189020"
"4459","Zm00001eb183780"
"4460","Zm00001eb176200"
"4461","Zm00001eb192470"
"4462","Zm00001eb187610"
"4463","Zm00001eb169620"
"4464","Zm00001eb190550"
"4465","Zm00001eb197030"
"4466","Zm00001eb191350"
"4467","Zm00001eb176300"
"4468","Zm00001eb208490"
"4469","Zm00001eb169740"
"4470","Zm00001eb182780"
"4471","Zm00001eb169480"
"4472","Zm00001eb179470"
"4473","Zm00001eb166980"
"4474","Zm00001eb196600"
"4475","Zm00001eb191990"
"4476","Zm00001eb183880"
"4477","Zm00001eb204560"
"4478","Zm00001eb173470"
"4479","Zm00001eb204970"
"4480","Zm00001eb173710"
"4481","Zm00001eb209650"
"4482","Zm00001eb209860"
"4483","Zm00001eb165940"
"4484","Zm00001eb207270"
"4485","Zm00001eb181800"
"4486","Zm00001eb191640"
"4487","Zm00001eb186910"
"4488","Zm00001eb182820"
"4489","Zm00001eb179700"
"4490","Zm00001eb208530"
"4491","Zm00001eb176400"
"4492","Zm00001eb171840"
"4493","Zm00001eb192070"
"4494","Zm00001eb187900"
"4495","Zm00001eb193370"
"4496","Zm00001eb202760"
"4497","Zm00001eb170630"
"4498","Zm00001eb189290"
"4499","Zm00001eb165480"
"4500","Zm00001eb166820"
"4501","Zm00001eb194940"
"4502","Zm00001eb206100"
"4503","Zm00001eb195010"
"4504","Zm00001eb191710"
"4505","Zm00001eb193790"
"4506","Zm00001eb165710"
"4507","Zm00001eb184000"
"4508","Zm00001eb181550"
"4509","Zm00001eb180330"
"4510","Zm00001eb196560"
"4511","Zm00001eb209490"
"4512","Zm00001eb201740"
"4513","Zm00001eb194300"
"4514","Zm00001eb206220"
"4515","Zm00001eb171710"
"4516","Zm00001eb200900"
"4517","Zm00001eb195220"
"4518","Zm00001eb199570"
"4519","Zm00001eb207540"
"4520","Zm00001eb185930"
"4521","Zm00001eb208910"
"4522","Zm00001eb204360"
"4523","Zm00001eb198730"
"4524","Zm00001eb175120"
"4525","Zm00001eb189860"
"4526","Zm00001eb194340"
"4527","Zm00001eb198910"
"4528","Zm00001eb204160"
"4529","Zm00001eb177230"
"4530","Zm00001eb196170"
"4531","Zm00001eb188540"
"4532","Zm00001eb200080"
"4533","Zm00001eb190120"
"4534","Zm00001eb191790"
"4535","Zm00001eb193140"
"4536","Zm00001eb169130"
"4537","Zm00001eb203800"
"4538","Zm00001eb195970"
"4539","Zm00001eb204030"
"4540","Zm00001eb165340"
"4541","Zm00001eb166190"
"4542","Zm00001eb205660"
"4543","Zm00001eb186240"
"4544","Zm00001eb189140"
"4545","Zm00001eb179160"
"4546","Zm00001eb192020"
"4547","Zm00001eb183760"
"4548","Zm00001eb174620"
"4549","Zm00001eb165560"
"4550","Zm00001eb167660"
"4551","Zm00001eb183700"
"4552","Zm00001eb169990"
"4553","Zm00001eb190960"
"4554","Zm00001eb167430"
"4555","Zm00001eb172860"
"4556","Zm00001eb167830"
"4557","Zm00001eb201380"
"4558","Zm00001eb168450"
"4559","Zm00001eb191700"
"4560","Zm00001eb195650"
"4561","Zm00001eb170550"
"4562","Zm00001eb208940"
"4563","Zm00001eb204940"
"4564","Zm00001eb197580"
"4565","Zm00001eb182560"
"4566","Zm00001eb185130"
"4567","Zm00001eb201450"
"4568","Zm00001eb182920"
"4569","Zm00001eb172680"
"4570","Zm00001eb185370"
"4571","Zm00001eb169160"
"4572","Zm00001eb203140"
"4573","Zm00001eb175040"
"4574","Zm00001eb186660"
"4575","Zm00001eb201540"
"4576","Zm00001eb197890"
"4577","Zm00001eb187730"
"4578","Zm00001eb194440"
"4579","Zm00001eb192090"
"4580","Zm00001eb182550"
"4581","Zm00001eb185290"
"4582","Zm00001eb190590"
"4583","Zm00001eb208420"
"4584","Zm00001eb188040"
"4585","Zm00001eb207290"
"4586","Zm00001eb169570"
"4587","Zm00001eb183320"
"4588","Zm00001eb209000"
"4589","Zm00001eb166870"
"4590","Zm00001eb168920"
"4591","Zm00001eb185560"
"4592","Zm00001eb171140"
"4593","Zm00001eb196880"
"4594","Zm00001eb192780"
"4595","Zm00001eb183600"
"4596","Zm00001eb206400"
"4597","Zm00001eb207650"
"4598","Zm00001eb201010"
"4599","Zm00001eb196470"
"4600","Zm00001eb171400"
"4601","Zm00001eb195130"
"4602","Zm00001eb192700"
"4603","Zm00001eb207980"
"4604","Zm00001eb190740"
"4605","Zm00001eb194200"
"4606","Zm00001eb209040"
"4607","Zm00001eb200450"
"4608","Zm00001eb192460"
"4609","Zm00001eb208250"
"4610","Zm00001eb176900"
"4611","Zm00001eb209090"
"4612","Zm00001eb202690"
"4613","Zm00001eb189090"
"4614","Zm00001eb189070"
"4615","Zm00001eb190230"
"4616","Zm00001eb207780"
"4617","Zm00001eb205710"
"4618","Zm00001eb200970"
"4619","Zm00001eb189400"
"4620","Zm00001eb172350"
"4621","Zm00001eb193700"
"4622","Zm00001eb194550"
"4623","Zm00001eb166380"
"4624","Zm00001eb196270"
"4625","Zm00001eb193940"
"4626","Zm00001eb194830"
"4627","Zm00001eb183860"
"4628","Zm00001eb182380"
"4629","Zm00001eb202120"
"4630","Zm00001eb174500"
"4631","Zm00001eb173480"
"4632","Zm00001eb186330"
"4633","Zm00001eb200370"
"4634","Zm00001eb204110"
"4635","Zm00001eb180900"
"4636","Zm00001eb183490"
"4637","Zm00001eb190390"
"4638","Zm00001eb203350"
"4639","Zm00001eb172070"
"4640","Zm00001eb172570"
"4641","Zm00001eb175760"
"4642","Zm00001eb207060"
"4643","Zm00001eb204490"
"4644","Zm00001eb200840"
"4645","Zm00001eb188700"
"4646","Zm00001eb175270"
"4647","Zm00001eb194770"
"4648","Zm00001eb187260"
"4649","Zm00001eb171320"
"4650","Zm00001eb179820"
"4651","Zm00001eb166710"
"4652","Zm00001eb176690"
"4653","Zm00001eb199660"
"4654","Zm00001eb178520"
"4655","Zm00001eb195910"
"4656","Zm00001eb198150"
"4657","Zm00001eb188570"
"4658","Zm00001eb172970"
"4659","Zm00001eb200000"
"4660","Zm00001eb184240"
"4661","Zm00001eb182680"
"4662","Zm00001eb194480"
"4663","Zm00001eb204600"
"4664","Zm00001eb177490"
"4665","Zm00001eb209150"
"4666","Zm00001eb197600"
"4667","Zm00001eb166460"
"4668","Zm00001eb199090"
"4669","Zm00001eb169790"
"4670","Zm00001eb186610"
"4671","Zm00001eb170220"
"4672","Zm00001eb168790"
"4673","Zm00001eb198740"
"4674","Zm00001eb176610"
"4675","Zm00001eb187630"
"4676","Zm00001eb191070"
"4677","Zm00001eb184830"
"4678","Zm00001eb174010"
"4679","Zm00001eb169970"
"4680","Zm00001eb209960"
"4681","Zm00001eb191340"
"4682","Zm00001eb179490"
"4683","Zm00001eb202040"
"4684","Zm00001eb164790"
"4685","Zm00001eb198260"
"4686","Zm00001eb205490"
"4687","Zm00001eb208500"
"4688","Zm00001eb206250"
"4689","Zm00001eb204320"
"4690","Zm00001eb172000"
"4691","Zm00001eb178340"
"4692","Zm00001eb208350"
"4693","Zm00001eb209640"
"4694","Zm00001eb205920"
"4695","Zm00001eb167580"
"4696","Zm00001eb205630"
"4697","Zm00001eb206800"
"4698","Zm00001eb204050"
"4699","Zm00001eb183580"
"4700","Zm00001eb198460"
"4701","Zm00001eb198850"
"4702","Zm00001eb202420"
"4703","Zm00001eb165450"
"4704","Zm00001eb192580"
"4705","Zm00001eb206110"
"4706","Zm00001eb165590"
"4707","Zm00001eb200590"
"4708","Zm00001eb179210"
"4709","Zm00001eb195020"
"4710","Zm00001eb165260"
"4711","Zm00001eb203860"
"4712","Zm00001eb173820"
"4713","Zm00001eb183340"
"4714","Zm00001eb186130"
"4715","Zm00001eb166540"
"4716","Zm00001eb185190"
"4717","Zm00001eb192380"
"4718","Zm00001eb208100"
"4719","Zm00001eb190180"
"4720","Zm00001eb205290"
"4721","Zm00001eb183280"
"4722","Zm00001eb176340"
"4723","Zm00001eb169190"
"4724","Zm00001eb170890"
"4725","Zm00001eb194350"
"4726","Zm00001eb187370"
"4727","Zm00001eb188160"
"4728","Zm00001eb194120"
"4729","Zm00001eb185700"
"4730","Zm00001eb196530"
"4731","Zm00001eb196930"
"4732","Zm00001eb194100"
"4733","Zm00001eb202620"
"4734","Zm00001eb187000"
"4735","Zm00001eb199330"
"4736","Zm00001eb181880"
"4737","Zm00001eb183310"
"4738","Zm00001eb203040"
"4739","Zm00001eb182590"
"4740","Zm00001eb171040"
"4741","Zm00001eb203980"
"4742","Zm00001eb184340"
"4743","Zm00001eb206930"
"4744","Zm00001eb205560"
"4745","Zm00001eb192530"
"4746","Zm00001eb188980"
"4747","Zm00001eb207900"
"4748","Zm00001eb198220"
"4749","Zm00001eb209330"
"4750","Zm00001eb199110"
"4751","Zm00001eb172110"
"4752","Zm00001eb188200"
"4753","Zm00001eb207600"
"4754","Zm00001eb189940"
"4755","Zm00001eb206500"
"4756","Zm00001eb165300"
"4757","Zm00001eb200700"
"4758","Zm00001eb185240"
"4759","Zm00001eb206910"
"4760","Zm00001eb204550"
"4761","Zm00001eb188450"
"4762","Zm00001eb209010"
"4763","Zm00001eb168270"
"4764","Zm00001eb199410"
"4765","Zm00001eb166150"
"4766","Zm00001eb201110"
"4767","Zm00001eb164660"
"4768","Zm00001eb202980"
"4769","Zm00001eb205200"
"4770","Zm00001eb202410"
"4771","Zm00001eb176170"
"4772","Zm00001eb202280"
"4773","Zm00001eb199230"
"4774","Zm00001eb201920"
"4775","Zm00001eb176040"
"4776","Zm00001eb174550"
"4777","Zm00001eb203960"
"4778","Zm00001eb188070"
"4779","Zm00001eb171180"
"4780","Zm00001eb201940"
"4781","Zm00001eb195280"
"4782","Zm00001eb179870"
"4783","Zm00001eb176850"
"4784","Zm00001eb189870"
"4785","Zm00001eb168260"
"4786","Zm00001eb202400"
"4787","Zm00001eb172280"
"4788","Zm00001eb206300"
"4789","Zm00001eb198820"
"4790","Zm00001eb205010"
"4791","Zm00001eb190810"
"4792","Zm00001eb179290"
"4793","Zm00001eb180930"
"4794","Zm00001eb197480"
"4795","Zm00001eb172580"
"4796","Zm00001eb168730"
"4797","Zm00001eb192370"
"4798","Zm00001eb181860"
"4799","Zm00001eb201750"
"4800","Zm00001eb171440"
"4801","Zm00001eb194880"
"4802","Zm00001eb173630"
"4803","Zm00001eb187580"
"4804","Zm00001eb189200"
"4805","Zm00001eb170390"
"4806","Zm00001eb199670"
"4807","Zm00001eb175280"
"4808","Zm00001eb171790"
"4809","Zm00001eb173730"
"4810","Zm00001eb176390"
"4811","Zm00001eb172180"
"4812","Zm00001eb188690"
"4813","Zm00001eb189260"
"4814","Zm00001eb191940"
"4815","Zm00001eb196200"
"4816","Zm00001eb187380"
"4817","Zm00001eb199540"
"4818","Zm00001eb187250"
"4819","Zm00001eb169520"
"4820","Zm00001eb184920"
"4821","Zm00001eb197150"
"4822","Zm00001eb179130"
"4823","Zm00001eb198710"
"4824","Zm00001eb203400"
"4825","Zm00001eb191510"
"4826","Zm00001eb165460"
"4827","Zm00001eb180360"
"4828","Zm00001eb177000"
"4829","Zm00001eb189500"
"4830","Zm00001eb189900"
"4831","Zm00001eb209100"
"4832","Zm00001eb185870"
"4833","Zm00001eb192330"
"4834","Zm00001eb199970"
"4835","Zm00001eb206490"
"4836","Zm00001eb192120"
"4837","Zm00001eb187440"
"4838","Zm00001eb208010"
"4839","Zm00001eb202960"
"4840","Zm00001eb176800"
"4841","Zm00001eb192860"
"4842","Zm00001eb173320"
"4843","Zm00001eb167300"
"4844","Zm00001eb204210"
"4845","Zm00001eb170170"
"4846","Zm00001eb198470"
"4847","Zm00001eb169310"
"4848","Zm00001eb181980"
"4849","Zm00001eb187750"
"4850","Zm00001eb184310"
"4851","Zm00001eb192150"
"4852","Zm00001eb200770"
"4853","Zm00001eb208320"
"4854","Zm00001eb176620"
"4855","Zm00001eb173680"
"4856","Zm00001eb170810"
"4857","Zm00001eb206790"
"4858","Zm00001eb188030"
"4859","Zm00001eb185340"
"4860","Zm00001eb194670"
"4861","Zm00001eb194450"
"4862","Zm00001eb210120"
"4863","Zm00001eb209270"
"4864","Zm00001eb174670"
"4865","Zm00001eb176000"
"4866","Zm00001eb165880"
"4867","Zm00001eb197870"
"4868","Zm00001eb187850"
"4869","Zm00001eb171750"
"4870","Zm00001eb191480"
"4871","Zm00001eb194260"
"4872","Zm00001eb188990"
"4873","Zm00001eb186970"
"4874","Zm00001eb201910"
"4875","Zm00001eb165060"
"4876","Zm00001eb185800"
"4877","Zm00001eb168170"
"4878","Zm00001eb198100"
"4879","Zm00001eb181100"
"4880","Zm00001eb190160"
"4881","Zm00001eb183010"
"4882","Zm00001eb171060"
"4883","Zm00001eb179590"
"4884","Zm00001eb208240"
"4885","Zm00001eb176210"
"4886","Zm00001eb197590"
"4887","Zm00001eb190620"
"4888","Zm00001eb190840"
"4889","Zm00001eb200140"
"4890","Zm00001eb177150"
"4891","Zm00001eb191030"
"4892","Zm00001eb181170"
"4893","Zm00001eb180790"
"4894","Zm00001eb191660"
"4895","Zm00001eb174310"
"4896","Zm00001eb197710"
"4897","Zm00001eb184610"
"4898","Zm00001eb193760"
"4899","Zm00001eb165960"
"4900","Zm00001eb209070"
"4901","Zm00001eb169640"
"4902","Zm00001eb185250"
"4903","Zm00001eb193330"
"4904","Zm00001eb183500"
"4905","Zm00001eb172890"
"4906","Zm00001eb196230"
"4907","Zm00001eb205930"
"4908","Zm00001eb209390"
"4909","Zm00001eb193090"
"4910","Zm00001eb194920"
"4911","Zm00001eb173490"
"4912","Zm00001eb187770"
"4913","Zm00001eb202140"
"4914","Zm00001eb203130"
"4915","Zm00001eb200920"
"4916","Zm00001eb187200"
"4917","Zm00001eb205970"
"4918","Zm00001eb171990"
"4919","Zm00001eb209770"
"4920","Zm00001eb179170"
"4921","Zm00001eb179940"
"4922","Zm00001eb207410"
"4923","Zm00001eb202380"
"4924","Zm00001eb190920"
"4925","Zm00001eb198650"
"4926","Zm00001eb205240"
"4927","Zm00001eb204410"
"4928","Zm00001eb207790"
"4929","Zm00001eb194510"
"4930","Zm00001eb188950"
"4931","Zm00001eb191130"
"4932","Zm00001eb184450"
"4933","Zm00001eb185670"
"4934","Zm00001eb167520"
"4935","Zm00001eb208800"
"4936","Zm00001eb167980"
"4937","Zm00001eb185630"
"4938","Zm00001eb190190"
"4939","Zm00001eb174730"
"4940","Zm00001eb189850"
"4941","Zm00001eb176070"
"4942","Zm00001eb172140"
"4943","Zm00001eb207920"
"4944","Zm00001eb208050"
"4945","Zm00001eb169120"
"4946","Zm00001eb195420"
"4947","Zm00001eb205540"
"4948","Zm00001eb170040"
"4949","Zm00001eb186530"
"4950","Zm00001eb196400"
"4951","Zm00001eb188800"
"4952","Zm00001eb198580"
"4953","Zm00001eb199590"
"4954","Zm00001eb185550"
"4955","Zm00001eb176370"
"4956","Zm00001eb199470"
"4957","Zm00001eb198310"
"4958","Zm00001eb204700"
"4959","Zm00001eb195190"
"4960","Zm00001eb174650"
"4961","Zm00001eb164330"
"4962","Zm00001eb177690"
"4963","Zm00001eb178540"
"4964","Zm00001eb165890"
"4965","Zm00001eb176740"
"4966","Zm00001eb193180"
"4967","Zm00001eb172100"
"4968","Zm00001eb176590"
"4969","Zm00001eb179550"
"4970","Zm00001eb209950"
"4971","Zm00001eb207380"
"4972","Zm00001eb192140"
"4973","Zm00001eb199820"
"4974","Zm00001eb185510"
"4975","Zm00001eb209550"
"4976","Zm00001eb186940"
"4977","Zm00001eb191290"
"4978","Zm00001eb177630"
"4979","Zm00001eb194270"
"4980","Zm00001eb193970"
"4981","Zm00001eb200720"
"4982","Zm00001eb202440"
"4983","Zm00001eb181430"
"4984","Zm00001eb193480"
"4985","Zm00001eb205770"
"4986","Zm00001eb204830"
"4987","Zm00001eb170610"
"4988","Zm00001eb172040"
"4989","Zm00001eb198450"
"4990","Zm00001eb192840"
"4991","Zm00001eb179080"
"4992","Zm00001eb209170"
"4993","Zm00001eb176260"
"4994","Zm00001eb193560"
"4995","Zm00001eb196710"
"4996","Zm00001eb173930"
"4997","Zm00001eb182020"
"4998","Zm00001eb189050"
"4999","Zm00001eb173650"
"5000","Zm00001eb166800"
"5001","Zm00001eb193260"
"5002","Zm00001eb171410"
"5003","Zm00001eb178560"
"5004","Zm00001eb198110"
"5005","Zm00001eb206870"
"5006","Zm00001eb167850"
"5007","Zm00001eb195840"
"5008","Zm00001eb169960"
"5009","Zm00001eb208510"
"5010","Zm00001eb169590"
"5011","Zm00001eb205620"
"5012","Zm00001eb193650"
"5013","Zm00001eb176440"
"5014","Zm00001eb207720"
"5015","Zm00001eb207450"
"5016","Zm00001eb167750"
"5017","Zm00001eb171090"
"5018","Zm00001eb181030"
"5019","Zm00001eb194780"
"5020","Zm00001eb200630"
"5021","Zm00001eb190130"
"5022","Zm00001eb096110"
"5023","Zm00001eb080260"
"5024","Zm00001eb088910"
"5025","Zm00001eb115290"
"5026","Zm00001eb070520"
"5027","Zm00001eb081690"
"5028","Zm00001eb105850"
"5029","Zm00001eb114740"
"5030","Zm00001eb101440"
"5031","Zm00001eb082860"
"5032","Zm00001eb110390"
"5033","Zm00001eb077390"
"5034","Zm00001eb101680"
"5035","Zm00001eb085240"
"5036","Zm00001eb104840"
"5037","Zm00001eb108490"
"5038","Zm00001eb065940"
"5039","Zm00001eb114320"
"5040","Zm00001eb090990"
"5041","Zm00001eb114260"
"5042","Zm00001eb078190"
"5043","Zm00001eb097240"
"5044","Zm00001eb065580"
"5045","Zm00001eb099390"
"5046","Zm00001eb066630"
"5047","Zm00001eb080480"
"5048","Zm00001eb080790"
"5049","Zm00001eb071720"
"5050","Zm00001eb112040"
"5051","Zm00001eb067550"
"5052","Zm00001eb118330"
"5053","Zm00001eb105690"
"5054","Zm00001eb091870"
"5055","Zm00001eb107970"
"5056","Zm00001eb097550"
"5057","Zm00001eb113950"
"5058","Zm00001eb097300"
"5059","Zm00001eb100830"
"5060","Zm00001eb106150"
"5061","Zm00001eb103400"
"5062","Zm00001eb079940"
"5063","Zm00001eb109820"
"5064","Zm00001eb079300"
"5065","Zm00001eb077030"
"5066","Zm00001eb076040"
"5067","Zm00001eb109440"
"5068","Zm00001eb079080"
"5069","Zm00001eb112630"
"5070","Zm00001eb073490"
"5071","Zm00001eb110610"
"5072","Zm00001eb098370"
"5073","Zm00001eb072880"
"5074","Zm00001eb112750"
"5075","Zm00001eb092900"
"5076","Zm00001eb111070"
"5077","Zm00001eb066820"
"5078","Zm00001eb080680"
"5079","Zm00001eb108070"
"5080","Zm00001eb075670"
"5081","Zm00001eb115000"
"5082","Zm00001eb102220"
"5083","Zm00001eb111970"
"5084","Zm00001eb078580"
"5085","Zm00001eb074990"
"5086","Zm00001eb097830"
"5087","Zm00001eb084550"
"5088","Zm00001eb102380"
"5089","Zm00001eb111740"
"5090","Zm00001eb093870"
"5091","Zm00001eb102610"
"5092","Zm00001eb107420"
"5093","Zm00001eb107230"
"5094","Zm00001eb095110"
"5095","Zm00001eb095790"
"5096","Zm00001eb086840"
"5097","Zm00001eb097080"
"5098","Zm00001eb116920"
"5099","Zm00001eb074460"
"5100","Zm00001eb110520"
"5101","Zm00001eb077540"
"5102","Zm00001eb106840"
"5103","Zm00001eb103220"
"5104","Zm00001eb116770"
"5105","Zm00001eb085730"
"5106","Zm00001eb110340"
"5107","Zm00001eb081260"
"5108","Zm00001eb069350"
"5109","Zm00001eb082220"
"5110","Zm00001eb092810"
"5111","Zm00001eb094370"
"5112","Zm00001eb104780"
"5113","Zm00001eb109570"
"5114","Zm00001eb099550"
"5115","Zm00001eb098410"
"5116","Zm00001eb100960"
"5117","Zm00001eb105410"
"5118","Zm00001eb102920"
"5119","Zm00001eb078130"
"5120","Zm00001eb066470"
"5121","Zm00001eb099090"
"5122","Zm00001eb091400"
"5123","Zm00001eb092720"
"5124","Zm00001eb114430"
"5125","Zm00001eb082080"
"5126","Zm00001eb068100"
"5127","Zm00001eb065740"
"5128","Zm00001eb089740"
"5129","Zm00001eb086700"
"5130","Zm00001eb101200"
"5131","Zm00001eb105580"
"5132","Zm00001eb090170"
"5133","Zm00001eb102200"
"5134","Zm00001eb070410"
"5135","Zm00001eb085610"
"5136","Zm00001eb073630"
"5137","Zm00001eb065720"
"5138","Zm00001eb096750"
"5139","Zm00001eb095980"
"5140","Zm00001eb098860"
"5141","Zm00001eb091530"
"5142","Zm00001eb096970"
"5143","Zm00001eb114380"
"5144","Zm00001eb067150"
"5145","Zm00001eb082620"
"5146","Zm00001eb070790"
"5147","Zm00001eb094970"
"5148","Zm00001eb075190"
"5149","Zm00001eb071830"
"5150","Zm00001eb103800"
"5151","Zm00001eb069700"
"5152","Zm00001eb073240"
"5153","Zm00001eb108230"
"5154","Zm00001eb109190"
"5155","Zm00001eb092570"
"5156","Zm00001eb106470"
"5157","Zm00001eb093300"
"5158","Zm00001eb082750"
"5159","Zm00001eb092550"
"5160","Zm00001eb094730"
"5161","Zm00001eb069090"
"5162","Zm00001eb098990"
"5163","Zm00001eb110930"
"5164","Zm00001eb103050"
"5165","Zm00001eb078830"
"5166","Zm00001eb099570"
"5167","Zm00001eb086030"
"5168","Zm00001eb085290"
"5169","Zm00001eb082910"
"5170","Zm00001eb078330"
"5171","Zm00001eb111670"
"5172","Zm00001eb066960"
"5173","Zm00001eb089660"
"5174","Zm00001eb076590"
"5175","Zm00001eb095800"
"5176","Zm00001eb072480"
"5177","Zm00001eb085320"
"5178","Zm00001eb100710"
"5179","Zm00001eb075740"
"5180","Zm00001eb108570"
"5181","Zm00001eb096170"
"5182","Zm00001eb103540"
"5183","Zm00001eb067700"
"5184","Zm00001eb111640"
"5185","Zm00001eb066050"
"5186","Zm00001eb085100"
"5187","Zm00001eb110010"
"5188","Zm00001eb068040"
"5189","Zm00001eb098460"
"5190","Zm00001eb067520"
"5191","Zm00001eb110880"
"5192","Zm00001eb100680"
"5193","Zm00001eb089960"
"5194","Zm00001eb104060"
"5195","Zm00001eb065630"
"5196","Zm00001eb082560"
"5197","Zm00001eb089600"
"5198","Zm00001eb093900"
"5199","Zm00001eb089800"
"5200","Zm00001eb092240"
"5201","Zm00001eb102970"
"5202","Zm00001eb116420"
"5203","Zm00001eb104640"
"5204","Zm00001eb115240"
"5205","Zm00001eb074880"
"5206","Zm00001eb083180"
"5207","Zm00001eb098700"
"5208","Zm00001eb066690"
"5209","Zm00001eb113170"
"5210","Zm00001eb110100"
"5211","Zm00001eb066320"
"5212","Zm00001eb101900"
"5213","Zm00001eb116930"
"5214","Zm00001eb091420"
"5215","Zm00001eb081720"
"5216","Zm00001eb104560"
"5217","Zm00001eb117610"
"5218","Zm00001eb077220"
"5219","Zm00001eb113290"
"5220","Zm00001eb110450"
"5221","Zm00001eb107170"
"5222","Zm00001eb103510"
"5223","Zm00001eb083840"
"5224","Zm00001eb106740"
"5225","Zm00001eb070970"
"5226","Zm00001eb075050"
"5227","Zm00001eb117130"
"5228","Zm00001eb076160"
"5229","Zm00001eb074520"
"5230","Zm00001eb098570"
"5231","Zm00001eb089420"
"5232","Zm00001eb113090"
"5233","Zm00001eb079110"
"5234","Zm00001eb092090"
"5235","Zm00001eb101500"
"5236","Zm00001eb109520"
"5237","Zm00001eb068600"
"5238","Zm00001eb106660"
"5239","Zm00001eb071140"
"5240","Zm00001eb067340"
"5241","Zm00001eb075960"
"5242","Zm00001eb078390"
"5243","Zm00001eb070250"
"5244","Zm00001eb106940"
"5245","Zm00001eb117400"
"5246","Zm00001eb104400"
"5247","Zm00001eb111380"
"5248","Zm00001eb066770"
"5249","Zm00001eb105750"
"5250","Zm00001eb073910"
"5251","Zm00001eb089370"
"5252","Zm00001eb088460"
"5253","Zm00001eb084570"
"5254","Zm00001eb088970"
"5255","Zm00001eb079510"
"5256","Zm00001eb077450"
"5257","Zm00001eb108030"
"5258","Zm00001eb103320"
"5259","Zm00001eb077640"
"5260","Zm00001eb068370"
"5261","Zm00001eb107560"
"5262","Zm00001eb073300"
"5263","Zm00001eb084040"
"5264","Zm00001eb073400"
"5265","Zm00001eb073200"
"5266","Zm00001eb077720"
"5267","Zm00001eb066990"
"5268","Zm00001eb086560"
"5269","Zm00001eb078960"
"5270","Zm00001eb106530"
"5271","Zm00001eb074600"
"5272","Zm00001eb076240"
"5273","Zm00001eb082930"
"5274","Zm00001eb078890"
"5275","Zm00001eb107800"
"5276","Zm00001eb065850"
"5277","Zm00001eb084760"
"5278","Zm00001eb117060"
"5279","Zm00001eb095290"
"5280","Zm00001eb103080"
"5281","Zm00001eb113050"
"5282","Zm00001eb108120"
"5283","Zm00001eb074240"
"5284","Zm00001eb069040"
"5285","Zm00001eb100250"
"5286","Zm00001eb107080"
"5287","Zm00001eb103560"
"5288","Zm00001eb093980"
"5289","Zm00001eb091750"
"5290","Zm00001eb096060"
"5291","Zm00001eb080120"
"5292","Zm00001eb100340"
"5293","Zm00001eb099480"
"5294","Zm00001eb104980"
"5295","Zm00001eb105310"
"5296","Zm00001eb115340"
"5297","Zm00001eb083940"
"5298","Zm00001eb080310"
"5299","Zm00001eb083650"
"5300","Zm00001eb100620"
"5301","Zm00001eb106510"
"5302","Zm00001eb100020"
"5303","Zm00001eb071750"
"5304","Zm00001eb102580"
"5305","Zm00001eb066190"
"5306","Zm00001eb117510"
"5307","Zm00001eb112430"
"5308","Zm00001eb076490"
