gene_id,gene_name
Zm00001eb020490,Zm00001eb020490
Zm00001eb020500,cl40218_1
Zm00001eb020510,aas1
Zm00001eb020520,Zm00001eb020520
Zm00001eb020530,Zm00001eb020530
Zm00001eb020540,Zm00001eb020540
Zm00001eb020560,Zm00001eb020560
Zm00001eb020570,Zm00001eb020570
Zm00001eb020580,Zm00001eb020580
Zm00001eb020590,Zm00001eb020590
Zm00001eb020600,IDP7261
Zm00001eb020610,Zm00001eb020610
Zm00001eb020620,Zm00001eb020620
Zm00001eb020630,Zm00001eb020630
Zm00001eb020640,Zm00001eb020640
Zm00001eb020650,Zm00001eb020650
Zm00001eb020660,IDP1473
Zm00001eb020670,Zm00001eb020670
Zm00001eb020680,aoc1
Zm00001eb020690,IDP252
Zm00001eb020700,Zm00001eb020700
Zm00001eb020710,Zm00001eb020710
Zm00001eb020720,Zm00001eb020720
Zm00001eb020730,Zm00001eb020730
Zm00001eb020740,lbd6
Zm00001eb020750,Zm00001eb020750
Zm00001eb020770,Zm00001eb020770
Zm00001eb020780,Zm00001eb020780
Zm00001eb020790,Zm00001eb020790
Zm00001eb020800,Zm00001eb020800
Zm00001eb020810,Zm00001eb020810
Zm00001eb020820,Zm00001eb020820
Zm00001eb020830,Zm00001eb020830
Zm00001eb020840,Zm00001eb020840
Zm00001eb020850,gras58
Zm00001eb020860,msl1
Zm00001eb020870,Zm00001eb020870
Zm00001eb020880,Zm00001eb020880
Zm00001eb020890,Zm00001eb020890
Zm00001eb020900,Zm00001eb020900
Zm00001eb020920,Zm00001eb020920
Zm00001eb020930,Zm00001eb020930
Zm00001eb020940,Zm00001eb020940
Zm00001eb020950,Zm00001eb020950
Zm00001eb020960,Zm00001eb020960
Zm00001eb020970,Zm00001eb020970
Zm00001eb020980,pco128943a
Zm00001eb021000,Zm00001eb021000
Zm00001eb021010,Zm00001eb021010
Zm00001eb021020,IDP8676
Zm00001eb021030,Zm00001eb021030
Zm00001eb021040,psei7
Zm00001eb021050,psei6
Zm00001eb021060,psei8
Zm00001eb021070,cptk1
Zm00001eb021080,Zm00001eb021080
Zm00001eb021090,Zm00001eb021090
Zm00001eb021100,Zm00001eb021100
Zm00001eb021110,Zm00001eb021110
Zm00001eb021120,Zm00001eb021120
Zm00001eb021140,Zm00001eb021140
Zm00001eb021150,Zm00001eb021150
Zm00001eb021160,Zm00001eb021160
Zm00001eb021170,Zm00001eb021170
Zm00001eb021200,cpps2
Zm00001eb021210,gpm341
Zm00001eb021220,Zm00001eb021220
Zm00001eb021230,Zm00001eb021230
Zm00001eb021240,Zm00001eb021240
Zm00001eb021260,Zm00001eb021260
Zm00001eb021270,tre1
Zm00001eb021280,Zm00001eb021280
Zm00001eb021290,adf11
Zm00001eb021300,Zm00001eb021300
Zm00001eb021310,bnlg2295
Zm00001eb021320,IDP376
Zm00001eb021340,Zm00001eb021340
Zm00001eb021350,umc2229
Zm00001eb021360,Zm00001eb021360
Zm00001eb021370,Zm00001eb021370
Zm00001eb021380,Zm00001eb021380
Zm00001eb021390,pet2
Zm00001eb021400,Zm00001eb021400
Zm00001eb021410,Zm00001eb021410
Zm00001eb021420,Zm00001eb021420
Zm00001eb021430,Zm00001eb021430
Zm00001eb021440,ereb188
Zm00001eb021450,Zm00001eb021450
Zm00001eb021470,Zm00001eb021470
Zm00001eb021500,ms20
Zm00001eb021510,pld9
Zm00001eb021520,Zm00001eb021520
Zm00001eb021530,Zm00001eb021530
Zm00001eb021550,Zm00001eb021550
Zm00001eb021570,Zm00001eb021570
Zm00001eb021580,Zm00001eb021580
Zm00001eb021590,gst34
Zm00001eb021600,gst42
Zm00001eb021610,gst32
Zm00001eb021620,gst40
Zm00001eb021630,Zm00001eb021630
Zm00001eb021640,Zm00001eb021640
Zm00001eb021650,gst37
Zm00001eb021660,gst37
Zm00001eb021670,gst37
Zm00001eb021690,gst39
Zm00001eb021700,Zm00001eb021700
Zm00001eb021710,gst38
Zm00001eb021720,gst30
Zm00001eb021750,bzip78
Zm00001eb021760,pza00752
Zm00001eb021780,Zm00001eb021780
Zm00001eb021790,Zm00001eb021790
Zm00001eb021800,ofp5
Zm00001eb021820,Zm00001eb021820
Zm00001eb021830,Zm00001eb021830
Zm00001eb021840,Zm00001eb021840
Zm00001eb021850,umc1790a
Zm00001eb021880,Zm00001eb021880
Zm00001eb021890,csu3
Zm00001eb021900,Zm00001eb021900
Zm00001eb021910,Zm00001eb021910
Zm00001eb021920,IDP839
Zm00001eb021930,Zm00001eb021930
Zm00001eb021940,GRMZM2G506660
Zm00001eb021950,Zm00001eb021950
Zm00001eb021960,Zm00001eb021960
Zm00001eb021970,hb100
Zm00001eb021980,Zm00001eb021980
Zm00001eb021990,Zm00001eb021990
Zm00001eb022000,uce16
Zm00001eb022010,Zm00001eb022010
Zm00001eb022020,Zm00001eb022020
Zm00001eb022040,IDP1986
Zm00001eb022050,umc1243
Zm00001eb022060,Zm00001eb022060
Zm00001eb022070,abi34
Zm00001eb022080,pco071369
Zm00001eb022110,Zm00001eb022110
Zm00001eb022120,TIDP2770
Zm00001eb022130,Zm00001eb022130
Zm00001eb022160,Zm00001eb022160
Zm00001eb022170,Zm00001eb022170
Zm00001eb022180,Zm00001eb022180
Zm00001eb022190,Zm00001eb022190
Zm00001eb022200,Zm00001eb022200
Zm00001eb022210,Zm00001eb022210
Zm00001eb022220,Zm00001eb022220
Zm00001eb022230,gpm305
Zm00001eb022240,Zm00001eb022240
Zm00001eb022250,Zm00001eb022250
Zm00001eb022260,Zm00001eb022260
Zm00001eb022270,Zm00001eb022270
Zm00001eb022280,mlo2
Zm00001eb022290,Zm00001eb022290
Zm00001eb022300,Zm00001eb022300
Zm00001eb022310,Zm00001eb022310
Zm00001eb022320,Zm00001eb022320
Zm00001eb022330,Zm00001eb022330
Zm00001eb022340,Zm00001eb022340
Zm00001eb022350,Zm00001eb022350
Zm00001eb022360,Zm00001eb022360
Zm00001eb022380,Zm00001eb022380
Zm00001eb022390,mtl2
Zm00001eb022400,Zm00001eb022400
Zm00001eb022410,Zm00001eb022410
Zm00001eb022440,bsk4
Zm00001eb022460,Zm00001eb022460
Zm00001eb022470,Zm00001eb022470
Zm00001eb022480,Zm00001eb022480
Zm00001eb022490,Zm00001eb022490
Zm00001eb022500,chn24
Zm00001eb022520,Zm00001eb022520
Zm00001eb022530,Zm00001eb022530
Zm00001eb022540,Zm00001eb022540
Zm00001eb022550,Zm00001eb022550
Zm00001eb022560,Zm00001eb022560
Zm00001eb022570,gst14
Zm00001eb022580,umc1558
Zm00001eb022610,Zm00001eb022610
Zm00001eb022630,Zm00001eb022630
Zm00001eb022640,Zm00001eb022640
Zm00001eb022650,mgt6
Zm00001eb022660,Zm00001eb022660
Zm00001eb022670,gpm532
Zm00001eb022680,IDP6617
Zm00001eb022690,Zm00001eb022690
Zm00001eb022700,Zm00001eb022700
Zm00001eb022710,Zm00001eb022710
Zm00001eb022720,Zm00001eb022720
Zm00001eb022730,Zm00001eb022730
Zm00001eb022740,Zm00001eb022740
Zm00001eb022750,smr6
Zm00001eb022760,Zm00001eb022760
Zm00001eb022780,Zm00001eb022780
Zm00001eb022790,Zm00001eb022790
Zm00001eb022800,Zm00001eb022800
Zm00001eb022810,Zm00001eb022810
Zm00001eb022820,Zm00001eb022820
Zm00001eb022830,Zm00001eb022830
Zm00001eb022840,Zm00001eb022840
Zm00001eb022860,IDP1605
Zm00001eb022870,Zm00001eb022870
Zm00001eb022880,Zm00001eb022880
Zm00001eb022890,Zm00001d029842
Zm00001eb022900,Zm00001eb022900
Zm00001eb022910,Zm00001eb022910
Zm00001eb022920,IDP4235
Zm00001eb022930,pco098993
Zm00001eb022940,Zm00001eb022940
Zm00001eb022950,IDP7943
Zm00001eb022960,Zm00001eb022960
Zm00001eb022970,Zm00001eb022970
Zm00001eb022980,pza03240
Zm00001eb022990,Zm00001eb022990
Zm00001eb023000,Zm00001eb023000
Zm00001eb023010,gras33
Zm00001eb023020,Zm00001eb023020
Zm00001eb023040,Zm00001eb023040
Zm00001eb023060,Zm00001eb023060
Zm00001eb023070,pco069442
Zm00001eb023080,Zm00001eb023080
Zm00001eb023090,Zm00001eb023090
Zm00001eb023100,Zm00001eb023100
Zm00001eb023110,pza00944
Zm00001eb023120,IDP8399
Zm00001eb023130,Zm00001eb023130
Zm00001eb023140,Zm00001eb023140
Zm00001eb023150,Zm00001eb023150
Zm00001eb023160,mybr43
Zm00001eb023170,Zm00001eb023170
Zm00001eb023180,Zm00001eb023180
Zm00001eb023200,Zm00001eb023200
Zm00001eb023210,ereb44
Zm00001eb023220,GRMZM2G154580
Zm00001eb023230,IDP8097
Zm00001eb023240,Zm00001eb023240
Zm00001eb023250,mmp61
Zm00001eb023260,Zm00001eb023260
Zm00001eb023270,IDP751
Zm00001eb023280,Zm00001eb023280
Zm00001eb023290,Zm00001eb023290
Zm00001eb023300,Zm00001eb023300
Zm00001eb023310,Zm00001eb023310
Zm00001eb023320,Zm00001eb023320
Zm00001eb023330,gata16
Zm00001eb023340,Zm00001eb023340
Zm00001eb023350,Zm00001eb023350
Zm00001eb023370,Zm00001eb023370
Zm00001eb023380,Zm00001eb023380
Zm00001eb023390,Zm00001eb023390
Zm00001eb023400,Zm00001eb023400
Zm00001eb023410,Zm00001eb023410
Zm00001eb023420,expb7
Zm00001eb023430,Zm00001eb023430
Zm00001eb023450,Zm00001eb023450
Zm00001eb023460,expb6
Zm00001eb023470,Zm00001eb023470
Zm00001eb023480,Zm00001eb023480
Zm00001eb023490,Zm00001eb023490
Zm00001eb023500,umc1734
Zm00001eb023510,Zm00001eb023510
Zm00001eb023520,Zm00001eb023520
Zm00001eb023530,Zm00001eb023530
Zm00001eb023540,IDP8389
Zm00001eb023560,Zm00001eb023560
Zm00001eb023570,Zm00001eb023570
Zm00001eb023590,Zm00001eb023590
Zm00001eb023600,npf2
Zm00001eb023610,npf3
Zm00001eb023620,hb78
Zm00001eb023630,Zm00001eb023630
Zm00001eb023640,Zm00001eb023640
Zm00001eb023650,Zm00001eb023650
Zm00001eb023660,Zm00001eb023660
Zm00001eb023670,Zm00001eb023670
Zm00001eb023680,Zm00001eb023680
Zm00001eb023690,Zm00001eb023690
Zm00001eb023700,Zm00001eb023700
Zm00001eb023710,Zm00001eb023710
Zm00001eb023720,Zm00001eb023720
Zm00001eb023730,Zm00001eb023730
Zm00001eb023740,Zm00001eb023740
Zm00001eb023750,Zm00001eb023750
Zm00001eb023760,Zm00001eb023760
Zm00001eb023770,Zm00001eb023770
Zm00001eb023780,mybr32
Zm00001eb023790,Zm00001eb023790
Zm00001eb023800,Zm00001eb023800
Zm00001eb023810,msr2
Zm00001eb023820,ndpk1
Zm00001eb023830,ndpk1
Zm00001eb023840,mmp39
Zm00001eb023850,Zm00001eb023850
Zm00001eb023860,IDP7186
Zm00001eb023870,thx4
Zm00001eb023880,snrkII3
Zm00001eb023890,cbl1
Zm00001eb023900,Zm00001eb023900
Zm00001eb023910,pco146174
Zm00001eb023920,Zm00001eb023920
Zm00001eb023930,Zm00001eb023930
Zm00001eb023940,Zm00001eb023940
Zm00001eb023950,Zm00001eb023950
Zm00001eb023970,Zm00001eb023970
Zm00001eb023980,Zm00001eb023980
Zm00001eb023990,Zm00001eb023990
Zm00001eb024000,Zm00001eb024000
Zm00001eb024010,Zm00001eb024010
Zm00001eb024020,Zm00001eb024020
Zm00001eb024030,Zm00001eb024030
Zm00001eb024040,Zm00001eb024040
Zm00001eb024050,Zm00001eb024050
Zm00001eb024060,Zm00001eb024060
Zm00001eb024070,Zm00001eb024070
Zm00001eb024080,Zm00001eb024080
Zm00001eb024090,Zm00001eb024090
Zm00001eb024110,IDP7923
Zm00001eb024120,Zm00001eb024120
Zm00001eb024130,IDP4538
Zm00001eb024150,Zm00001eb024150
Zm00001eb024160,Zm00001eb024160
Zm00001eb024170,Zm00001eb024170
Zm00001eb024180,umc1297
Zm00001eb024190,Zm00001eb024190
Zm00001eb024200,Zm00001eb024200
Zm00001eb024210,Zm00001eb024210
Zm00001eb024220,Zm00001eb024220
Zm00001eb024230,Zm00001eb024230
Zm00001eb024240,Zm00001eb024240
Zm00001eb024250,Zm00001eb024250
Zm00001eb024260,Zm00001eb024260
Zm00001eb024270,cl5598_1a
Zm00001eb024280,pyk1
Zm00001eb024290,bsk2
Zm00001eb024300,nactf43
Zm00001eb024310,vq5
Zm00001eb024320,Zm00001eb024320
Zm00001eb024330,myc7
Zm00001eb024340,Zm00001eb024340
Zm00001eb024350,Zm00001eb024350
Zm00001eb024360,Zm00001eb024360
Zm00001eb024370,Zm00001eb024370
Zm00001eb024380,platz3
Zm00001eb024390,Zm00001eb024390
Zm00001eb024400,pmei42
Zm00001eb024410,Zm00001eb024410
Zm00001eb024420,Zm00001eb024420
Zm00001eb024430,Zm00001eb024430
Zm00001eb024440,Zm00001eb024440
Zm00001eb024450,Zm00001eb024450
Zm00001eb024460,uaz282
Zm00001eb024470,Zm00001eb024470
Zm00001eb024490,pyl1
Zm00001eb024500,Zm00001eb024500
Zm00001eb024520,Zm00001eb024520
Zm00001eb024550,pco116177
Zm00001eb024560,Zm00001eb024560
Zm00001eb024570,Zm00001eb024570
Zm00001eb024580,Zm00001eb024580
Zm00001eb024590,Zm00001eb024590
Zm00001eb024600,Zm00001eb024600
Zm00001eb024610,Zm00001eb024610
Zm00001eb024620,Zm00001eb024620
Zm00001eb024640,Zm00001eb024640
Zm00001eb024650,Zm00001eb024650
Zm00001eb024660,Zm00001eb024660
Zm00001eb024670,Zm00001eb024670
Zm00001eb024680,ocl4
Zm00001eb024690,Zm00001eb024690
Zm00001eb024700,fbn1
Zm00001eb024710,Zm00001eb024710
Zm00001eb024730,Zm00001eb024730
Zm00001eb024740,cl40196_1a
Zm00001eb024750,Zm00001eb024750
Zm00001eb024760,Zm00001eb024760
Zm00001eb024770,Zm00001eb024770
Zm00001eb024780,Zm00001eb024780
Zm00001eb024790,Zm00001eb024790
Zm00001eb024800,lpa2
Zm00001eb024820,Zm00001eb024820
Zm00001eb024840,Zm00001eb024840
Zm00001eb024850,Zm00001eb024850
Zm00001eb024860,Zm00001eb024860
Zm00001eb024870,Zm00001eb024870
Zm00001eb024890,pco076960
Zm00001eb024900,cl7929_1
Zm00001eb024910,Zm00001eb024910
Zm00001eb024920,vq6
Zm00001eb024930,Zm00001eb024930
Zm00001eb024940,Zm00001eb024940
Zm00001eb024950,Zm00001eb024950
Zm00001eb024960,umc2230
Zm00001eb024970,Zm00001eb024970
Zm00001eb024990,Zm00001eb024990
Zm00001eb025000,Zm00001eb025000
Zm00001eb025010,Zm00001eb025010
Zm00001eb025020,jmj14
Zm00001eb025030,Zm00001eb025030
Zm00001eb025040,sro2
Zm00001eb025050,Zm00001eb025050
Zm00001eb025060,Zm00001eb025060
Zm00001eb025070,AY111680
Zm00001eb025080,Zm00001eb025080
Zm00001eb025090,Zm00001eb025090
Zm00001eb025100,rth6
Zm00001eb025110,Zm00001eb025110
Zm00001eb025120,Zm00001eb025120
Zm00001eb025130,IDP2367
Zm00001eb025140,IDP6962
Zm00001eb025150,Zm00001eb025150
Zm00001eb025160,Zm00001eb025160
Zm00001eb025170,Zm00001eb025170
Zm00001eb025180,Zm00001eb025180
Zm00001eb025190,osca5
Zm00001eb025210,Zm00001eb025210
Zm00001eb025220,wrky60
Zm00001eb025230,Zm00001eb025230
Zm00001eb025240,Zm00001eb025240
Zm00001eb025260,Zm00001eb025260
Zm00001eb025280,Zm00001eb025280
Zm00001eb025290,Zm00001eb025290
Zm00001eb025300,Zm00001eb025300
Zm00001eb025310,Zm00001eb025310
Zm00001eb025330,cadtfr9
Zm00001eb025340,Zm00001eb025340
Zm00001eb025350,ptac18
Zm00001eb025360,Zm00001eb025360
Zm00001eb025370,Zm00001eb025370
Zm00001eb025380,Zm00001eb025380
Zm00001eb025390,cl33711_2
Zm00001eb025400,Zm00001eb025400
Zm00001eb025410,Zm00001eb025410
Zm00001eb025420,Zm00001eb025420
Zm00001eb025430,Zm00001eb025430
Zm00001eb025440,Zm00001eb025440
Zm00001eb025450,Zm00001eb025450
Zm00001eb025460,erd3
Zm00001eb025470,Zm00001eb025470
Zm00001eb025480,Zm00001eb025480
Zm00001eb025490,sacd3
Zm00001eb025500,Zm00001eb025500
Zm00001eb025510,Zm00001eb025510
Zm00001eb025520,Zm00001eb025520
Zm00001eb025540,Zm00001eb025540
Zm00001eb025550,Zm00001eb025550
Zm00001eb025560,Zm00001eb025560
Zm00001eb025570,Zm00001eb025570
Zm00001eb025580,vq7
Zm00001eb025590,vq8
Zm00001eb025600,Zm00001eb025600
Zm00001eb025610,Zm00001eb025610
Zm00001eb025620,IDP4908
Zm00001eb025630,Zm00001eb025630
Zm00001eb025640,Zm00001eb025640
Zm00001eb025650,hb121
Zm00001eb025660,Zm00001eb025660
Zm00001eb025670,si618046c10a
Zm00001eb025680,Zm00001eb025680
Zm00001eb025690,TIDP3438
Zm00001eb025700,IDP6631
Zm00001eb025710,Zm00001eb025710
Zm00001eb025720,Zm00001d030212
Zm00001eb025730,Zm00001eb025730
Zm00001eb025740,Zm00001eb025740
Zm00001eb025750,Zm00001eb025750
Zm00001eb025760,Zm00001eb025760
Zm00001eb025770,IDP7399
Zm00001eb025780,Zm00001eb025780
Zm00001eb025790,Zm00001eb025790
Zm00001eb025800,Zm00001eb025800
Zm00001eb025810,Zm00001eb025810
Zm00001eb025820,Zm00001eb025820
Zm00001eb025830,Zm00001eb025830
Zm00001eb025840,Zm00001eb025840
Zm00001eb025850,bhlh111
Zm00001eb025860,Zm00001eb025860
Zm00001eb025870,Zm00001eb025870
Zm00001eb025880,nrt7
Zm00001eb025890,Zm00001eb025890
Zm00001eb025900,Zm00001eb025900
Zm00001eb025910,cnr4
Zm00001eb025920,Zm00001eb025920
Zm00001eb025930,Zm00001eb025930
Zm00001eb025950,Zm00001eb025950
Zm00001eb025960,Zm00001eb025960
Zm00001eb025970,Zm00001eb025970
Zm00001eb025980,Zm00001eb025980
Zm00001eb025990,Zm00001eb025990
Zm00001eb026000,Zm00001eb026000
Zm00001eb026010,brl2
Zm00001eb026020,GRMZM2G117940
Zm00001eb026030,Zm00001eb026030
Zm00001eb026040,Zm00001eb026040
Zm00001eb026050,Zm00001eb026050
Zm00001eb026060,Zm00001eb026060
Zm00001eb026070,Zm00001d030248
Zm00001eb026080,Zm00001d030248
Zm00001eb026090,IDP7178
Zm00001eb026100,Zm00001eb026100
Zm00001eb026110,Zm00001eb026110
Zm00001eb026120,AY109678
Zm00001eb026130,Zm00001eb026130
Zm00001eb026140,umc1469
Zm00001eb026170,Zm00001eb026170
Zm00001eb026180,Zm00001eb026180
Zm00001eb026200,Zm00001eb026200
Zm00001eb026210,Zm00001eb026210
Zm00001eb026220,Zm00001eb026220
Zm00001eb026230,Zm00001eb026230
Zm00001eb026240,Zm00001eb026240
Zm00001eb026260,Zm00001eb026260
Zm00001eb026270,Zm00001eb026270
Zm00001eb026290,Zm00001eb026290
Zm00001eb026300,Zm00001eb026300
Zm00001eb026310,Zm00001eb026310
Zm00001eb026320,Zm00001eb026320
Zm00001eb026330,Zm00001eb026330
Zm00001eb026340,Zm00001eb026340
Zm00001eb026350,Zm00001eb026350
Zm00001eb026360,Zm00001eb026360
Zm00001eb026370,Zm00001eb026370
Zm00001eb026390,Zm00001eb026390
Zm00001eb026400,Zm00001eb026400
Zm00001eb026410,Zm00001eb026410
Zm00001eb026420,Zm00001eb026420
Zm00001eb026430,Zm00001eb026430
Zm00001eb026440,cl65212_1
Zm00001eb026450,Zm00001eb026450
Zm00001eb026460,Zm00001eb026460
Zm00001eb026470,Zm00001eb026470
Zm00001eb026480,Zm00001eb026480
Zm00001eb026490,aic1
Zm00001eb026500,IDP1407
Zm00001eb026520,Zm00001eb026520
Zm00001eb026530,csu1138
Zm00001eb026540,Zm00001eb026540
Zm00001eb026550,Zm00001eb026550
Zm00001eb026560,Zm00001eb026560
Zm00001eb026570,Zm00001eb026570
Zm00001eb026580,sacd4
Zm00001eb026600,Zm00001eb026600
Zm00001eb026610,Zm00001eb026610
Zm00001eb026620,Zm00001eb026620
Zm00001eb026630,Zm00001eb026630
Zm00001eb026640,Zm00001eb026640
Zm00001eb026650,Zm00001eb026650
Zm00001eb026660,Zm00001eb026660
Zm00001eb026670,si946089b08b
Zm00001eb026680,Zm00001eb026680
Zm00001eb026690,Zm00001eb026690
Zm00001eb026700,Zm00001eb026700
Zm00001eb026710,Zm00001eb026710
Zm00001eb026730,Zm00001eb026730
Zm00001eb026740,Zm00001eb026740
Zm00001eb026760,Zm00001eb026760
Zm00001eb026770,Zm00001eb026770
Zm00001eb026790,Zm00001eb026790
Zm00001eb026800,Zm00001eb026800
Zm00001eb026810,Zm00001eb026810
Zm00001eb026820,Zm00001eb026820
Zm00001eb026830,Zm00001eb026830
Zm00001eb026840,Zm00001eb026840
Zm00001eb026860,LOC100282340
Zm00001eb026870,lbd7
Zm00001eb026880,Zm00001eb026880
Zm00001eb026890,Zm00001eb026890
Zm00001eb026900,Zm00001eb026900
Zm00001eb026910,Zm00001eb026910
Zm00001eb026930,Zm00001eb026930
Zm00001eb026940,eno2
Zm00001eb026950,Zm00001eb026950
Zm00001eb026960,Zm00001eb026960
Zm00001eb026970,Zm00001eb026970
Zm00001eb026980,Zm00001eb026980
Zm00001eb026990,Zm00001eb026990
Zm00001eb027000,Zm00001eb027000
Zm00001eb027020,Zm00001eb027020
Zm00001eb027030,Zm00001eb027030
Zm00001eb027040,Zm00001eb027040
Zm00001eb027050,Zm00001eb027050
Zm00001eb027070,Zm00001eb027070
Zm00001eb027080,Zm00001eb027080
Zm00001eb027090,Zm00001eb027090
Zm00001eb027100,Zm00001eb027100
Zm00001eb027120,Zm00001eb027120
Zm00001eb027130,Zm00001eb027130
Zm00001eb027140,Zm00001eb027140
Zm00001eb027150,Zm00001eb027150
Zm00001eb027160,Zm00001eb027160
Zm00001eb027180,Zm00001eb027180
Zm00001eb027200,Zm00001eb027200
Zm00001eb027210,Zm00001eb027210
Zm00001eb027220,Zm00001eb027220
Zm00001eb027230,Zm00001eb027230
Zm00001eb027240,Zm00001eb027240
Zm00001eb027250,Zm00001eb027250
Zm00001eb027260,Zm00001eb027260
Zm00001eb027280,Zm00001eb027280
Zm00001eb027300,Zm00001eb027300
Zm00001eb027310,Zm00001eb027310
Zm00001eb027320,Zm00001eb027320
Zm00001eb027330,Zm00001eb027330
Zm00001eb027340,Zm00001eb027340
Zm00001eb027370,Zm00001eb027370
Zm00001eb027380,Zm00001eb027380
Zm00001eb027390,Zm00001eb027390
Zm00001eb027400,Zm00001eb027400
Zm00001eb027410,Zm00001eb027410
Zm00001eb027420,Zm00001eb027420
Zm00001eb027430,Zm00001eb027430
Zm00001eb027440,Zm00001eb027440
Zm00001eb027450,Zm00001eb027450
Zm00001eb027470,Zm00001eb027470
Zm00001eb027480,Zm00001eb027480
Zm00001eb027490,Zm00001eb027490
Zm00001eb027500,Zm00001eb027500
Zm00001eb027510,Zm00001eb027510
Zm00001eb027520,Zm00001eb027520
Zm00001eb027530,Zm00001eb027530
Zm00001eb027550,Zm00001eb027550
Zm00001eb027570,Zm00001eb027570
Zm00001eb027580,xyl1
Zm00001eb027590,Zm00001d030471
Zm00001eb027600,Zm00001eb027600
Zm00001eb027610,Zm00001eb027610
Zm00001eb027620,Zm00001eb027620
Zm00001eb027640,Zm00001eb027640
Zm00001eb027650,Zm00001eb027650
Zm00001eb027660,Zm00001eb027660
Zm00001eb027670,Zm00001eb027670
Zm00001eb027680,Zm00001eb027680
Zm00001eb027690,Zm00001eb027690
Zm00001eb027700,Zm00001eb027700
Zm00001eb027720,gras21
Zm00001eb027730,Zm00001eb027730
Zm00001eb027740,Zm00001eb027740
Zm00001eb027750,Zm00001eb027750
Zm00001eb027760,pco144716
Zm00001eb027770,Zm00001eb027770
Zm00001eb027780,ereb112
Zm00001eb027790,Zm00001eb027790
Zm00001eb027800,Zm00001eb027800
Zm00001eb027810,Zm00001eb027810
Zm00001eb027820,pco103007a
Zm00001eb027830,Zm00001eb027830
Zm00001eb027840,Zm00001eb027840
Zm00001eb027860,hb127
Zm00001eb027880,Zm00001eb027880
Zm00001eb027890,Zm00001eb027890
Zm00001eb027900,hct4
Zm00001eb027910,Zm00001eb027910
Zm00001eb027920,Zm00001eb027920
Zm00001eb027930,Zm00001eb027930
Zm00001eb027940,Zm00001eb027940
Zm00001eb027950,Zm00001eb027950
Zm00001eb027960,Zm00001eb027960
Zm00001eb027970,IDP7590
Zm00001eb027980,Zm00001eb027980
Zm00001eb027990,Zm00001eb027990
Zm00001eb028000,Zm00001eb028000
Zm00001eb028010,Zm00001eb028010
Zm00001eb028020,Zm00001eb028020
Zm00001eb028030,alt12
Zm00001eb028040,Zm00001eb028040
Zm00001eb028050,Zm00001eb028050
Zm00001eb028060,Zm00001eb028060
Zm00001eb028070,Zm00001eb028070
Zm00001eb028080,Zm00001eb028080
Zm00001eb028090,Zm00001eb028090
Zm00001eb028100,Zm00001eb028100
Zm00001eb028110,Zm00001eb028110
Zm00001eb028150,Zm00001eb028150
Zm00001eb028160,bzip45
Zm00001eb028170,umc1076
Zm00001eb028190,IDP8049
Zm00001eb028200,Zm00001eb028200
Zm00001eb028210,Zm00001eb028210
Zm00001eb028220,Zm00001eb028220
Zm00001eb028230,Zm00001eb028230
Zm00001eb028240,Zm00001eb028240
Zm00001eb028250,Zm00001eb028250
Zm00001eb028260,Zm00001eb028260
Zm00001eb028270,Zm00001eb028270
Zm00001eb028280,Zm00001eb028280
Zm00001eb028290,Zm00001eb028290
Zm00001eb028300,Zm00001eb028300
Zm00001eb028310,Zm00001eb028310
Zm00001eb028320,Zm00001eb028320
Zm00001eb028330,Zm00001eb028330
Zm00001eb028340,Zm00001eb028340
Zm00001eb028350,Zm00001eb028350
Zm00001eb028360,smk9
Zm00001eb028370,Zm00001eb028370
Zm00001eb028380,Zm00001eb028380
Zm00001eb028390,Zm00001eb028390
Zm00001eb028400,mcm1
Zm00001eb028410,Zm00001eb028410
Zm00001eb028420,Zm00001eb028420
Zm00001eb028430,obf1
Zm00001eb028440,Zm00001eb028440
Zm00001eb028450,IDP676
Zm00001eb028460,pco087010a
Zm00001eb028470,Zm00001eb028470
Zm00001eb028480,pmei18
Zm00001eb028490,Zm00001eb028490
Zm00001eb028500,Zm00001eb028500
Zm00001eb028510,AY110396
Zm00001eb028520,Zm00001eb028520
Zm00001eb028530,Zm00001eb028530
Zm00001eb028540,Zm00001eb028540
Zm00001eb028550,ppd1
Zm00001eb028560,Zm00001eb028560
Zm00001eb028570,cl13018_1
Zm00001eb028580,pme42
Zm00001eb028590,Zm00001eb028590
Zm00001eb028610,Zm00001eb028610
Zm00001eb028620,Zm00001eb028620
Zm00001eb028650,Zm00001eb028650
Zm00001eb028670,pco062840
Zm00001eb028680,rte1
Zm00001eb028690,Zm00001eb028690
Zm00001eb028700,Zm00001eb028700
Zm00001eb028710,IDP1675
Zm00001eb028720,Zm00001eb028720
Zm00001eb028730,Zm00001eb028730
Zm00001eb028740,IDP2596a
Zm00001eb028750,Zm00001eb028750
Zm00001eb028760,Zm00001eb028760
Zm00001eb028770,IDP7344
Zm00001eb028780,Zm00001eb028780
Zm00001eb028800,Zm00001eb028800
Zm00001eb028810,dapf1
Zm00001eb028820,myb56
Zm00001eb028830,Zm00001eb028830
Zm00001eb028840,Zm00001eb028840
Zm00001eb028850,Zm00001eb028850
Zm00001eb028860,Zm00001eb028860
Zm00001eb028880,Zm00001eb028880
Zm00001eb028890,Zm00001eb028890
Zm00001eb028900,Zm00001eb028900
Zm00001eb028910,Zm00001eb028910
Zm00001eb028920,Zm00001eb028920
Zm00001eb028930,Zm00001eb028930
