"gene","raw_cutree_cluster","trend_cluster","mean_SCT_expression"
"Zm00001eb317810",2,"C2",2.76600244144753
"Zm00001eb322940",2,"C2",2.76556647978572
"Zm00001eb320980",2,"C2",2.76526555029646
"Zm00001eb229690",2,"C2",2.75808430729511
"Zm00001eb109030",2,"C2",2.74819688761637
"Zm00001eb301010",2,"C2",2.74500394814766
"Zm00001eb329960",2,"C2",2.73875450624254
"Zm00001eb428040",2,"C2",2.73386203866452
"Zm00001eb063980",2,"C2",2.72669572947928
"Zm00001eb148540",2,"C2",2.71818528842467
"Zm00001eb335620",2,"C2",2.7139349028775
"Zm00001eb116850",2,"C2",2.71163695511085
"Zm00001eb163700",2,"C2",2.70718829899999
"Zm00001eb340580",2,"C2",2.70397877682565
"Zm00001eb319670",2,"C2",2.70108476041554
"Zm00001eb260960",2,"C2",2.69082689648049
"Zm00001eb053320",2,"C2",2.68850919530409
"Zm00001eb410730",2,"C2",2.67814101518398
"Zm00001eb212030",2,"C2",2.66274813538758
"Zm00001eb213760",2,"C2",2.66169316021764
"Zm00001eb104220",2,"C2",2.65796059778392
"Zm00001eb364750",2,"C2",2.65675794619998
"Zm00001eb177270",2,"C2",2.65572604549431
"Zm00001eb106450",2,"C2",2.65260669032618
"Zm00001eb034830",2,"C2",2.64967047600376
"Zm00001eb282450",2,"C2",2.62434008068289
"Zm00001eb342400",2,"C2",2.62263258336923
"Zm00001eb143000",2,"C2",2.62127900590211
"Zm00001eb330470",2,"C2",2.61950523647768
"Zm00001eb095960",2,"C2",2.61847669112385
"Zm00001eb095540",2,"C2",2.61168680522077
"Zm00001eb209740",2,"C2",2.60417109395465
"Zm00001eb086050",2,"C2",2.60404885091544
"Zm00001eb376150",2,"C2",2.59941406924775
"Zm00001eb430770",2,"C2",2.5948146103899
"Zm00001eb160340",2,"C2",2.57399286411518
"Zm00001eb219320",2,"C2",2.56009761695583
"Zm00001eb124750",2,"C2",2.5521863858396
"Zm00001eb361700",2,"C2",2.55181571481067
"Zm00001eb285610",2,"C2",2.5436020315507
"Zm00001eb374300",2,"C2",2.54329449947433
"Zm00001eb172570",2,"C2",2.53993466188405
"Zm00001eb210660",2,"C2",2.53753210009302
"Zm00001eb176000",2,"C2",2.53679116026794
"Zm00001eb327790",2,"C2",2.5323006195053
"Zm00001eb083380",2,"C2",2.5297481626113
"Zm00001eb313720",2,"C2",2.52633452817403
"Zm00001eb019230",2,"C2",2.51331360389172
"Zm00001eb327330",2,"C2",2.51049845370339
"Zm00001eb352180",2,"C2",2.50757488948157
"Zm00001eb415950",2,"C2",2.4947305326628
"Zm00001eb099930",2,"C2",2.49437171870915
"Zm00001eb364190",2,"C2",2.49313167938539
"Zm00001eb422490",2,"C2",2.48886124549269
"Zm00001eb060550",2,"C2",2.48792514312282
"Zm00001eb157400",2,"C2",2.47725848594044
"Zm00001eb219490",2,"C2",2.47388456763056
"Zm00001eb188570",2,"C2",2.46225132932155
"Zm00001eb175100",2,"C2",2.46157370255185
"Zm00001eb336310",2,"C2",2.45634603868054
"Zm00001eb343830",2,"C2",2.45160756099096
"Zm00001eb214650",2,"C2",2.44973688326381
"Zm00001eb093610",2,"C2",2.44653966666194
"Zm00001eb213080",2,"C2",2.44607464028696
"Zm00001eb304290",2,"C2",2.44192358522436
"Zm00001eb313730",2,"C2",2.44166872836845
"Zm00001eb199800",2,"C2",2.43760038627349
"Zm00001eb368020",2,"C2",2.43693106214774
"Zm00001eb073400",2,"C2",2.43575123385384
"Zm00001eb137500",2,"C2",2.42509395094295
"Zm00001eb317450",2,"C2",2.42461433275096
"Zm00001eb109610",2,"C2",2.4187290710099
"Zm00001eb312560",2,"C2",2.4170854296812
"Zm00001eb116930",2,"C2",2.40557835201453
"Zm00001eb173710",2,"C2",2.40353274928681
"Zm00001eb214990",2,"C2",2.40338857632982
"Zm00001eb396730",2,"C2",2.39911949990221
"Zm00001eb430450",2,"C2",2.39795651621275
"Zm00001eb386940",2,"C2",2.39127449931092
"Zm00001eb106460",2,"C2",2.38851939138848
"Zm00001eb373790",2,"C2",2.38817714845482
"Zm00001eb066940",2,"C2",2.37871841333002
"Zm00001eb303720",2,"C2",2.37573842101329
"Zm00001eb403860",2,"C2",2.37341198153885
"Zm00001eb351630",2,"C2",2.3688671235549
"Zm00001eb154510",2,"C2",2.3648375127697
"Zm00001eb303080",2,"C2",2.35553602301923
"Zm00001eb019730",2,"C2",2.34235021006715
"Zm00001eb296580",2,"C2",2.33855165036096
"Zm00001eb001460",2,"C2",2.33694217089338
"Zm00001eb039380",2,"C2",2.32104139355289
"Zm00001eb192860",2,"C2",2.32017994346223
"Zm00001eb026940",2,"C2",2.31445960297984
"Zm00001eb147170",2,"C2",2.30836804492567
"Zm00001eb124070",2,"C2",2.30613312683813
"Zm00001eb399010",2,"C2",2.30485547465306
"Zm00001eb084920",2,"C2",2.30109226398787
"Zm00001eb211090",2,"C2",2.29917561595018
"Zm00001eb368180",2,"C2",2.29621936921099
"Zm00001eb191090",2,"C2",2.29604636290499
"Zm00001eb136620",2,"C2",2.29524282196941
"Zm00001eb151050",2,"C2",2.29129151141729
"Zm00001eb191550",2,"C2",2.27769839393672
"Zm00001eb160020",2,"C2",2.27016362327821
"Zm00001eb232530",2,"C2",2.25314575570689
"Zm00001eb402790",2,"C2",2.24903327319408
"Zm00001eb422190",2,"C2",2.24352719396614
"Zm00001eb110750",2,"C2",2.23613259798511
"Zm00001eb083400",2,"C2",2.22281872763359
"Zm00001eb202830",2,"C2",2.22164629955191
"Zm00001eb394700",2,"C2",2.22154461127997
"Zm00001eb232520",2,"C2",2.22014864434462
"Zm00001eb188040",2,"C2",2.21683674754552
"Zm00001eb016600",2,"C2",2.21398587088953
"Zm00001eb245740",2,"C2",2.21190198540271
"Zm00001eb347380",2,"C2",2.21067287962557
"Zm00001eb339270",2,"C2",2.20590954635627
"Zm00001eb061060",2,"C2",2.20280058587163
"Zm00001eb037310",2,"C2",2.18599614654307
"Zm00001eb172130",2,"C2",2.18489647555465
"Zm00001eb224520",2,"C2",2.18359289872428
"Zm00001eb295950",2,"C2",2.17645354089055
"Zm00001eb369510",2,"C2",2.17175249101237
"Zm00001eb356490",2,"C2",2.17142458065781
"Zm00001eb306370",2,"C2",2.16330654204733
"Zm00001eb402570",2,"C2",2.15864919171567
"Zm00001eb221500",2,"C2",2.15353984025049
"Zm00001eb281810",2,"C2",2.15033720234703
"Zm00001eb201570",2,"C2",2.14732308686866
"Zm00001eb222240",2,"C2",2.14321957796824
"Zm00001eb392290",2,"C2",2.14182224876784
"Zm00001eb102500",2,"C2",2.13448028386079
"Zm00001eb431270",2,"C2",2.13337211927904
"Zm00001eb258730",2,"C2",2.13038571567892
"Zm00001eb105120",2,"C2",2.11825212292469
"Zm00001eb181740",2,"C2",2.1086369343491
"Zm00001eb123370",2,"C2",2.10737923879978
"Zm00001eb015330",2,"C2",2.10362613296377
"Zm00001eb330480",2,"C2",2.09748973639451
"Zm00001eb042830",2,"C2",2.09717314097271
"Zm00001eb183420",2,"C2",2.09299438027566
"Zm00001eb296700",2,"C2",2.08710186344343
"Zm00001eb204910",2,"C2",2.08309493367567
"Zm00001eb379270",2,"C2",2.08106552743976
"Zm00001eb285290",2,"C2",2.08038439535339
"Zm00001eb041780",2,"C2",2.07414645189235
"Zm00001eb064570",2,"C2",2.06538119845962
"Zm00001eb101750",2,"C2",2.06304245603962
"Zm00001eb004730",2,"C2",2.0585745792934
"Zm00001eb000420",2,"C2",2.05685165751514
"Zm00001eb082850",2,"C2",2.05398883613846
"Zm00001eb050060",2,"C2",2.05281953323701
"Zm00001eb099910",2,"C2",2.04609514346586
"Zm00001eb416760",2,"C2",2.0402599847925
"Zm00001eb322650",2,"C2",2.0397569294764
"Zm00001eb278610",2,"C2",2.03951767494934
"Zm00001eb294030",2,"C2",2.03553489699086
"Zm00001eb082960",2,"C2",2.03021678215145
"Zm00001eb173730",2,"C2",2.02963634281638
"Zm00001eb028440",2,"C2",2.02744868788256
"Zm00001eb072880",2,"C2",2.02677439235545
"Zm00001eb035770",2,"C2",2.02134796611451
"Zm00001eb238930",2,"C2",2.02009684723799
"Zm00001eb020110",2,"C2",2.0160524346949
"Zm00001eb102250",2,"C2",2.0100646905695
"Zm00001eb301420",2,"C2",2.00871442246289
"Zm00001eb175200",2,"C2",2.00793140926059
"Zm00001eb170610",2,"C2",2.00591391760769
"Zm00001eb425920",2,"C2",1.99635639898624
"Zm00001eb397510",2,"C2",1.9869370529469
"Zm00001eb198700",2,"C2",1.98234210989872
"Zm00001eb091900",2,"C2",1.97641232220504
"Zm00001eb426610",2,"C2",1.97388300247157
"Zm00001eb109830",2,"C2",1.97262182025578
"Zm00001eb171320",2,"C2",1.96818209190617
"Zm00001eb357340",2,"C2",1.95984580472565
"Zm00001eb083310",2,"C2",1.95498177602313
"Zm00001eb062250",2,"C2",1.95168623119328
"Zm00001eb212820",2,"C2",1.95157094259623
"Zm00001eb343250",2,"C2",1.9443389105728
"Zm00001eb178140",2,"C2",1.93457533524163
"Zm00001eb015620",2,"C2",1.93058296706462
"Zm00001eb272920",2,"C2",1.93025057641486
"Zm00001eb175220",2,"C2",1.92947234938884
"Zm00001eb041340",2,"C2",1.91338485129218
"Zm00001eb123830",2,"C2",1.90920859586981
"Zm00001eb071540",2,"C2",1.90805862291871
"Zm00001eb040040",2,"C2",1.90584675091581
"Zm00001eb041850",2,"C2",1.9039866598882
"Zm00001eb296560",2,"C2",1.89817880566627
"Zm00001eb116830",2,"C2",1.89730813823277
"Zm00001eb283950",2,"C2",1.89676620659216
"Zm00001eb393010",2,"C2",1.8914300409805
"Zm00001eb250190",2,"C2",1.89099784942611
"Zm00001eb010300",2,"C2",1.88352447171559
"Zm00001eb422440",2,"C2",1.88330598782594
"Zm00001eb342960",2,"C2",1.87948189170264
"Zm00001eb401990",2,"C2",1.86776218690339
"Zm00001eb226920",2,"C2",1.86315603368926
"Zm00001eb192050",2,"C2",1.86242261001865
"Zm00001eb330880",2,"C2",1.86063307951026
"Zm00001eb292680",2,"C2",1.83642580544895
"Zm00001eb119260",2,"C2",1.83589081079983
"Zm00001eb052270",2,"C2",1.8324566570931
"Zm00001eb227660",2,"C2",1.82658052843984
"Zm00001eb273640",2,"C2",1.82439893326157
"Zm00001eb211900",2,"C2",1.8227984259804
"Zm00001eb346210",2,"C2",1.82070696443774
"Zm00001eb061750",2,"C2",1.81527340037384
"Zm00001eb005130",2,"C2",1.80786843926008
"Zm00001eb294990",2,"C2",1.80384289255263
"Zm00001eb379050",2,"C2",1.80009946640763
"Zm00001eb130220",2,"C2",1.79801175414076
"Zm00001eb253410",2,"C2",1.7963765598806
"Zm00001eb332790",2,"C2",1.79490624146494
"Zm00001eb289740",2,"C2",1.79234852118973
"Zm00001eb409440",2,"C2",1.78783466294561
"Zm00001eb406130",2,"C2",1.78558008461227
"Zm00001eb359780",2,"C2",1.78141271962575
"Zm00001eb273660",2,"C2",1.77924262974319
"Zm00001eb176070",2,"C2",1.77300210173653
"Zm00001eb332940",2,"C2",1.77290786365551
"Zm00001eb036640",2,"C2",1.75866589672609
"Zm00001eb036020",2,"C2",1.7510272299593
"Zm00001eb243130",2,"C2",1.74724008722376
"Zm00001eb154710",2,"C2",1.74640067620971
"Zm00001eb423640",2,"C2",1.74235646072125
"Zm00001eb158190",2,"C2",1.73960250437067
"Zm00001eb277320",2,"C2",1.73859025805483
"Zm00001eb098770",2,"C2",1.73563163288227
"Zm00001eb146730",2,"C2",1.73520327188886
"Zm00001eb000490",2,"C2",1.73392615035987
"Zm00001eb285890",2,"C2",1.73106671977731
"Zm00001eb188180",2,"C2",1.72569055334566
"Zm00001eb036790",2,"C2",1.72433413907955
"Zm00001eb286210",2,"C2",1.72387533968524
"Zm00001eb381630",2,"C2",1.71673130583771
"Zm00001eb036130",2,"C2",1.71425123554837
"Zm00001eb056300",2,"C2",1.7127481914494
"Zm00001eb205700",2,"C2",1.71162400681998
"Zm00001eb271240",2,"C2",1.70664948686535
"Zm00001eb050280",2,"C2",1.70552974575801
"Zm00001eb345420",2,"C2",1.70310235620964
"Zm00001eb329030",2,"C2",1.70142526293714
"Zm00001eb376980",2,"C2",1.70050966076831
"Zm00001eb212840",2,"C2",1.69343735292979
"Zm00001eb272660",2,"C2",1.68774841432774
"Zm00001eb362490",2,"C2",1.68751064490623
"Zm00001eb192630",2,"C2",1.6837314808244
"Zm00001eb338420",2,"C2",1.68342617709049
"Zm00001eb062450",2,"C2",1.67867290077038
"Zm00001eb373960",2,"C2",1.6779102908931
"Zm00001eb426700",2,"C2",1.67491859116132
"Zm00001eb199590",2,"C2",1.6696551637528
"Zm00001eb394670",2,"C2",1.66438198954346
"Zm00001eb222300",2,"C2",1.66334459303248
"Zm00001eb402980",2,"C2",1.66074987727441
"Zm00001eb239530",2,"C2",1.65976891586042
"Zm00001eb376670",2,"C2",1.6562318470594
"Zm00001eb046580",2,"C2",1.65099582250606
"Zm00001eb066820",2,"C2",1.64877364126965
"Zm00001eb072000",2,"C2",1.6480112824063
"Zm00001eb308000",2,"C2",1.64300096502423
"Zm00001eb045530",2,"C2",1.63949981430187
"Zm00001eb215920",2,"C2",1.63369499147314
"Zm00001eb355650",2,"C2",1.62620472011731
"Zm00001eb278640",2,"C2",1.62527510132727
"Zm00001eb210850",2,"C2",1.62002643109373
"Zm00001eb106530",2,"C2",1.61960917676585
"Zm00001eb046260",2,"C2",1.61616039147237
"Zm00001eb148730",2,"C2",1.61329361778189
"Zm00001eb384890",2,"C2",1.60889804086548
"Zm00001eb205710",2,"C2",1.60629166071554
"Zm00001eb215110",2,"C2",1.60319227112338
"Zm00001eb090730",2,"C2",1.60250711584755
"Zm00001eb348960",2,"C2",1.5990564077246
"Zm00001eb153500",2,"C2",1.59816005946647
"Zm00001eb430680",2,"C2",1.58942461392408
"Zm00001eb187040",2,"C2",1.58879737537622
"Zm00001eb364660",2,"C2",1.56756563408159
"Zm00001eb181430",2,"C2",1.55433349548814
"Zm00001eb010700",2,"C2",1.55362081631488
"Zm00001eb016960",2,"C2",1.55201612179444
"Zm00001eb188030",2,"C2",1.54610297630434
"Zm00001eb411320",2,"C2",1.53979217711187
"Zm00001eb394750",2,"C2",1.53821710967058
"Zm00001eb183010",2,"C2",1.53673517320147
"Zm00001eb420570",2,"C2",1.53592608664103
"Zm00001eb426070",2,"C2",1.53510305284279
"Zm00001eb301640",2,"C2",1.529775291709
"Zm00001eb111720",2,"C2",1.52605552985374
"Zm00001eb014760",2,"C2",1.51864201208209
"Zm00001eb183380",2,"C2",1.51585324111026
"Zm00001eb233140",2,"C2",1.50396755634247
"Zm00001eb016970",2,"C2",1.50261745734404
"Zm00001eb127430",2,"C2",1.49833004573052
"Zm00001eb037680",2,"C2",1.49638399956107
"Zm00001eb409500",2,"C2",1.49479910795919
"Zm00001eb178930",2,"C2",1.48854814455894
"Zm00001eb041160",2,"C2",1.48729792518229
"Zm00001eb394640",2,"C2",1.48490971551195
"Zm00001eb257200",2,"C2",1.48431656339272
"Zm00001eb324510",2,"C2",1.48203540338636
"Zm00001eb140330",2,"C2",1.47484497975617
"Zm00001eb135050",2,"C2",1.47447828225997
"Zm00001eb000700",2,"C2",1.47339484128508
"Zm00001eb368940",2,"C2",1.46969798803113
"Zm00001eb200450",2,"C2",1.46875053018823
"Zm00001eb320550",2,"C2",1.46797181864593
"Zm00001eb216070",2,"C2",1.46644678957149
"Zm00001eb193040",2,"C2",1.46348716693198
"Zm00001eb154690",2,"C2",1.45514385541731
"Zm00001eb360070",2,"C2",1.45269832968042
"Zm00001eb078560",2,"C2",1.45111499104577
"Zm00001eb038700",2,"C2",1.44424865427077
"Zm00001eb256330",2,"C2",1.43945271910533
"Zm00001eb333100",2,"C2",1.43440498560145
"Zm00001eb289870",2,"C2",1.43166797181022
"Zm00001eb361300",2,"C2",1.42788217790808
"Zm00001eb211320",2,"C2",1.42702732766028
"Zm00001eb363810",2,"C2",1.42645296864811
"Zm00001eb053960",2,"C2",1.41816780097727
"Zm00001eb345200",2,"C2",1.4171649825953
"Zm00001eb121480",2,"C2",1.41274886620797
"Zm00001eb235450",2,"C2",1.4087535353012
"Zm00001eb150320",2,"C2",1.40857672341687
"Zm00001eb394940",2,"C2",1.40763019473461
"Zm00001eb207850",2,"C2",1.40717058717368
"Zm00001eb170690",2,"C2",1.40650217203547
"Zm00001eb282960",2,"C2",1.40393657143134
"Zm00001eb394920",2,"C2",1.40377642526652
"Zm00001eb210150",2,"C2",1.4030424944476
"Zm00001eb073810",2,"C2",1.40212480035015
"Zm00001eb082930",2,"C2",1.3988035045318
"Zm00001eb097180",2,"C2",1.39692793396265
"Zm00001eb002060",2,"C2",1.39559864695524
"Zm00001eb274110",2,"C2",1.39323895248257
"Zm00001eb269170",2,"C2",1.38634964613514
"Zm00001eb208030",2,"C2",1.38388211066678
"Zm00001eb003420",2,"C2",1.38278826002461
"Zm00001eb109620",2,"C2",1.37959429060123
"Zm00001eb162700",2,"C2",1.37955514511382
"Zm00001eb207780",2,"C2",1.37913163519258
"Zm00001eb331920",2,"C2",1.37655878773766
"Zm00001eb340270",2,"C2",1.3743370792207
"Zm00001eb258770",2,"C2",1.36993292206512
"Zm00001eb281710",2,"C2",1.36782594075087
"Zm00001eb244920",2,"C2",1.36657801446948
"Zm00001eb321580",2,"C2",1.36472186696142
"Zm00001eb401690",2,"C2",1.36214837168026
"Zm00001eb258870",2,"C2",1.36040047233952
"Zm00001eb383910",2,"C2",1.3594810022415
"Zm00001eb320810",2,"C2",1.35917881572623
"Zm00001eb143330",2,"C2",1.35386159387978
"Zm00001eb119790",2,"C2",1.35319379251015
"Zm00001eb209910",2,"C2",1.34722697571134
"Zm00001eb128530",2,"C2",1.34617569514069
"Zm00001eb206810",2,"C2",1.34500872198267
"Zm00001eb366170",2,"C2",1.34282091957838
"Zm00001eb024200",2,"C2",1.3417358659172
"Zm00001eb351420",2,"C2",1.34008639637727
"Zm00001eb434210",2,"C2",1.33911229300867
"Zm00001eb025290",2,"C2",1.33735958938369
"Zm00001eb002640",2,"C2",1.33655015354503
"Zm00001eb110270",2,"C2",1.33579186829342
"Zm00001eb311180",2,"C2",1.33551977005585
"Zm00001eb300780",2,"C2",1.33411871815613
"Zm00001eb228690",2,"C2",1.33304406941978
"Zm00001eb321260",2,"C2",1.3315180789139
"Zm00001eb246550",2,"C2",1.32770709462499
"Zm00001eb265810",2,"C2",1.32572939006907
"Zm00001eb218560",2,"C2",1.32420827299392
"Zm00001eb189260",2,"C2",1.32410063316088
"Zm00001eb103030",2,"C2",1.32299137138177
"Zm00001eb347340",2,"C2",1.3196126985169
"Zm00001eb077670",2,"C2",1.3169337742128
"Zm00001eb369250",2,"C2",1.31682750757564
"Zm00001eb219520",2,"C2",1.31249191137303
"Zm00001eb333760",2,"C2",1.3081460120993
"Zm00001eb359330",2,"C2",1.30318437484996
"Zm00001eb064580",2,"C2",1.30168740110328
"Zm00001eb403260",2,"C2",1.29883745639231
"Zm00001eb424310",2,"C2",1.29740332296126
"Zm00001eb158370",2,"C2",1.29579802261595
"Zm00001eb120820",2,"C2",1.29545656276057
"Zm00001eb091870",2,"C2",1.2942281721247
"Zm00001eb202590",2,"C2",1.2873737549308
"Zm00001eb104520",2,"C2",1.28656766426454
"Zm00001eb374670",2,"C2",1.28399405659364
"Zm00001eb415530",2,"C2",1.28194205296646
"Zm00001eb310830",2,"C2",1.27795912480108
"Zm00001eb240090",2,"C2",1.27507136755164
"Zm00001eb332910",2,"C2",1.27480572989458
"Zm00001eb411740",2,"C2",1.27434902069629
"Zm00001eb289730",2,"C2",1.27351743092282
"Zm00001eb298950",2,"C2",1.27239136945944
"Zm00001eb396830",2,"C2",1.26854257651237
"Zm00001eb176310",2,"C2",1.26729657422286
"Zm00001eb297760",2,"C2",1.25979136948785
"Zm00001eb000020",2,"C2",1.25820339270485
"Zm00001eb248640",2,"C2",1.2532304919345
"Zm00001eb201060",2,"C2",1.25278705206737
"Zm00001eb208050",2,"C2",1.25270005484839
"Zm00001eb143710",2,"C2",1.25216326436678
"Zm00001eb408310",2,"C2",1.25214564498112
"Zm00001eb138110",2,"C2",1.25122225508483
"Zm00001eb258090",2,"C2",1.24435914445592
"Zm00001eb287110",2,"C2",1.24364998366012
"Zm00001eb308620",2,"C2",1.24241388053207
"Zm00001eb385810",2,"C2",1.24219045801797
"Zm00001eb238610",2,"C2",1.24125771293386
"Zm00001eb012410",2,"C2",1.2370232742705
"Zm00001eb355350",2,"C2",1.23677514531819
"Zm00001eb378540",2,"C2",1.2325775957305
"Zm00001eb030440",2,"C2",1.23180989689602
"Zm00001eb317720",2,"C2",1.23089506214692
"Zm00001eb211450",2,"C2",1.22909020585966
"Zm00001eb433440",2,"C2",1.22719346788874
"Zm00001eb091850",2,"C2",1.22684577825419
"Zm00001eb413580",2,"C2",1.22424683167565
"Zm00001eb202580",2,"C2",1.2218361259601
"Zm00001eb420740",2,"C2",1.22043801906568
"Zm00001eb113790",2,"C2",1.22041523213582
"Zm00001eb356140",2,"C2",1.21821587492529
"Zm00001eb317180",2,"C2",1.21557553876724
"Zm00001eb337600",2,"C2",1.21501600966278
"Zm00001eb275340",2,"C2",1.20980602319159
"Zm00001eb339460",2,"C2",1.20913991168082
"Zm00001eb114360",2,"C2",1.2064872762466
"Zm00001eb063990",2,"C2",1.20539204841219
"Zm00001eb073900",2,"C2",1.20519009452517
"Zm00001eb370860",2,"C2",1.20344810611428
"Zm00001eb169610",2,"C2",1.2025847857358
"Zm00001eb137900",2,"C2",1.20030581439927
"Zm00001eb231490",2,"C2",1.19538162587868
"Zm00001eb424060",2,"C2",1.19510809249661
"Zm00001eb259380",2,"C2",1.19415602418469
"Zm00001eb071210",2,"C2",1.1907154143807
"Zm00001eb070200",2,"C2",1.19047176774919
"Zm00001eb328950",2,"C2",1.18988986020246
"Zm00001eb291210",2,"C2",1.18828953040066
"Zm00001eb399040",2,"C2",1.18766378823915
"Zm00001eb173880",2,"C2",1.18724505131285
"Zm00001eb084910",2,"C2",1.18610720910751
"Zm00001eb300970",2,"C2",1.18404840929885
"Zm00001eb267470",2,"C2",1.18297726566304
"Zm00001eb375490",2,"C2",1.18258327128992
"Zm00001eb374200",2,"C2",1.17591522020641
"Zm00001eb296120",2,"C2",1.17465171946167
"Zm00001eb329090",2,"C2",1.17245596491175
"Zm00001eb175490",2,"C2",1.17080744721466
"Zm00001eb264310",2,"C2",1.17064061547074
"Zm00001eb155150",2,"C2",1.16860970759608
"Zm00001eb005030",2,"C2",1.16574442940495
"Zm00001eb162410",2,"C2",1.16435597799263
"Zm00001eb365080",2,"C2",1.16383695419994
"Zm00001eb356710",2,"C2",1.16292369733652
"Zm00001eb310620",2,"C2",1.16229400159189
"Zm00001eb287550",2,"C2",1.1608955212919
"Zm00001eb119330",2,"C2",1.16016874479327
"Zm00001eb126700",2,"C2",1.15876054598562
"Zm00001eb240760",2,"C2",1.15856814029352
"Zm00001eb318400",2,"C2",1.15601689769529
"Zm00001eb226040",2,"C2",1.15492374138545
"Zm00001eb283640",2,"C2",1.15445182177505
"Zm00001eb205670",2,"C2",1.15358220963806
"Zm00001eb254200",2,"C2",1.15309922028977
"Zm00001eb108030",2,"C2",1.15171284496908
"Zm00001eb008400",2,"C2",1.15063538076106
"Zm00001eb430100",2,"C2",1.15011565559212
"Zm00001eb255450",2,"C2",1.14811994201095
"Zm00001eb224440",2,"C2",1.14644664145658
"Zm00001eb104400",2,"C2",1.14580186728192
"Zm00001eb016780",2,"C2",1.14527711068802
"Zm00001eb127630",2,"C2",1.14465634709586
"Zm00001eb205500",2,"C2",1.14449897515424
"Zm00001eb271900",2,"C2",1.14314818652355
"Zm00001eb379410",2,"C2",1.14298300547607
"Zm00001eb219820",2,"C2",1.14183568786012
"Zm00001eb417890",2,"C2",1.14145858597796
"Zm00001eb375530",2,"C2",1.14109333999714
"Zm00001eb095240",2,"C2",1.13902229742819
"Zm00001eb049290",2,"C2",1.13869187885421
"Zm00001eb056890",2,"C2",1.1362463264998
"Zm00001eb057700",2,"C2",1.13366187738071
"Zm00001eb004030",2,"C2",1.13104060835812
"Zm00001eb267280",2,"C2",1.13026296826035
"Zm00001eb230540",2,"C2",1.13025441603456
"Zm00001eb230470",2,"C2",1.12954104451261
"Zm00001eb240430",2,"C2",1.12951274847536
"Zm00001eb353080",2,"C2",1.1279696930552
"Zm00001eb137550",2,"C2",1.12699389508143
"Zm00001eb178540",2,"C2",1.12613985620544
"Zm00001eb378360",2,"C2",1.12420359735108
"Zm00001eb000800",2,"C2",1.12387582046323
"Zm00001eb339860",2,"C2",1.12370737277756
"Zm00001eb137600",2,"C2",1.12361402999407
"Zm00001eb207390",2,"C2",1.12243386915455
"Zm00001eb351100",2,"C2",1.12003320043378
"Zm00001eb300930",2,"C2",1.1197598475593
"Zm00001eb359510",2,"C2",1.11934402073281
"Zm00001eb258230",2,"C2",1.11603701458979
"Zm00001eb288100",2,"C2",1.11556586355851
"Zm00001eb082720",2,"C2",1.1152368933774
"Zm00001eb238060",2,"C2",1.11483012122079
"Zm00001eb272930",2,"C2",1.11357843685082
"Zm00001eb088470",2,"C2",1.11292458009419
"Zm00001eb038870",2,"C2",1.1122227804872
"Zm00001eb270370",2,"C2",1.1115127910309
"Zm00001eb179750",2,"C2",1.10980024155689
"Zm00001eb142540",2,"C2",1.10889661352111
"Zm00001eb143170",2,"C2",1.10805700997361
"Zm00001eb010240",2,"C2",1.10723753486379
"Zm00001eb064000",2,"C2",1.10677366968432
"Zm00001eb214870",2,"C2",1.10242225612592
"Zm00001eb267510",2,"C2",1.10215810217409
"Zm00001eb140450",2,"C2",1.10197343190676
"Zm00001eb240870",2,"C2",1.10122255718159
"Zm00001eb123270",2,"C2",1.10076112558926
"Zm00001eb355540",2,"C2",1.10008448753175
"Zm00001eb337010",2,"C2",1.09948050806792
"Zm00001eb265500",2,"C2",1.09873235347387
"Zm00001eb159790",2,"C2",1.09806637538567
"Zm00001eb241090",2,"C2",1.09732335637108
"Zm00001eb280740",2,"C2",1.09575291807576
"Zm00001eb026430",2,"C2",1.09569236047251
"Zm00001eb188540",2,"C2",1.09535001064289
"Zm00001eb290510",2,"C2",1.09533716496514
"Zm00001eb409870",2,"C2",1.09484269957992
"Zm00001eb340350",2,"C2",1.09252799605492
"Zm00001eb389850",2,"C2",1.09250713002405
"Zm00001eb332830",2,"C2",1.09217902413966
"Zm00001eb341650",2,"C2",1.09133432381136
"Zm00001eb260490",2,"C2",1.09013183867108
"Zm00001eb347570",2,"C2",1.08959150101742
"Zm00001eb134100",2,"C2",1.08808326925054
"Zm00001eb258170",2,"C2",1.08768089335815
"Zm00001eb067440",2,"C2",1.08473344207669
"Zm00001eb035350",2,"C2",1.08462380461866
"Zm00001eb070130",2,"C2",1.08428196473526
"Zm00001eb222160",2,"C2",1.08409264469917
"Zm00001eb249350",2,"C2",1.0831764015835
"Zm00001eb246330",2,"C2",1.08164807331804
"Zm00001eb152360",2,"C2",1.0813517570643
"Zm00001eb269610",2,"C2",1.07346014016969
"Zm00001eb290400",2,"C2",1.07330048761725
"Zm00001eb346590",2,"C2",1.07240142765804
"Zm00001eb207760",2,"C2",1.07163566409327
"Zm00001eb018300",2,"C2",1.07065541758825
"Zm00001eb269100",2,"C2",1.06907946858805
"Zm00001eb023570",2,"C2",1.0688007780544
"Zm00001eb104290",2,"C2",1.06873320239486
"Zm00001eb011840",2,"C2",1.06818427002901
"Zm00001eb212200",2,"C2",1.06752910138307
"Zm00001eb257900",2,"C2",1.06418895728123
"Zm00001eb336800",2,"C2",1.06398527143501
"Zm00001eb401790",2,"C2",1.06376859769959
"Zm00001eb424560",2,"C2",1.06255719996474
