Gene ID	SAM	P1_P2	P3	P4	P5
Zm00001eb126140	0.545981934	0.577789536	0.60745079	0.540460086	0.467526605
Zm00001eb133640	0.25911588	0.240268131	0.228439826	0.253151623	0.237305883
Zm00001eb135400	0.120975032	0.09459789	0.110051813	0.11084216	0.129432163
Zm00001eb138370	0.136300489	0.119444508	0.104172271	0.082893704	0.103083361
Zm00001eb139480	0.159801698	0.197624847	0.191068249	0.177634265	0.160264289
Zm00001eb142540	1.033635951	1.2082727	1.142592674	1.042884004	0.854489505
Zm00001eb143690	0.021660849	0.017957181	0.008835016	0.00788115	0.001773322
Zm00001eb148820	0.441216271	0.419759674	0.427470354	0.439325629	0.468864469
Zm00001eb148850	0.396054213	0.320637095	0.352379456	0.333817339	0.348421971
Zm00001eb152350	0.127310424	0.162948592	0.131086762	0.112128624	0.058728954
Zm00001eb157450	0.260762138	0.249258423	0.273499608	0.271412701	0.278875697
Zm00001eb164530	0.086643398	0.052674397	0.061254503	0.056878845	0.059059285
Zm00001eb170540	0.843751584	0.977733324	0.99395067	0.891523371	0.712354792
Zm00001eb171080	0.268105945	0.285777316	0.298195993	0.259110054	0.224260245
Zm00001eb171720	0.469406615	0.576107018	0.464892113	0.398668819	0.322428887
Zm00001eb174990	0.18595758	0.214742683	0.228227253	0.20850214	0.199279155
Zm00001eb175840	0.333920439	0.377333182	0.36351633	0.336420538	0.320892453
Zm00001eb181510	0.181462547	0.194340608	0.209269811	0.192027638	0.194816851
Zm00001eb181960	0.129965096	0.12382624	0.127328105	0.119481797	0.113764931
Zm00001eb184050	0.157961338	0.135797693	0.14305842	0.137281346	0.146885411
Zm00001eb185290	0.324340681	0.433718569	0.41096303	0.382630202	0.338635207
Zm00001eb186770	0.241950063	0.245058662	0.192341265	0.175112792	0.154723
Zm00001eb189840	0.038826666	0.048789526	0.046054409	0.01605977	0.007979948
Zm00001eb190840	0.531540389	0.6422182	0.641762012	0.621253691	0.503637665
Zm00001eb194770	0.142635881	0.198276083	0.178398485	0.150345142	0.12165288
Zm00001eb195650	0.739990763	0.898811064	0.888436479	0.857605422	0.781602426
Zm00001eb197620	0.220289214	0.200963809	0.204587192	0.211425245	0.202466107
Zm00001eb198620	0.017165817	0.004788582	0.003212733	0.003546518	0.005763296
Zm00001eb199110	0.243596321	0.236770603	0.252522237	0.270052214	0.233944777
Zm00001eb201150	0.114639639	0.112848506	0.099005425	0.116396297	0.093087065
Zm00001eb203940	0.038826666	0.028731489	0.033066996	0.028736571	0.033325118
Zm00001eb207650	0.543379228	0.558433306	0.602271271	0.541962237	0.511012047
Zm00001eb208830	0.09297879	0.078424725	0.081334085	0.092565578	0.091117411
Zm00001eb213600	0.032491274	0.035914362	0.035809897	0.030572938	0.03912608
Zm00001eb214840	0.203123397	0.229583833	0.204980932	0.198413643	0.180499528
Zm00001eb215190	0.157961338	0.202841733	0.191857038	0.164249151	0.124455223
Zm00001eb215870	0.049657091	0.041403228	0.045721058	0.046469159	0.048565686
Zm00001eb216060	0.140795521	0.12581368	0.167548967	0.134790784	0.052760659
Zm00001eb217440	0.349439998	0.311533388	0.34673866	0.388103896	0.385019232
Zm00001eb218610	0.043321699	0.058255223	0.069013374	0.053792704	0.03456311
Zm00001eb219490	2.211753413	2.165900703	2.162078202	2.19697089	2.278999254
Zm00001eb228170	0.18595758	0.130602262	0.136407294	0.11875358	0.135007849
Zm00001eb228320	0.883429628	1.224444294	1.22508767	1.033373532	0.702279108
Zm00001eb228620	3.038164489	3.07437306	3.064707436	3.03166221	2.972373359
Zm00001eb239680	0.346591223	0.311670207	0.34830315	0.347585025	0.289186417
Zm00001eb242030	0.049657091	0.044000944	0.064589322	0.03678127	0.037185426
Zm00001eb243050	0.205778069	0.203835454	0.171382407	0.194473068	0.211653966
Zm00001eb243450	0.108304247	0.111651361	0.117750295	0.113527181	0.094475722
Zm00001eb244400	0.139787107	0.088001888	0.110840602	0.128284983	0.113593987
Zm00001eb244720	0.170632123	0.169724614	0.150405302	0.156082254	0.162647912
Zm00001eb246010	0.09297879	0.114655926	0.113524421	0.101906978	0.082042191
Zm00001eb248590	0.153466306	0.224586082	0.183688724	0.131311868	0.088227818
Zm00001eb248640	1.114093236	1.203482741	1.008243643	0.926477471	1.20807392
Zm00001eb248780	0.176967515	0.213228698	0.216358126	0.196026732	0.179494831
Zm00001eb250240	0.075812973	0.084703887	0.100943835	0.092551965	0.04394441
Zm00001eb251390	0.103809215	0.145871717	0.13823932	0.058551664	0.020652533
Zm00001eb252180	0.5163914	0.682318735	0.678752935	0.534971278	0.342659811
Zm00001eb256420	0.170632123	0.194164382	0.207507407	0.190866652	0.176643914
Zm00001eb256730	0.157961338	0.166336603	0.191917427	0.115505173	0.065320605
Zm00001eb275730	0.762413959	0.746160528	0.774289162	0.74536165	0.76536996
Zm00001eb278470	0.054152123	0.034920641	0.042038493	0.044431912	0.049134709
Zm00001eb278670	0.155306666	0.272096145	0.18443021	0.150813863	0.127286871
Zm00001eb284910	0.218448854	0.181809483	0.190584022	0.212986709	0.20650899
Zm00001eb287060	0.010830425	0.009577163	0.010244513	0.010639553	0.005043967
Zm00001eb292380	0.16429673	0.161344596	0.164351936	0.165187332	0.155740048
Zm00001eb295800	0.19393923	0.234667799	0.235790562	0.195298515	0.18699918
Zm00001eb295830	0.581003378	0.687443662	0.740635144	0.758068829	0.708649861
Zm00001eb299300	0.709343421	0.81249658	0.736840076	0.694709769	0.467432525
Zm00001eb300940	0.573215829	0.487638869	0.517192129	0.550548966	0.573351344
Zm00001eb312160	0.09297879	0.098455562	0.08574505	0.070180212	0.064969274
Zm00001eb315330	0.086643398	0.119303894	0.096594567	0.069294867	0.035801102
Zm00001eb315610	0.097473822	0.184904059	0.150607334	0.072975306	0.033270785
Zm00001eb315910	0.430579948	0.604152054	0.456135735	0.341124868	0.275659023
Zm00001eb318730	0.060487516	0.053081247	0.062451426	0.056744925	0.051468334
Zm00001eb324660	0.119134672	0.136764215	0.115947058	0.106189513	0.103233666
Zm00001eb327230	0.082148365	0.11065764	0.082137268	0.071822761	0.042618391
Zm00001eb329910	0.224784246	0.229090871	0.228349339	0.218638076	0.218213006
Zm00001eb331250	0.136300489	0.116733378	0.150743815	0.114031952	0.076775837
Zm00001eb332860	0.131805456	0.158138555	0.170551743	0.116657076	0.054479648
Zm00001eb337810	0.864455985	0.974457635	0.899777649	0.895300818	0.826178238
Zm00001eb343660	0.333088493	0.301936719	0.311035147	0.307987311	0.294368373
Zm00001eb352240	0.140795521	0.144066246	0.11753903	0.117794854	0.115662883
Zm00001eb356490	2.09691796	1.984537101	1.955033199	2.038565722	2.058478905
Zm00001eb356650	0.136300489	0.15775316	0.148347352	0.143289438	0.139089822
Zm00001eb357490	0.140795521	0.107563064	0.101808715	0.113169814	0.113610654
Zm00001eb359990	0.207618429	0.224523271	0.218255702	0.203075373	0.175008257
Zm00001eb360260	0.010830425	0.001197145	0.001606367	0.002200796	0.004784636
Zm00001eb363140	0.032491274	0.011971454	0.006895298	0.017963097	0.029594475
Zm00001eb365080	1.122071314	1.095719636	1.100478221	1.173011371	1.160236407
Zm00001eb366690	0.142635881	0.155155445	0.142255236	0.139934207	0.138445466
Zm00001eb367660	0.097473822	0.115041321	0.099943782	0.09760069	0.08928145
Zm00001eb369730	0.18595758	0.243677597	0.256748111	0.217024514	0.156455043
Zm00001eb370470	0.097473822	0.098776197	0.112870806	0.103020907	0.102677336
Zm00001eb371020	0.453887056	0.483760137	0.456312784	0.426741528	0.38428468
Zm00001eb372960	0.352926616	0.396739983	0.369747542	0.304406872	0.187706897
Zm00001eb373390	0.128956682	0.129111681	0.114794821	0.107295642	0.108883963
Zm00001eb378270	0.09297879	0.098482761	0.111643785	0.094572556	0.084090789
Zm00001eb388180	0.400743347	0.493556436	0.495504803	0.491413647	0.4673172
Zm00001eb392440	0.224784246	0.274097743	0.247069343	0.245017016	0.231204891
Zm00001eb395300	0.452240798	0.720053222	0.762086752	0.705927668	0.583896423
Zm00001eb399800	0.049657091	0.045898375	0.036749561	0.046432469	0.048365021
Zm00001eb403060	0.168791763	0.156241125	0.172655423	0.169371899	0.166584617
Zm00001eb405630	0.867498861	1.049609837	0.94761366	0.745091831	0.587236055
Zm00001eb406610	0.038826666	0.040206083	0.052752838	0.044038496	0.031588211
Zm00001eb407120	0.187603838	0.234597294	0.224408207	0.203632979	0.178780539
Zm00001eb413100	0.099314182	0.078284111	0.074635657	0.071793133	0.076659226
Zm00001eb415010	0.224784246	0.227394916	0.250627207	0.228407692	0.230893536
Zm00001eb415640	0.099314182	0.027037484	0.045917929	0.042759093	0.053814652
Zm00001eb416530	0.138140849	0.097782476	0.093973753	0.121275053	0.123275897
Zm00001eb417000	0.299588805	0.313474124	0.324173436	0.307489603	0.298228321
Zm00001eb418630	0.075812973	0.087098178	0.127918716	0.096618757	0.082647799
Zm00001eb419910	0.497208755	0.407006013	0.426457214	0.483076795	0.558332691
Zm00001eb424870	0.010830425	0.001197145	0.001606367	0.001182173	0.002216652
Zm00001eb427470	0.97327651	0.967394515	0.79777296	0.937621065	1.25806179
Zm00001eb428400	0.335760799	0.424961245	0.443400155	0.326679267	0.231484281
Zm00001eb428430	0.090130016	0.088205313	0.085350001	0.076314522	0.091719407
Zm00001eb429720	0.086643398	0.164124282	0.11661376	0.08036581	0.041046095
Zm00001eb433020	0.133645816	0.13787135	0.113673989	0.113428702	0.092008406
Zm00001eb000470	0	0.003591436	0.00240955	0.003382969	0.005671297
Zm00001eb001720	0	0	0.001606367	0.00157623	0.001551657
Zm00001eb001990	0	0.003591436	0.009896767	0.008342168	0.009790937
Zm00001eb003470	0	0.002394291	0.001606367	0.003777027	0.001773322
Zm00001eb006680	0.110144607	0.181899493	0.134815322	0.1176757	0.14497009
Zm00001eb008690	0.010830425	0.012671739	0.024504942	0.01612673	0.010807263
Zm00001eb010050	0	0.007182872	0.028914598	0.046372571	0.060891273
Zm00001eb010190	0.145044485	0.188180604	0.191040768	0.180325708	0.166178953
Zm00001eb011550	0	0.001197145	0	0.000788115	0.002438318
Zm00001eb015320	0.105649575	0.061461265	0.06372575	0.046900549	0.052313356
Zm00001eb015490	0	0.001197145	0.000803183	0.001806739	0.002216652
Zm00001eb019090	0.205778069	0.240583021	0.244535092	0.219366293	0.140093094
Zm00001eb021750	0.021660849	0.002394291	0.008501665	0.011725137	0.021798526
Zm00001eb023160	0.09297879	0.117840513	0.109385111	0.103339051	0.094065725
Zm00001eb024300	0	0.001197145	0	0.000394058	0.000664996
Zm00001eb025220	0	0	0	0	0.000221665
Zm00001eb028160	0	0.003591436	0.005288932	0.009918398	0.02157686
Zm00001eb031300	0.201283037	0.194573181	0.210026999	0.211061457	0.211360959
Zm00001eb032370	0.09297879	0.152559678	0.143712035	0.114179485	0.100243352
Zm00001eb035050	0.179622187	0.169431179	0.197963548	0.190033501	0.18547582
Zm00001eb035740	0.055992483	0.061461265	0.056495792	0.071458973	0.072635197
Zm00001eb036920	0.110144607	0.098482761	0.100216743	0.088574058	0.124296557
Zm00001eb040160	0.032491274	0.051477252	0.044114692	0.050900381	0.041246761
Zm00001eb040700	0.12262129	0.195860337	0.188372651	0.188836596	0.14374082
Zm00001eb042400	0.231119638	0.182306343	0.243293481	0.237692571	0.226317945
Zm00001eb044660	0	0.001197145	0.008501665	0.005353257	0.010769597
Zm00001eb048370	0	0.002394291	0.00240955	0.005122748	0.007979948
Zm00001eb051120	0.131805456	0.096878766	0.154772818	0.148352288	0.135952454
Zm00001eb051380	0.131805456	0.186396588	0.110521645	0.097214337	0.138354622
Zm00001eb052150	0.082148365	0.166833463	0.135088284	0.047198018	0.032547484
Zm00001eb055540	0	0	0	0.00157623	0.000886661
Zm00001eb056050	0.638590153	0.742137586	0.718459691	0.764700023	0.70531316
Zm00001eb058460	0.010830425	0.021051757	0.022155781	0.031100916	0.057009965
Zm00001eb061430	0.181462547	0.171938884	0.218119221	0.226029222	0.254122432
Zm00001eb061930	0.021660849	0.03252635	0.041568661	0.033592119	0.029778474
Zm00001eb062130	0.049657091	0.046892095	0.105764243	0.102865062	0.10319636
Zm00001eb062640	0.010830425	0.007883157	0.019276399	0.024171429	0.029795501
Zm00001eb069140	0	0.002394291	0.0048191	0.008505717	0.016696253
Zm00001eb070520	0.038826666	0.024146333	0.01700333	0.017799549	0.026415829
Zm00001eb071190	0.021660849	0.005985727	0.007365131	0.010245496	0.018695212
Zm00001eb071590	0.196788004	0.207632264	0.235106918	0.226168314	0.231847945
Zm00001eb072870	0.010830425	0.007883157	0.009638199	0.008275208	0.011748257
Zm00001eb084940	0.021660849	0.019154326	0.035476546	0.029063668	0.030740468
Zm00001eb086280	0.153466306	0.171714004	0.226544795	0.206977367	0.153242362
Zm00001eb093670	0.220289214	0.381106588	0.377687385	0.344820202	0.305421211
Zm00001eb098960	0	0.001197145	0	0	0
Zm00001eb099390	0.133451714	0.144879945	0.212722863	0.182724853	0.140332148
Zm00001eb100770	0.010830425	0.001197145	0.001606367	0.002758403	0.007222953
Zm00001eb100800	0	0	0.003212733	0.000394058	0.001108326
Zm00001eb101350	0	0.003591436	0	0.001182173	0.001994987
Zm00001eb101360	0.010830425	0.024643193	0.022958964	0.038751558	0.058026291
Zm00001eb102580	0.241950063	0.49607028	0.466922513	0.397718405	0.220317742
Zm00001eb103730	0.07131794	0.055972398	0.080667383	0.084797673	0.074668211
Zm00001eb108090	0.010830425	0.01556289	0.022292262	0.014022522	0.009439606
Zm00001eb108460	0	0	0.00240955	0.002594854	0.004433305
Zm00001eb118760	0.010830425	0.003591436	0.000803183	0.002364345	0.006244293
Zm00001eb118970	0.032491274	0.027534344	0.018609697	0.024892584	0.020468534
Zm00001eb121380	0.010830425	0.003591436	0.012987414	0.01284035	0.014537906
Zm00001eb122050	0.207618429	0.286009889	0.264176246	0.27908013	0.272002631
Zm00001eb122550	0	0.007182872	0.005622283	0.006698978	0.011877923
Zm00001eb124630	0.021660849	0.024146333	0.028581247	0.033301712	0.042522419
Zm00001eb127840	0.229279279	0.224501816	0.23657935	0.23215509	0.235992558
Zm00001eb136080	0.0731583	0.078017875	0.08006107	0.0827463	0.072785863
Zm00001eb138730	0.238269343	0.195181507	0.159123393	0.151773231	0.163728664
Zm00001eb141310	0.082148365	0.144291126	0.120417104	0.114329421	0.094011753
Zm00001eb143060	0.125470064	0.103922974	0.103804969	0.095898244	0.087474795
Zm00001eb144290	0.032491274	0.003591436	0.014123948	0.013985832	0.017511553
Zm00001eb146420	0.16245637	0.104965349	0.120691374	0.135549271	0.138002135
Zm00001eb147220	0.043321699	0.152671143	0.267721023	0.230534466	0.150072363
Zm00001eb150360	0.064982548	0.118722768	0.122099563	0.115030738	0.079657485
Zm00001eb150840	0.225352491	0.121523908	0.109188241	0.11710914	0.165802956
Zm00001eb151260	0.010830425	0.015766315	0.023898628	0.019606288	0.017273222
Zm00001eb152420	0.064982548	0.053871543	0.096124735	0.077733624	0.08623247
Zm00001eb152810	0	0	0.000803183	0.007717602	0.012580585
Zm00001eb155280	0.313268004	0.367420069	0.380320244	0.389575834	0.385127483
Zm00001eb157260	0	0.004788582	0.004015916	0.006535429	0.009439606
Zm00001eb158610	0	0.001197145	0.00240955	0.001806739	0.002881648
Zm00001eb159390	0	0.001197145	0.000803183	0.000788115	0.005357632
Zm00001eb159960	0.038826666	0.033023211	0.039825813	0.054907916	0.039607077
Zm00001eb161460	0.010830425	0.021051757	0.021352598	0.024565487	0.024588174
Zm00001eb172020	0	0	0	0	0.00044333
Zm00001eb174000	0	0.009080303	0.031127278	0.021576575	0.022020191
Zm00001eb176840	0	0.005985727	0.006425466	0.006535429	0.006022628
Zm00001eb178500	0.220289214	0.264639344	0.258947704	0.23510667	0.225775011
Zm00001eb180800	0.021660849	0.023942908	0.026974881	0.025353602	0.021263196
Zm00001eb183200	0.017165817	0.024643193	0.01700333	0.01756904	0.011342593
Zm00001eb184870	0.142635881	0.127214251	0.134890106	0.148680027	0.154371669
Zm00001eb186480	0	0	0	0.000394058	0.000664996
Zm00001eb186490	0	0	0.000803183	0.00157623	0.001773322
Zm00001eb188410	0.103809215	0.360368168	0.394207992	0.264029389	0.141348114
Zm00001eb190160	0	0.009577163	0.02423198	0.022328	0.032162459
Zm00001eb193180	0.28077673	0.400018478	0.508900951	0.452653507	0.400664739
Zm00001eb193330	0.09297879	0.238995132	0.250552423	0.238803253	0.177969932
Zm00001eb200840	0.032491274	0.068644137	0.088562735	0.08975623	0.033325118
Zm00001eb202260	0.110144607	0.114949362	0.121569341	0.119548757	0.103752329
Zm00001eb208910	0.136300489	0.183413478	0.186173058	0.156531549	0.15530033
Zm00001eb211700	0.010830425	0.008380018	0.022625613	0.034907571	0.044241408
Zm00001eb212930	0.021660849	0.013868884	0.02423198	0.040231199	0.047051696
Zm00001eb215910	0.198628364	0.144066246	0.168821982	0.172004085	0.170031677
Zm00001eb216910	0.131805456	0.17092176	0.15722967	0.152777089	0.12858353
Zm00001eb218500	0.043321699	0.157076279	0.298377495	0.307488518	0.380711398
Zm00001eb221620	0.296934132	0.244857186	0.257205121	0.252810272	0.332679118
Zm00001eb226740	0.503544147	0.538439635	0.567098228	0.555700035	0.559576957
Zm00001eb233310	0	0.013868884	0.01459378	0.026929832	0.038017754
Zm00001eb233420	0	0.021548617	0.051676692	0.055099844	0.055972638
Zm00001eb237820	0.021660849	0.016760035	0.014927131	0.026766283	0.026361496
Zm00001eb243510	0.108304247	0.111244511	0.114870913	0.098261947	0.103233666
Zm00001eb243930	0.351280358	0.329400558	0.379738913	0.329670971	0.350965396
Zm00001eb245030	0	0	0.003682565	0.001806739	0.002124653
Zm00001eb247330	0.170632123	0.203534325	0.235883859	0.20467292	0.198572466
Zm00001eb250390	0.088483758	0.122922529	0.187386992	0.217413434	0.194775573
Zm00001eb252220	0	0.013168599	0.025035163	0.024729035	0.037925755
Zm00001eb256160	0.049657091	0.067832386	0.066270473	0.066766974	0.068314891
Zm00001eb256290	0.498411271	0.543361532	0.507052693	0.565346357	0.592756602
Zm00001eb257650	0.133451714	0.183300063	0.180884126	0.16089581	0.166358979
Zm00001eb261760	0	0.002394291	0.00240955	0.00315246	0.002659983
Zm00001eb264910	0.021660849	0.008380018	0.003212733	0.001970288	0.003324978
Zm00001eb265240	0.297942547	0.337874879	0.376974883	0.365814607	0.329310642
Zm00001eb265630	0.224784246	0.280587629	0.275966736	0.255166913	0.243981588
Zm00001eb266360	0	0.001197145	0	0.00315246	0.00358431
Zm00001eb266370	0.027996242	0.052380962	0.171141115	0.227335503	0.225291726
Zm00001eb269420	0.010830425	0	0.001606367	0.001182173	0.003232979
Zm00001eb275130	0.032491274	0.038897472	0.028854209	0.03168173	0.031275798
Zm00001eb275490	0	0.010277448	0.010108032	0.009918398	0.015148569
Zm00001eb280090	0.405432481	0.472277455	0.491743335	0.428768605	0.413498574
Zm00001eb281570	0.038826666	0.04519809	0.030657446	0.035666058	0.035136106
Zm00001eb282210	0	0.013168599	0.009638199	0.010870062	0.032325818
Zm00001eb284250	0.09297879	0.088205313	0.089305529	0.068477124	0.062384263
Zm00001eb288060	0.119134672	0.103067918	0.106702599	0.109593027	0.12120955
Zm00001eb288360	0	0.005985727	0.003212733	0.00630492	0.004692636
Zm00001eb288890	0.054152123	0.044856	0.022428743	0.021643535	0.016437282
Zm00001eb289080	0.043321699	0.072235573	0.070346778	0.059399677	0.050356035
Zm00001eb289320	0.021660849	0.027240909	0.027581194	0.021018969	0.018971211
Zm00001eb291140	0	0	0.004485749	0.003382969	0.002124653
Zm00001eb292790	0	0.004788582	0.007698482	0.011264119	0.011877923
Zm00001eb293860	0.049657091	0.059066974	0.045114745	0.066343288	0.054772312
Zm00001eb294560	0	0.002394291	0.004485749	0	0.002288013
Zm00001eb295810	0	0	0	0.00157623	0.001329991
Zm00001eb296640	0	0.002394291	0.001606367	0.001182173	0.001902988
Zm00001eb301520	0.222943886	0.191590071	0.208542719	0.19806398	0.186246518
Zm00001eb307700	0.18595758	0.184000349	0.163412272	0.173045916	0.160252659
Zm00001eb309360	0.114639639	0.147679137	0.149347405	0.123348991	0.121874545
Zm00001eb312120	0	0	0.000803183	0.001182173	0
Zm00001eb315850	0	0.001197145	0	0.00315246	0.016440894
Zm00001eb315870	0.027996242	0.014365745	0.034340011	0.037963443	0.062217292
Zm00001eb316310	0.010830425	0.014365745	0.014927131	0.011264119	0.005800962
Zm00001eb317060	0.086643398	0.113640751	0.093851666	0.087295297	0.075554511
Zm00001eb319460	0.043321699	0.058863549	0.06431636	0.055435894	0.045738371
Zm00001eb320600	0.234606256	0.525322034	0.590542213	0.4891142	0.321370921
Zm00001eb320820	0	0.006686012	0.006425466	0.00788115	0.014094575
Zm00001eb323880	0.181462547	0.219509809	0.23127217	0.206162156	0.186334545
Zm00001eb328900	0.222129574	0.478044441	0.440803233	0.383853985	0.342437137
Zm00001eb330490	0	0.009080303	0.005622283	0.006141372	0.009125941
Zm00001eb330680	0.153466306	0.092700459	0.13342022	0.145987943	0.137688471
Zm00001eb330830	0.293447514	0.382059348	0.36551801	0.313799729	0.279657304
Zm00001eb335200	0.465479827	0.642497873	0.620711579	0.670765706	0.647504822
Zm00001eb335680	0	0	0.000803183	0	0.000221665
Zm00001eb335690	0.131805456	0.146341378	0.123509059	0.109429478	0.10785133
Zm00001eb337410	0	0.002394291	0.00722865	0.009293832	0.01808455
Zm00001eb337530	0	0.013168599	0.018139865	0.01921223	0.020966198
Zm00001eb339390	0.136300489	0.095885046	0.093654796	0.113236775	0.101644343
Zm00001eb340140	0.097473822	0.144787986	0.131207541	0.079280226	0.067557896
Zm00001eb340550	0.034331634	0.022718563	0.010911215	0.010476004	0.019431568
Zm00001eb340790	0.043321699	0.010774309	0.023292315	0.02551715	0.02939381
Zm00001eb342580	0	0	0.00240955	0.00472869	0.00367631
Zm00001eb349060	0	0	0	0	0.000664996
Zm00001eb349120	0	0	0	0.000394058	0.000664996
Zm00001eb353030	0.017165817	0.024146333	0.041630358	0.086544514	0.09381506
Zm00001eb353990	0.441216271	0.364303643	0.421178823	0.458729787	0.497501316
Zm00001eb355010	0.367420127	0.329248132	0.381883427	0.340189349	0.347897549
Zm00001eb358700	0	0	0.001606367	0.00157623	0.005227966
Zm00001eb359300	0	0	0.001606367	0.000394058	0.00044333
Zm00001eb361200	0.183302907	0.221428695	0.233182834	0.215982075	0.206542684
Zm00001eb364730	0.110144607	0.127417676	0.121344989	0.117058195	0.10810705
Zm00001eb365420	0.010830425	0.011474594	0.016866849	0.023152805	0.027616155
Zm00001eb366900	0.010830425	0.012671739	0.020882766	0.031361053	0.030259471
Zm00001eb370810	0.269946305	0.302545044	0.262978015	0.241538448	0.217279957
Zm00001eb370850	0.086643398	0.071241853	0.064724495	0.081741159	0.087415768
Zm00001eb372610	0	0.001197145	0.005622283	0.006698978	0.006428292
Zm00001eb376730	0.147130913	0.104671913	0.121296379	0.124314779	0.145663383
Zm00001eb376740	1.68017855	1.549585526	1.507968071	1.432369825	1.399856344
Zm00001eb379120	0.021660849	0.017957181	0.004015916	0.022171513	0.020577561
Zm00001eb379460	0	0.002394291	0.006425466	0.009881708	0.009974935
Zm00001eb381600	0.211299149	0.175416906	0.215831758	0.209267689	0.21110233
Zm00001eb389960	0.119134672	0.13938913	0.13361709	0.129036407	0.128352134
Zm00001eb392530	0.175127155	0.245260137	0.245945896	0.209685596	0.175564587
Zm00001eb395100	0.097473822	0.126193331	0.154834515	0.123340038	0.123016926
Zm00001eb398110	0	0.002394291	0.00240955	0.005353257	0.007536618
Zm00001eb398670	0	0	0	0	0.00044333
Zm00001eb402890	0	0.001197145	0	0	0.000664996
Zm00001eb403500	0.054152123	0.15626258	0.158061643	0.087622394	0.057085298
Zm00001eb403750	0.088483758	0.129811967	0.106172378	0.066336226	0.065395577
Zm00001eb403880	0.043321699	0.016263175	0.029642998	0.030536248	0.036299126
Zm00001eb410950	0	0.002394291	0.0048191	0.002364345	0.006629318
Zm00001eb411700	0.16429673	0.161585582	0.154228202	0.156389317	0.180884552
Zm00001eb412510	0	0	0	0.00157623	0.001108326
Zm00001eb415660	0.254426746	0.336878815	0.343995758	0.342310214	0.328487377
Zm00001eb420440	0.143467827	0.171356169	0.080420929	0.093067136	0.090428422
Zm00001eb428830	0.010830425	0.013168599	0.018943048	0.020327442	0.019933204
Zm00001eb428940	0.032491274	0.118812778	0.08025794	0.05448423	0.036742096
Zm00001eb429870	0.021660849	0.002394291	0.006895298	0.013628465	0.018732879
Zm00001eb431760	0.010830425	0.007182872	0.010108032	0.017405491	0.0309998
Zm00001eb000880	0	0.001197145	0.001606367	0.003382969	0.010899263
Zm00001eb002010	0	0.005985727	0.020882766	0.017799549	0.032254458
Zm00001eb005020	0.010830425	0.005488867	0.004485749	0.005516805	0.007222953
Zm00001eb006160	0	0	0	0.000394058	0.003103313
Zm00001eb006700	0.103809215	0.151360584	0.129737655	0.107488819	0.125404884
Zm00001eb009550	0	0.007883157	0.01069995	0.016357239	0.028615815
Zm00001eb010280	0.114639639	0.140993125	0.17921737	0.163058026	0.165860252
Zm00001eb010770	0	0.001197145	0	0.000394058	0.000221665
Zm00001eb011300	0.086643398	0.122832519	0.159334658	0.13390608	0.159056306
Zm00001eb011370	0.010830425	0.015766315	0.027914545	0.014810637	0.011434593
Zm00001eb011560	0	0.003591436	0.001606367	0.001182173	0.004211639
Zm00001eb012280	0.010830425	0.025140053	0.034809843	0.040164239	0.049009016
Zm00001eb012440	0.010830425	0.012671739	0.012047749	0.037175327	0.039439745
Zm00001eb015120	0	0	0	0	0.000664996
Zm00001eb015150	0.125470064	0.126513966	0.128173429	0.144856074	0.128269504
Zm00001eb015570	0	0.007883157	0.00240955	0.011955646	0.029410476
Zm00001eb019930	0.010830425	0.011474594	0.008835016	0.006698978	0.007093287
Zm00001eb020740	0.054152123	0.07720038	0.073635603	0.069860177	0.085534141
Zm00001eb020850	0.09297879	0.119037658	0.148150481	0.155229069	0.131737203
Zm00001eb023010	0.075812973	0.087595038	0.066876786	0.069428788	0.082543466
Zm00001eb023210	0	0.004788582	0.006425466	0.002758403	0.007887949
Zm00001eb023330	0	0.027737769	0.042644806	0.070254235	0.105768316
Zm00001eb023780	0.097473822	0.141986845	0.188977656	0.160830775	0.152239016
Zm00001eb025650	0	0	0	0	0.002438318
Zm00001eb027860	0	0	0.0048191	0.007717602	0.009347606
Zm00001eb029220	0.09297879	0.169634604	0.231291726	0.199103409	0.180242073
Zm00001eb032780	0.032491274	0.043504084	0.035143195	0.025747659	0.017808551
Zm00001eb034940	0.203123397	0.181971946	0.26286928	0.233696651	0.213499009
Zm00001eb037290	0	0	0.007698482	0.007093035	0.007666284
Zm00001eb038070	0.054152123	0.106643613	0.064242884	0.058715854	0.047763098
Zm00001eb039810	0.110144607	0.180381713	0.186841068	0.253894573	0.288006332
Zm00001eb041610	0	0.016760035	0.023292315	0.008669265	0.005006301
Zm00001eb042020	0.010830425	0.001197145	0.004015916	0.006996447	0.005006301
Zm00001eb048440	0.021660849	0.026337199	0.024490547	0.046045474	0.123192565
Zm00001eb050760	0.125470064	0.145081421	0.141509896	0.150747545	0.154535047
Zm00001eb051900	0.054152123	0.033289447	0.049540104	0.050707204	0.046813364
Zm00001eb053560	0.021660849	0.057169543	0.10182311	0.102767832	0.06449225
Zm00001eb053830	0.07131794	0.101170488	0.091911949	0.080128239	0.071953535
Zm00001eb055620	0.054152123	0.051680677	0.062724388	0.059837487	0.059740947
Zm00001eb055830	0.010830425	0.002394291	0.008835016	0.009918398	0.026712827
Zm00001eb056630	0	0.007182872	0.012850933	0.005516805	0.003546644
Zm00001eb058370	0	0.010277448	0.007698482	0.013301367	0.015683899
Zm00001eb058610	0.010830425	0	0.004015916	0.009063323	0.030481136
