gene_id,recovered_level
Zm00001eb056050,12
Zm00001eb192430,12
Zm00001eb409800,12
Zm00001eb428070,12
Zm00001eb016100,12
Zm00001eb295830,12
Zm00001eb054480,12
Zm00001eb320950,12
Zm00001eb348760,12
Zm00001eb068520,12
Zm00001eb187120,12
Zm00001eb234270,12
Zm00001eb038010,12
Zm00001eb256690,12
Zm00001eb109820,12
Zm00001eb364110,12
Zm00001eb371000,12
Zm00001eb256160,12
Zm00001eb333350,12
Zm00001eb149820,12
Zm00001eb246270,12
Zm00001eb319530,12
Zm00001eb372360,12
Zm00001eb261760,12
Zm00001eb406520,12
Zm00001eb393510,12
Zm00001eb270930,12
Zm00001eb335200,12
Zm00001eb030990,12
Zm00001eb081720,12
Zm00001eb257810,12
Zm00001eb363940,12
Zm00001eb176840,12
Zm00001eb336820,12
Zm00001eb206360,12
Zm00001eb393300,12
Zm00001eb023210,12
Zm00001eb102540,12
Zm00001eb350280,12
Zm00001eb296640,12
Zm00001eb330490,12
Zm00001eb379340,12
Zm00001eb274210,12
Zm00001eb293840,12
Zm00001eb175540,12
Zm00001eb129860,12
Zm00001eb215560,12
Zm00001eb099980,12
Zm00001eb009170,12
Zm00001eb122050,12
Zm00001eb107910,12
Zm00001eb344600,12
Zm00001eb009140,12
Zm00001eb317890,12
Zm00001eb063390,12
Zm00001eb151260,12
Zm00001eb156040,12
Zm00001eb029220,12
Zm00001eb374760,12
Zm00001eb433460,12
Zm00001eb010280,12
Zm00001eb349820,12
Zm00001eb193180,12
Zm00001eb023780,12
Zm00001eb344160,12
Zm00001eb285760,12
Zm00001eb136720,12
Zm00001eb020850,12
Zm00001eb028820,12
Zm00001eb063930,12
Zm00001eb136130,12
Zm00001eb063940,12
Zm00001eb313510,12
Zm00001eb011300,12
Zm00001eb171140,12
Zm00001eb051480,12
Zm00001eb278680,12
Zm00001eb051310,12
Zm00001eb288970,12
Zm00001eb185160,12
Zm00001eb314630,12
Zm00001eb174220,12
Zm00001eb348560,12
Zm00001eb150010,12
Zm00001eb070890,12
Zm00001eb293010,12
Zm00001eb011560,12
Zm00001eb037440,12
Zm00001eb356430,12
Zm00001eb175500,13
Zm00001eb103370,13
Zm00001eb268690,13
Zm00001eb121610,13
Zm00001eb294830,13
Zm00001eb168040,13
Zm00001eb312120,13
Zm00001eb416800,13
Zm00001eb082700,13
Zm00001eb003470,13
Zm00001eb288360,13
