TF gene ID,level in GCN
Zm00001eb023780,13
Zm00001eb028820,13
Zm00001eb029220,13
Zm00001eb030990,13
Zm00001eb037440,13
Zm00001eb038010,13
Zm00001eb051310,13
Zm00001eb051480,13
Zm00001eb054480,13
Zm00001eb056050,13
Zm00001eb063390,13
Zm00001eb063930,13
Zm00001eb063940,13
Zm00001eb068520,13
Zm00001eb070890,13
Zm00001eb081720,13
Zm00001eb099980,13
Zm00001eb100800,13
Zm00001eb102540,13
Zm00001eb107910,13
Zm00001eb109820,13
Zm00001eb122050,13
Zm00001eb129860,13
Zm00001eb136130,13
Zm00001eb136720,13
Zm00001eb149820,13
Zm00001eb150010,13
Zm00001eb151260,13
Zm00001eb153330,13
Zm00001eb156040,13
Zm00001eb160100,13
Zm00001eb171140,13
Zm00001eb174220,13
Zm00001eb175540,13
Zm00001eb176840,13
Zm00001eb185160,13
Zm00001eb187120,13
Zm00001eb192430,13
Zm00001eb193180,13
Zm00001eb206360,13
Zm00001eb215560,13
Zm00001eb234270,13
Zm00001eb246270,13
Zm00001eb256160,13
Zm00001eb256690,13
Zm00001eb257810,13
Zm00001eb261760,13
Zm00001eb270930,13
Zm00001eb274210,13
Zm00001eb278680,13
Zm00001eb285760,13
Zm00001eb288080,13
Zm00001eb288970,13
Zm00001eb293010,13
Zm00001eb293840,13
Zm00001eb294560,13
Zm00001eb295830,13
Zm00001eb296340,13
Zm00001eb296640,13
Zm00001eb313510,13
Zm00001eb314630,13
Zm00001eb317890,13
Zm00001eb319530,13
Zm00001eb320950,13
Zm00001eb330490,13
Zm00001eb333350,13
Zm00001eb333460,13
Zm00001eb335200,13
Zm00001eb335680,13
Zm00001eb336820,13
Zm00001eb344160,13
Zm00001eb344600,13
Zm00001eb348560,13
Zm00001eb348760,13
Zm00001eb349820,13
Zm00001eb350280,13
Zm00001eb356430,13
Zm00001eb363940,13
Zm00001eb364110,13
Zm00001eb371000,13
Zm00001eb372360,13
Zm00001eb374760,13
Zm00001eb379340,13
Zm00001eb393300,13
Zm00001eb393510,13
Zm00001eb406520,13
Zm00001eb409800,13
Zm00001eb428070,13
Zm00001eb433460,13
Zm00001eb003470,14
Zm00001eb082700,14
Zm00001eb103370,14
Zm00001eb121610,14
Zm00001eb175500,14
Zm00001eb268690,14
Zm00001eb288360,14
Zm00001eb294830,14
Zm00001eb312120,14
Zm00001eb168040,14
Zm00001eb416800,14
