"gene_id","cell_type","marker_rank","source_cell_type","input_order","rank_value","n_markers"
"Zm00001eb374880","Pavement_cell_N",51,"Pavement_cell-N",3628,51,53
"Zm00001eb164560","Pavement_cell_N",52,"Pavement_cell-N",3629,52,53
"Zm00001eb165310","Pavement_cell_N",53,"Pavement_cell-N",3630,53,53
"Zm00001eb413270","S_phase",1,"S_phase",3631,1,68
"Zm00001eb077960","S_phase",2,"S_phase",3632,2,68
"Zm00001eb083310","S_phase",3,"S_phase",3633,3,68
"Zm00001eb343680","S_phase",4,"S_phase",3634,4,68
"Zm00001eb351220","S_phase",5,"S_phase",3635,5,68
"Zm00001eb365740","S_phase",6,"S_phase",3636,6,68
"Zm00001eb210220","S_phase",7,"S_phase",3637,7,68
"Zm00001eb218020","S_phase",8,"S_phase",3638,8,68
"Zm00001eb226840","S_phase",9,"S_phase",3639,9,68
"Zm00001eb232030","S_phase",10,"S_phase",3640,10,68
"Zm00001eb236340","S_phase",11,"S_phase",3641,11,68
"Zm00001eb179440","S_phase",12,"S_phase",3642,12,68
"Zm00001eb049830","S_phase",13,"S_phase",3643,13,68
"Zm00001eb356240","S_phase",14,"S_phase",3644,14,68
"Zm00001eb032200","S_phase",15,"S_phase",3645,15,68
"Zm00001eb127650","S_phase",16,"S_phase",3646,16,68
"Zm00001eb267610","S_phase",17,"S_phase",3647,17,68
"Zm00001eb309380","S_phase",18,"S_phase",3648,18,68
"Zm00001eb313020","S_phase",19,"S_phase",3649,19,68
"Zm00001eb422060","S_phase",20,"S_phase",3650,20,68
"Zm00001eb428370","S_phase",21,"S_phase",3651,21,68
"Zm00001eb431010","S_phase",22,"S_phase",3652,22,68
"Zm00001eb008630","S_phase",23,"S_phase",3653,23,68
"Zm00001eb036300","S_phase",24,"S_phase",3654,24,68
"Zm00001eb038030","S_phase",25,"S_phase",3655,25,68
"Zm00001eb341650","S_phase",26,"S_phase",3656,26,68
"Zm00001eb131790","S_phase",27,"S_phase",3657,27,68
"Zm00001eb297550","S_phase",28,"S_phase",3658,28,68
"Zm00001eb046010","S_phase",29,"S_phase",3659,29,68
"Zm00001eb048680","S_phase",30,"S_phase",3660,30,68
"Zm00001eb055960","S_phase",31,"S_phase",3661,31,68
"Zm00001eb061990","S_phase",32,"S_phase",3662,32,68
"Zm00001eb260980","S_phase",33,"S_phase",3663,33,68
"Zm00001eb125730","S_phase",34,"S_phase",3664,34,68
"Zm00001eb144810","S_phase",35,"S_phase",3665,35,68
"Zm00001eb372060","S_phase",36,"S_phase",3666,36,68
"Zm00001eb374630","S_phase",37,"S_phase",3667,37,68
"Zm00001eb388520","S_phase",38,"S_phase",3668,38,68
"Zm00001eb403040","S_phase",39,"S_phase",3669,39,68
"Zm00001eb173650","S_phase",40,"S_phase",3670,40,68
"Zm00001eb186310","S_phase",41,"S_phase",3671,41,68
"Zm00001eb187750","S_phase",42,"S_phase",3672,42,68
"Zm00001eb200430","S_phase",43,"S_phase",3673,43,68
"Zm00001eb201060","S_phase",44,"S_phase",3674,44,68
"Zm00001eb431780","S_phase",45,"S_phase",3675,45,68
"Zm00001eb168520","S_phase",46,"S_phase",3676,46,68
"Zm00001eb373160","S_phase",47,"S_phase",3677,47,68
"Zm00001eb135450","S_phase",48,"S_phase",3678,48,68
"Zm00001eb201150","S_phase",49,"S_phase",3679,49,68
"Zm00001eb350580","S_phase",50,"S_phase",3680,50,68
"Zm00001eb428570","S_phase",51,"S_phase",3681,51,68
"Zm00001eb197480","S_phase",52,"S_phase",3682,52,68
"Zm00001eb051910","S_phase",53,"S_phase",3683,53,68
"Zm00001eb215870","S_phase",54,"S_phase",3684,54,68
"Zm00001eb229420","S_phase",55,"S_phase",3685,55,68
"Zm00001eb068440","S_phase",56,"S_phase",3686,56,68
"Zm00001eb193180","S_phase",57,"S_phase",3687,57,68
"Zm00001eb112590","S_phase",58,"S_phase",3688,58,68
"Zm00001eb003930","S_phase",59,"S_phase",3689,59,68
"Zm00001eb052070","S_phase",60,"S_phase",3690,60,68
"Zm00001eb420850","S_phase",61,"S_phase",3691,61,68
"Zm00001eb062920","S_phase",62,"S_phase",3692,62,68
"Zm00001eb019460","S_phase",63,"S_phase",3693,63,68
"Zm00001eb143390","S_phase",64,"S_phase",3694,64,68
"Zm00001eb353330","S_phase",65,"S_phase",3695,65,68
"Zm00001eb295910","S_phase",66,"S_phase",3696,66,68
"Zm00001eb176120","S_phase",67,"S_phase",3697,67,68
"Zm00001eb056300","S_phase",68,"S_phase",3698,68,68
"Zm00001eb091980","Shoot_apical_meristem",1,"Shoot_apical_meristem",3699,1,59
"Zm00001eb108020","Shoot_apical_meristem",2,"Shoot_apical_meristem",3700,2,59
