"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","supergroup"
3.93928832431538e-204,4.97785915935019,0.741,0.044,9.07927172988208e-200,"31","Zm00001eb137380","sample_vari"
3.00249979521639e-98,4.85285920434047,0.284,0.013,6.92016152801474e-94,"31","Zm00001eb298580","sample_vari"
3.79610907489249e-95,4.84805126162495,0.259,0.011,8.7492721958122e-91,"31","Zm00001eb153660","sample_vari"
7.69744547322784e-167,4.54341296815658,0.79,0.063,1.77410723266955e-162,"31","Zm00001eb332570","sample_vari"
2.16396876768332e-144,4.21015930896699,0.556,0.033,4.98751521575653e-140,"31","Zm00001eb088150","sample_vari"
2.65087430172549e-51,4.12215953088919,0.815,0.264,6.10973509061692e-47,"31","Zm00001eb208760","sample_vari"
9.88857094701468e-133,4.11096449187159,0.741,0.067,2.27911783186794e-128,"31","Zm00001eb104470","sample_vari"
6.91248118888761e-133,4.01458159504329,0.765,0.071,1.59318866441482e-128,"31","Zm00001eb285960","sample_vari"
0,10.3312378081322,0.683,0.001,0,"32","Zm00001eb013810","sample_vari"
0,9.83594073693788,0.667,0.002,0,"32","Zm00001eb123800","sample_vari"
0,9.77181039951817,0.524,0.001,0,"32","Zm00001eb026630","sample_vari"
0,9.50502385882327,0.603,0.001,0,"32","Zm00001eb372230","sample_vari"
0,9.23294431338647,0.524,0.001,0,"32","Zm00001eb150540","sample_vari"
0,9.0849682847778,0.873,0.004,0,"32","Zm00001eb254540","sample_vari"
0,8.87360663280967,0.889,0.005,0,"32","Zm00001eb332160","sample_vari"
0,8.72741628015971,0.556,0.002,0,"32","Zm00001eb028760","sample_vari"
0,8.64285198490124,0.794,0.004,0,"32","Zm00001eb290330","sample_vari"
0,8.63430687576823,0.825,0.004,0,"32","Zm00001eb249210","sample_vari"
4.70120089775712e-177,2.62744646943498,0.3,0.066,1.08353278291506e-172,"4","Zm00001eb161390","co_epi_ab"
2.08637071327261e-309,2.50434894722816,0.574,0.149,4.80866721995072e-305,"4","Zm00001eb036850","co_epi_ab"
8.26700240732878e-108,2.34986164069808,0.259,0.074,1.90537871484114e-103,"4","Zm00001eb228500","co_epi_ab"
0,2.28721965211995,0.918,0.399,0,"4","Zm00001eb200050","co_epi_ab"
9.97123286436804e-320,2.28538728019236,0.691,0.22,2.29816975057955e-315,"4","Zm00001eb067380","co_epi_ab"
0,2.26290415056197,0.779,0.243,0,"4","Zm00001eb213560","co_epi_ab"
3.00172251616864e-178,2.22879212199624,0.332,0.079,6.91837005526548e-174,"4","Zm00001eb040350","co_epi_ab"
8.74201351026011e-196,2.20928283374537,0.555,0.201,2.01485927384475e-191,"4","Zm00001eb079730","co_epi_ab"
0,2.2091901807261,0.843,0.266,0,"4","Zm00001eb419530","co_epi_ab"
6.98902342048294e-184,2.20322311727549,0.432,0.129,1.61083011795291e-179,"4","Zm00001eb405160","co_epi_ab"
0,4.12989867431196,0.271,0.02,0,"5","Zm00001eb032920","SAM_P4"
2.1476850005617e-198,3.81049509127379,0.325,0.072,4.9499843892946e-194,"5","Zm00001eb048540","SAM_P4"
0,3.78471090953308,0.278,0.022,0,"5","Zm00001eb144140","SAM_P4"
0,3.7037697997367,0.564,0.07,0,"5","Zm00001eb005740","SAM_P4"
0,3.48465343306163,0.402,0.049,0,"5","Zm00001eb217540","SAM_P4"
0,3.16375905877592,0.595,0.098,0,"5","Zm00001eb217780","SAM_P4"
0,3.14676441611478,0.541,0.084,0,"5","Zm00001eb331880","SAM_P4"
0,3.13801308628317,0.782,0.165,0,"5","Zm00001eb010460","SAM_P4"
0,3.10649041260903,0.402,0.055,0,"5","Zm00001eb071990","SAM_P4"
3.95252516672997e-323,3.09029455225302,0.317,0.042,9.10978000427924e-319,"5","Zm00001eb071850","SAM_P4"
1.67996962083939e-310,2.69753953264334,0.708,0.254,3.87199398211062e-306,"6","Zm00001eb023070","co_meso_core"
2.52246340771305e-171,1.9675554486403,0.438,0.131,5.81377366209705e-167,"6","Zm00001eb025690","co_meso_core"
0,1.77233211746305,1,0.895,0,"6","Zm00001eb265900","co_meso_core"
4.67208392961935e-98,1.76344638417541,0.314,0.104,1.07682190409867e-93,"6","Zm00001eb185300","co_meso_core"
2.89870509924252e-256,1.72691164874425,0.778,0.316,6.68093551273416e-252,"6","Zm00001eb163830","co_meso_core"
4.03250514926634e-106,1.69986367062862,0.362,0.126,9.29411786802907e-102,"6","Zm00001eb391730","co_meso_core"
1.2367082056147e-90,1.61094270783196,0.31,0.105,2.85036507230075e-86,"6","Zm00001eb039920","co_meso_core"
1.25492901766601e-137,1.58891281239138,0.513,0.201,2.89236039991663e-133,"6","Zm00001eb292010","co_meso_core"
2.78074645722145e-96,1.58589066262866,0.384,0.149,6.40906443460401e-92,"6","Zm00001eb399100","co_meso_core"
1.87925649440144e-113,1.55731969114317,0.429,0.161,4.33131036829645e-109,"6","Zm00001eb087230","co_meso_core"
1.45868861788599e-135,1.29646351511871,0.699,0.352,3.36198552650363e-131,"7","Zm00001eb039010","co_meso_core"
1.67825974293883e-181,1.21988039474997,0.852,0.475,3.86805305552542e-177,"7","Zm00001eb300360","co_meso_core"
2.73023349133582e-234,1.16406868410067,0.998,0.733,6.2926421508308e-230,"7","Zm00001eb404790","co_meso_core"
5.34172108091736e-67,1.14999110734548,0.464,0.236,1.23115987472983e-62,"7","Zm00001eb369710","co_meso_core"
4.07392941374689e-08,1.1002442531955,0.25,0.188,0.000938959251280382,"7","Zm00001eb335210","co_meso_core"
2.31968325604239e-110,1.0634945783907,0.716,0.387,5.34640596852649e-106,"7","Zm00001eb314570","co_meso_core"
4.80159503401926e-48,1.04702618011687,0.355,0.173,1.10667162344076e-43,"7","Zm00001eb404760","co_meso_core"
6.21150482598847e-132,1.03747038228877,0.881,0.636,1.43162763229382e-127,"7","Zm00001eb013430","co_meso_core"
2.19841133047025e-30,1.03304139554798,0.257,0.132,5.06689843446783e-26,"7","Zm00001eb299050","co_meso_core"
8.49869921602948e-118,1.031718430771,0.776,0.439,1.95878019531048e-113,"7","Zm00001eb192470","co_meso_core"
0,2.72537637740462,0.547,0.103,0,"8","Zm00001eb001630","leaf_meso"
0,2.61890573480082,0.761,0.217,0,"8","Zm00001eb113170","leaf_meso"
1.58038591658729e-172,2.52368099294563,0.285,0.052,3.64247346055038e-168,"8","Zm00001eb364920","leaf_meso"
5.84560622817961e-256,2.51470352212741,0.528,0.129,1.34729532347084e-251,"8","Zm00001eb292690","leaf_meso"
2.34630230775612e-152,2.49788209223339,0.269,0.052,5.40775755891632e-148,"8","Zm00001eb321030","leaf_meso"
6.36661976547703e-204,2.47967025758221,0.394,0.085,1.46737852354715e-199,"8","Zm00001eb090850","leaf_meso"
4.20175734378714e-154,2.41153206946603,0.278,0.054,9.6842103259606e-150,"8","Zm00001eb286720","leaf_meso"
8.5130136190189e-136,2.25445967009578,0.271,0.057,1.96207937891148e-131,"8","Zm00001eb366880","leaf_meso"
7.72063195660485e-245,2.2054259288626,0.533,0.131,1.77945125335829e-240,"8","Zm00001eb036480","leaf_meso"
3.0888029405263e-117,2.11583928043724,0.27,0.064,7.11907301732501e-113,"8","Zm00001eb143570","leaf_meso"
1.5506142630114e-17,1.17624802717308,0.253,0.154,3.57385575338867e-13,"9","Zm00001eb262690","co_meso_core"
1.54897996480217e-122,1.09207906557239,0.843,0.547,3.57008902287603e-118,"9","Zm00001eb356910","co_meso_core"
4.93976353883663e-143,1.04558205110034,0.888,0.505,1.13851670043107e-138,"9","Zm00001eb001950","co_meso_core"
7.80172806568011e-64,0.973408000610312,0.564,0.297,1.79814228457795e-59,"9","Zm00001eb318610","co_meso_core"
3.5982100498132e-145,0.969505327045188,0.992,0.707,8.29315452280946e-141,"9","Zm00001eb116010","co_meso_core"
4.7332076224757e-154,0.966630735151319,0.961,0.629,1.0909096928282e-149,"9","Zm00001eb197410","co_meso_core"
3.47200790002636e-30,0.959645880295025,0.319,0.17,8.00228380798075e-26,"9","Zm00001eb011940","co_meso_core"
3.31603726574099e-29,0.953336607847214,0.361,0.209,7.64280269007983e-25,"9","Zm00001eb061490","co_meso_core"
1.53727060327111e-143,0.939903692403787,0.959,0.679,3.54310128641925e-139,"9","Zm00001eb280560","co_meso_core"
8.72445323004133e-176,0.936637728267693,0.999,0.802,2.01081198045993e-171,"9","Zm00001eb151750","co_meso_core"
