"gene","total_umi","detected_spots","pass_minimum_100_reads"
"Zm00001eb117460",15018,8982,TRUE
"Zm00001eb094230",3,2,FALSE
"Zm00001eb105050",0,0,FALSE
"Zm00001eb074180",14,14,FALSE
"Zm00001eb070180",11065,7135,TRUE
"Zm00001eb084620",53,53,FALSE
"Zm00001eb113390",0,0,FALSE
"Zm00001eb095840",1398,1309,TRUE
"Zm00001eb109020",1842,1606,TRUE
"Zm00001eb068670",2558,2290,TRUE
"Zm00001eb091760",0,0,FALSE
"Zm00001eb091310",0,0,FALSE
"Zm00001eb077570",130,121,TRUE
"Zm00001eb085560",5459,4205,TRUE
"Zm00001eb099650",27,27,FALSE
"Zm00001eb111180",20013,10703,TRUE
"Zm00001eb100110",3000,2590,TRUE
"Zm00001eb095500",7058,5509,TRUE
"Zm00001eb094860",580,553,TRUE
"Zm00001eb069510",0,0,FALSE
"Zm00001eb110760",1896,1699,TRUE
"Zm00001eb112050",60,57,FALSE
"Zm00001eb107980",8786,6569,TRUE
"Zm00001eb109150",105,102,TRUE
"Zm00001eb091160",2,2,FALSE
"Zm00001eb100650",345,332,TRUE
"Zm00001eb088830",12710,8132,TRUE
"Zm00001eb110560",16770,9900,TRUE
"Zm00001eb081630",2007,1847,TRUE
"Zm00001eb095330",24168,11559,TRUE
"Zm00001eb103530",0,0,FALSE
"Zm00001eb105110",621,568,TRUE
"Zm00001eb076560",27214,12563,TRUE
"Zm00001eb086190",0,0,FALSE
"Zm00001eb112450",1,1,FALSE
"Zm00001eb096890",9803,6950,TRUE
"Zm00001eb093890",1791,1603,TRUE
"Zm00001eb076530",6283,4700,TRUE
"Zm00001eb111270",2,2,FALSE
"Zm00001eb073290",337,272,TRUE
"Zm00001eb069420",32228,13365,TRUE
"Zm00001eb083920",0,0,FALSE
"Zm00001eb098470",14,14,FALSE
"Zm00001eb114570",0,0,FALSE
"Zm00001eb074360",94,89,FALSE
"Zm00001eb076700",15989,9489,TRUE
"Zm00001eb068950",0,0,FALSE
"Zm00001eb070630",1721,1457,TRUE
"Zm00001eb115070",0,0,FALSE
"Zm00001eb095320",7,7,FALSE
"Zm00001eb118230",22,22,FALSE
"Zm00001eb092850",7580,5078,TRUE
"Zm00001eb072690",213,205,TRUE
"Zm00001eb077250",3454,3001,TRUE
"Zm00001eb077860",16295,9700,TRUE
"Zm00001eb094790",0,0,FALSE
"Zm00001eb068910",18261,10283,TRUE
"Zm00001eb082320",6658,5075,TRUE
"Zm00001eb081460",3177,2789,TRUE
"Zm00001eb089580",11830,7743,TRUE
"Zm00001eb107660",17214,10102,TRUE
"Zm00001eb069930",0,0,FALSE
"Zm00001eb078050",15,15,FALSE
"Zm00001eb110240",106,105,TRUE
"Zm00001eb117240",15,15,FALSE
"Zm00001eb114330",252,245,TRUE
"Zm00001eb066580",2372,2157,TRUE
"Zm00001eb072070",0,0,FALSE
"Zm00001eb109770",3459,2985,TRUE
"Zm00001eb111980",1149,1069,TRUE
"Zm00001eb109860",30,29,FALSE
"Zm00001eb108880",0,0,FALSE
"Zm00001eb102940",5,5,FALSE
"Zm00001eb108690",7613,5422,TRUE
"Zm00001eb105820",75,71,FALSE
"Zm00001eb097910",0,0,FALSE
"Zm00001eb104970",1841,1695,TRUE
"Zm00001eb078780",3797,3197,TRUE
"Zm00001eb074690",143,139,TRUE
"Zm00001eb086120",1,1,FALSE
"Zm00001eb082810",142,130,TRUE
"Zm00001eb102670",0,0,FALSE
"Zm00001eb111750",36,36,FALSE
"Zm00001eb115520",0,0,FALSE
"Zm00001eb117700",255,252,TRUE
"Zm00001eb108270",131,131,TRUE
"Zm00001eb078900",9407,6637,TRUE
"Zm00001eb075140",4385,3608,TRUE
"Zm00001eb108240",220,209,TRUE
"Zm00001eb100480",42,42,FALSE
"Zm00001eb115800",15109,9451,TRUE
"Zm00001eb086010",8,8,FALSE
"Zm00001eb068270",48141,14748,TRUE
"Zm00001eb101600",0,0,FALSE
"Zm00001eb112590",23385,11161,TRUE
"Zm00001eb106170",0,0,FALSE
"Zm00001eb068540",5528,4370,TRUE
"Zm00001eb079640",1425,1322,TRUE
"Zm00001eb070940",4457,3726,TRUE
"Zm00001eb069080",910,854,TRUE
"Zm00001eb106640",8458,6178,TRUE
"Zm00001eb079540",20985,10968,TRUE
"Zm00001eb092980",6,6,FALSE
"Zm00001eb103190",3762,3186,TRUE
"Zm00001eb094340",7528,5630,TRUE
"Zm00001eb082670",125994,18894,TRUE
"Zm00001eb083080",1,1,FALSE
"Zm00001eb117140",58020,16585,TRUE
"Zm00001eb076500",346,341,TRUE
"Zm00001eb081170",5,5,FALSE
"Zm00001eb066930",0,0,FALSE
"Zm00001eb108890",3249,2783,TRUE
"Zm00001eb066300",0,0,FALSE
"Zm00001eb070480",10764,7396,TRUE
"Zm00001eb071360",8862,6499,TRUE
"Zm00001eb072580",707,672,TRUE
"Zm00001eb072750",3405,2900,TRUE
"Zm00001eb081390",88,84,FALSE
"Zm00001eb095940",63,63,FALSE
"Zm00001eb116650",3198,2427,TRUE
"Zm00001eb110720",5442,4374,TRUE
"Zm00001eb091000",2199,1983,TRUE
"Zm00001eb088010",0,0,FALSE
"Zm00001eb111620",101,97,TRUE
"Zm00001eb083400",183099,18493,TRUE
"Zm00001eb081980",12,12,FALSE
"Zm00001eb115750",6858,4474,TRUE
"Zm00001eb107830",0,0,FALSE
"Zm00001eb110690",2,1,FALSE
"Zm00001eb116730",1339,1257,TRUE
"Zm00001eb090520",13,13,FALSE
"Zm00001eb114580",19,19,FALSE
"Zm00001eb075000",7,7,FALSE
"Zm00001eb075170",2234,1790,TRUE
"Zm00001eb073990",761,723,TRUE
"Zm00001eb074140",1465,1339,TRUE
"Zm00001eb092940",0,0,FALSE
"Zm00001eb112380",8678,6285,TRUE
"Zm00001eb093110",504,479,TRUE
"Zm00001eb094940",17207,10233,TRUE
"Zm00001eb097330",2788,2465,TRUE
"Zm00001eb067420",11,11,FALSE
"Zm00001eb110000",19241,10734,TRUE
"Zm00001eb111780",119,116,TRUE
"Zm00001eb083280",0,0,FALSE
"Zm00001eb086760",66,66,FALSE
"Zm00001eb116530",2436,2185,TRUE
"Zm00001eb106190",0,0,FALSE
"Zm00001eb069550",224,208,TRUE
"Zm00001eb074470",0,0,FALSE
"Zm00001eb087050",45326,14020,TRUE
"Zm00001eb093480",2,2,FALSE
"Zm00001eb085450",0,0,FALSE
"Zm00001eb084970",6797,5181,TRUE
"Zm00001eb103650",2,2,FALSE
"Zm00001eb108500",8,8,FALSE
"Zm00001eb106440",4609,3764,TRUE
"Zm00001eb099410",22,22,FALSE
"Zm00001eb099290",6,6,FALSE
"Zm00001eb114080",831,790,TRUE
"Zm00001eb073470",197,193,TRUE
"Zm00001eb110020",4408,3624,TRUE
"Zm00001eb068400",84545,16644,TRUE
"Zm00001eb068290",7324,5435,TRUE
"Zm00001eb070800",10,10,FALSE
"Zm00001eb093710",202,194,TRUE
"Zm00001eb117810",846,776,TRUE
"Zm00001eb097840",0,0,FALSE
"Zm00001eb066310",539,509,TRUE
"Zm00001eb080770",3249,2764,TRUE
"Zm00001eb098880",335,321,TRUE
"Zm00001eb111720",71981,17032,TRUE
"Zm00001eb089910",0,0,FALSE
"Zm00001eb102140",2104,1912,TRUE
"Zm00001eb104610",39246,14659,TRUE
"Zm00001eb079840",7,7,FALSE
"Zm00001eb088850",43,42,FALSE
"Zm00001eb094050",3813,3200,TRUE
"Zm00001eb072900",1486,1369,TRUE
"Zm00001eb117960",15,14,FALSE
"Zm00001eb107580",11,11,FALSE
"Zm00001eb095760",0,0,FALSE
"Zm00001eb084260",11251,5964,TRUE
"Zm00001eb101330",3467,2960,TRUE
"Zm00001eb082110",1,1,FALSE
"Zm00001eb109280",1,1,FALSE
"Zm00001eb065770",31212,13218,TRUE
"Zm00001eb076930",12342,8130,TRUE
"Zm00001eb116240",19983,10511,TRUE
"Zm00001eb073330",3396,2911,TRUE
"Zm00001eb080560",2341,1975,TRUE
"Zm00001eb092220",962,722,TRUE
"Zm00001eb114240",17592,9470,TRUE
"Zm00001eb101170",657,590,TRUE
"Zm00001eb076420",789,749,TRUE
"Zm00001eb113630",55,55,FALSE
"Zm00001eb072180",295,278,TRUE
"Zm00001eb105180",2,2,FALSE
"Zm00001eb104900",11669,7412,TRUE
"Zm00001eb086460",25,25,FALSE
"Zm00001eb071970",235,224,TRUE
"Zm00001eb118430",5,5,FALSE
"Zm00001eb082460",0,0,FALSE
"Zm00001eb069910",0,0,FALSE
"Zm00001eb091370",18,16,FALSE
"Zm00001eb085640",863,718,TRUE
"Zm00001eb084880",0,0,FALSE
"Zm00001eb115360",0,0,FALSE
"Zm00001eb084370",1730,1538,TRUE
"Zm00001eb081640",4094,3278,TRUE
"Zm00001eb069740",0,0,FALSE
"Zm00001eb093690",0,0,FALSE
"Zm00001eb080110",1075,885,TRUE
"Zm00001eb117730",0,0,FALSE
"Zm00001eb079700",151,151,TRUE
"Zm00001eb112180",1773,1223,TRUE
"Zm00001eb077980",5683,4478,TRUE
"Zm00001eb074080",5503,4237,TRUE
"Zm00001eb072080",482,473,TRUE
"Zm00001eb065950",13898,8671,TRUE
"Zm00001eb107180",16761,9687,TRUE
"Zm00001eb089390",13059,8521,TRUE
"Zm00001eb092010",0,0,FALSE
"Zm00001eb109670",486,464,TRUE
"Zm00001eb118320",289,250,TRUE
"Zm00001eb098430",4006,3258,TRUE
"Zm00001eb074710",3185,2799,TRUE
"Zm00001eb083390",165,141,TRUE
"Zm00001eb088740",4136,3565,TRUE
"Zm00001eb110740",152,134,TRUE
"Zm00001eb093910",1,1,FALSE
"Zm00001eb083370",9403,6929,TRUE
"Zm00001eb071060",752,592,TRUE
"Zm00001eb077400",8270,5912,TRUE
"Zm00001eb075040",133,129,TRUE
"Zm00001eb108850",1375,1231,TRUE
"Zm00001eb071870",446,305,TRUE
"Zm00001eb110480",0,0,FALSE
"Zm00001eb084070",176,172,TRUE
"Zm00001eb115530",0,0,FALSE
"Zm00001eb108110",3,3,FALSE
"Zm00001eb109620",73505,17598,TRUE
"Zm00001eb114840",26,26,FALSE
"Zm00001eb104420",6727,5212,TRUE
"Zm00001eb066490",17,17,FALSE
"Zm00001eb073940",0,0,FALSE
"Zm00001eb084330",1,1,FALSE
"Zm00001eb098770",93631,18471,TRUE
"Zm00001eb077310",18,18,FALSE
"Zm00001eb069840",93,93,FALSE
"Zm00001eb066180",7440,5723,TRUE
"Zm00001eb073840",1,1,FALSE
"Zm00001eb116460",5083,4220,TRUE
"Zm00001eb089410",9811,6926,TRUE
"Zm00001eb105990",0,0,FALSE
"Zm00001eb090690",0,0,FALSE
"Zm00001eb088650",0,0,FALSE
"Zm00001eb078110",4112,3245,TRUE
"Zm00001eb085860",17945,10396,TRUE
"Zm00001eb077510",0,0,FALSE
"Zm00001eb117190",8995,6512,TRUE
"Zm00001eb102100",2,2,FALSE
"Zm00001eb070760",2053,1816,TRUE
"Zm00001eb076260",3514,2191,TRUE
"Zm00001eb104930",495,426,TRUE
"Zm00001eb094390",19921,10164,TRUE
"Zm00001eb070690",0,0,FALSE
"Zm00001eb101350",314,264,TRUE
"Zm00001eb107140",7,7,FALSE
"Zm00001eb115230",17553,10430,TRUE
"Zm00001eb074230",0,0,FALSE
"Zm00001eb079370",2,2,FALSE
"Zm00001eb106040",20628,10630,TRUE
"Zm00001eb093650",156,141,TRUE
"Zm00001eb067130",30183,13361,TRUE
"Zm00001eb096400",239,229,TRUE
"Zm00001eb103360",0,0,FALSE
"Zm00001eb117530",3551,3100,TRUE
"Zm00001eb117870",7984,5589,TRUE
"Zm00001eb114180",0,0,FALSE
"Zm00001eb094570",2,2,FALSE
"Zm00001eb068440",17810,9370,TRUE
"Zm00001eb078060",6070,4516,TRUE
"Zm00001eb113240",34521,14155,TRUE
"Zm00001eb084300",5900,4614,TRUE
"Zm00001eb073150",3196,2694,TRUE
"Zm00001eb107110",33401,13643,TRUE
"Zm00001eb071340",12,12,FALSE
"Zm00001eb088060",0,0,FALSE
"Zm00001eb084470",6,6,FALSE
"Zm00001eb071210",50821,15903,TRUE
"Zm00001eb077890",420,353,TRUE
"Zm00001eb107770",2,2,FALSE
"Zm00001eb115840",5909,2384,TRUE
"Zm00001eb072610",0,0,FALSE
"Zm00001eb101110",0,0,FALSE
"Zm00001eb096540",6,6,FALSE
"Zm00001eb096580",3247,2778,TRUE
"Zm00001eb080360",0,0,FALSE
"Zm00001eb077610",2493,1310,TRUE
"Zm00001eb080620",11,11,FALSE
"Zm00001eb105160",1,1,FALSE
"Zm00001eb093160",24077,11421,TRUE
"Zm00001eb116200",1,1,FALSE
"Zm00001eb114980",119,117,TRUE
"Zm00001eb075750",2,2,FALSE
"Zm00001eb117320",50,50,FALSE
"Zm00001eb098510",319880,19681,TRUE
"Zm00001eb100050",17,17,FALSE
"Zm00001eb104440",0,0,FALSE
"Zm00001eb070390",7129,5329,TRUE
"Zm00001eb092650",0,0,FALSE
"Zm00001eb108050",0,0,FALSE
"Zm00001eb089770",232,230,TRUE
"Zm00001eb073660",32930,13000,TRUE
"Zm00001eb067540",0,0,FALSE
"Zm00001eb076370",0,0,FALSE
"Zm00001eb078420",0,0,FALSE
"Zm00001eb104020",0,0,FALSE
"Zm00001eb069590",0,0,FALSE
"Zm00001eb094960",26055,11954,TRUE
"Zm00001eb108790",53,50,FALSE
"Zm00001eb072390",2441,2097,TRUE
"Zm00001eb085590",32,32,FALSE
"Zm00001eb084960",0,0,FALSE
"Zm00001eb083380",221221,18973,TRUE
"Zm00001eb106500",8351,6138,TRUE
"Zm00001eb068750",568,553,TRUE
"Zm00001eb113830",0,0,FALSE
"Zm00001eb096800",0,0,FALSE
"Zm00001eb099980",3822,3281,TRUE
"Zm00001eb109080",0,0,FALSE
"Zm00001eb066380",48,48,FALSE
"Zm00001eb092460",0,0,FALSE
"Zm00001eb072790",6771,5369,TRUE
"Zm00001eb069580",8546,5780,TRUE
"Zm00001eb071580",7729,5719,TRUE
"Zm00001eb069470",0,0,FALSE
"Zm00001eb111440",2377,2045,TRUE
"Zm00001eb069110",12323,7618,TRUE
"Zm00001eb070900",7911,5810,TRUE
"Zm00001eb106160",12041,6705,TRUE
"Zm00001eb092690",2343,2123,TRUE
"Zm00001eb100400",0,0,FALSE
"Zm00001eb107930",4619,3847,TRUE
"Zm00001eb067720",8976,6452,TRUE
"Zm00001eb069280",91529,17734,TRUE
"Zm00001eb078650",3451,3001,TRUE
"Zm00001eb101190",4321,3299,TRUE
"Zm00001eb068020",23157,11737,TRUE
"Zm00001eb095650",60,60,FALSE
"Zm00001eb092180",3123,2510,TRUE
"Zm00001eb074320",176,156,TRUE
"Zm00001eb090480",2087,1770,TRUE
"Zm00001eb096050",0,0,FALSE
"Zm00001eb103020",9736,6848,TRUE
"Zm00001eb074740",0,0,FALSE
"Zm00001eb077700",166,161,TRUE
"Zm00001eb083560",0,0,FALSE
"Zm00001eb083690",84,84,FALSE
"Zm00001eb101470",12488,8315,TRUE
"Zm00001eb076610",22324,11416,TRUE
"Zm00001eb089930",3,3,FALSE
"Zm00001eb069980",0,0,FALSE
"Zm00001eb096040",29274,13150,TRUE
"Zm00001eb096090",874,835,TRUE
"Zm00001eb084750",10875,7416,TRUE
"Zm00001eb080140",0,0,FALSE
"Zm00001eb087740",0,0,FALSE
"Zm00001eb083500",0,0,FALSE
"Zm00001eb087980",0,0,FALSE
"Zm00001eb118440",31,31,FALSE
"Zm00001eb102720",28052,13042,TRUE
"Zm00001eb113520",0,0,FALSE
"Zm00001eb107550",622,603,TRUE
"Zm00001eb091540",5278,4343,TRUE
"Zm00001eb077850",0,0,FALSE
"Zm00001eb108660",91,90,FALSE
"Zm00001eb079730",12411,4935,TRUE
"Zm00001eb085230",2591,2096,TRUE
"Zm00001eb102270",17,17,FALSE
"Zm00001eb101280",7478,5621,TRUE
"Zm00001eb073370",17139,8561,TRUE
"Zm00001eb093500",1285,1158,TRUE
"Zm00001eb075780",13480,8551,TRUE
"Zm00001eb088440",0,0,FALSE
"Zm00001eb109100",0,0,FALSE
"Zm00001eb072000",98571,18291,TRUE
"Zm00001eb103120",0,0,FALSE
"Zm00001eb103240",8011,5924,TRUE
"Zm00001eb105290",3879,3278,TRUE
"Zm00001eb078210",338651,19623,TRUE
"Zm00001eb077370",0,0,FALSE
"Zm00001eb115220",5338,4222,TRUE
"Zm00001eb105700",0,0,FALSE
"Zm00001eb106720",6411,5121,TRUE
"Zm00001eb083420",3,3,FALSE
"Zm00001eb084810",1,1,FALSE
"Zm00001eb114710",129,123,TRUE
"Zm00001eb070100",15114,9143,TRUE
"Zm00001eb082200",12,12,FALSE
"Zm00001eb067170",2,2,FALSE
"Zm00001eb117370",947,825,TRUE
"Zm00001eb110950",37,36,FALSE
"Zm00001eb116950",3835,3235,TRUE
"Zm00001eb105090",2962,2538,TRUE
"Zm00001eb114300",6,6,FALSE
"Zm00001eb111470",0,0,FALSE
"Zm00001eb116030",0,0,FALSE
"Zm00001eb077790",7514,5510,TRUE
"Zm00001eb105830",6541,5150,TRUE
"Zm00001eb106480",0,0,FALSE
"Zm00001eb093820",41,40,FALSE
"Zm00001eb100470",22,21,FALSE
"Zm00001eb076820",5142,4277,TRUE
"Zm00001eb113700",9988,7065,TRUE
"Zm00001eb080890",5220,3661,TRUE
"Zm00001eb109790",5104,4150,TRUE
"Zm00001eb074040",2881,2497,TRUE
"Zm00001eb099250",2350,2098,TRUE
"Zm00001eb099380",0,0,FALSE
"Zm00001eb106290",1507,868,TRUE
"Zm00001eb105670",1713,1486,TRUE
"Zm00001eb104290",41073,14898,TRUE
"Zm00001eb089220",0,0,FALSE
"Zm00001eb118200",16844,10065,TRUE
"Zm00001eb114280",1959,1750,TRUE
"Zm00001eb097590",7883,5895,TRUE
"Zm00001eb111410",4,4,FALSE
"Zm00001eb076450",13,13,FALSE
"Zm00001eb083830",858,818,TRUE
"Zm00001eb089900",0,0,FALSE
"Zm00001eb107360",8,8,FALSE
"Zm00001eb080530",1,1,FALSE
"Zm00001eb088980",0,0,FALSE
"Zm00001eb112060",0,0,FALSE
"Zm00001eb103030",55817,15605,TRUE
"Zm00001eb082890",1364,1250,TRUE
"Zm00001eb078500",57,56,FALSE
"Zm00001eb086820",1988,1797,TRUE
"Zm00001eb104870",9805,6417,TRUE
"Zm00001eb080720",3,3,FALSE
"Zm00001eb101080",4744,3942,TRUE
"Zm00001eb100300",1767,1580,TRUE
"Zm00001eb117860",4,4,FALSE
"Zm00001eb088510",696,640,TRUE
"Zm00001eb079920",0,0,FALSE
"Zm00001eb112230",0,0,FALSE
"Zm00001eb079420",4234,3235,TRUE
"Zm00001eb110660",24,22,FALSE
"Zm00001eb117900",8587,6120,TRUE
"Zm00001eb079010",5,5,FALSE
"Zm00001eb094080",1,1,FALSE
"Zm00001eb096330",9,8,FALSE
"Zm00001eb083210",13674,8172,TRUE
"Zm00001eb084400",0,0,FALSE
"Zm00001eb096460",0,0,FALSE
"Zm00001eb085990",0,0,FALSE
"Zm00001eb112020",8540,6087,TRUE
"Zm00001eb084720",254,211,TRUE
"Zm00001eb102280",128,128,TRUE
"Zm00001eb098670",222,219,TRUE
"Zm00001eb082720",52415,16307,TRUE
"Zm00001eb089210",0,0,FALSE
"Zm00001eb097110",37,37,FALSE
"Zm00001eb087990",0,0,FALSE
"Zm00001eb104080",5,5,FALSE
"Zm00001eb065690",3576,2663,TRUE
"Zm00001eb072100",365,357,TRUE
"Zm00001eb076790",404,388,TRUE
"Zm00001eb090970",95,87,FALSE
"Zm00001eb091730",0,0,FALSE
"Zm00001eb116980",0,0,FALSE
"Zm00001eb093540",4319,3596,TRUE
"Zm00001eb077070",0,0,FALSE
"Zm00001eb077670",60008,15990,TRUE
"Zm00001eb071300",17359,10064,TRUE
"Zm00001eb084180",33288,13861,TRUE
"Zm00001eb076080",0,0,FALSE
"Zm00001eb114150",23489,11476,TRUE
"Zm00001eb104570",25,24,FALSE
"Zm00001eb075980",4937,3951,TRUE
"Zm00001eb076010",13187,8767,TRUE
"Zm00001eb070810",419,408,TRUE
"Zm00001eb117150",32350,13014,TRUE
"Zm00001eb083800",16,15,FALSE
"Zm00001eb078690",6,6,FALSE
"Zm00001eb070140",0,0,FALSE
"Zm00001eb103420",59,56,FALSE
"Zm00001eb098810",0,0,FALSE
"Zm00001eb111050",7003,5440,TRUE
"Zm00001eb104210",5130,4205,TRUE
"Zm00001eb078680",220,204,TRUE
"Zm00001eb102790",9685,6744,TRUE
"Zm00001eb095530",8466,5880,TRUE
"Zm00001eb086410",4,4,FALSE
"Zm00001eb087110",0,0,FALSE
"Zm00001eb099660",0,0,FALSE
"Zm00001eb091620",16593,9530,TRUE
"Zm00001eb092280",2125,1823,TRUE
"Zm00001eb108210",0,0,FALSE
"Zm00001eb074970",0,0,FALSE
"Zm00001eb074610",13980,8952,TRUE
"Zm00001eb093750",12763,8155,TRUE
"Zm00001eb110070",17817,9967,TRUE
"Zm00001eb067370",13485,8713,TRUE
"Zm00001eb106960",8336,6274,TRUE
"Zm00001eb112820",6111,4599,TRUE
"Zm00001eb075380",580,565,TRUE
"Zm00001eb092160",1,1,FALSE
"Zm00001eb107440",0,0,FALSE
"Zm00001eb095810",0,0,FALSE
"Zm00001eb089490",34,33,FALSE
"Zm00001eb104180",9,9,FALSE
"Zm00001eb101750",163937,18985,TRUE
"Zm00001eb094540",4752,3945,TRUE
"Zm00001eb079100",32,32,FALSE
"Zm00001eb112660",98,65,FALSE
"Zm00001eb070240",15037,9379,TRUE
"Zm00001eb089400",0,0,FALSE
"Zm00001eb079620",0,0,FALSE
"Zm00001eb102640",403,389,TRUE
"Zm00001eb095020",94,89,FALSE
"Zm00001eb103830",354,344,TRUE
"Zm00001eb085410",7294,5509,TRUE
"Zm00001eb105390",1320,1193,TRUE
"Zm00001eb092050",5,5,FALSE
"Zm00001eb076440",55,55,FALSE
"Zm00001eb076570",33492,13844,TRUE
"Zm00001eb071810",0,0,FALSE
"Zm00001eb076520",6447,4913,TRUE
"Zm00001eb068120",7715,4334,TRUE
"Zm00001eb110200",0,0,FALSE
"Zm00001eb102030",8356,6157,TRUE
"Zm00001eb106120",5334,4365,TRUE
"Zm00001eb103300",6797,5176,TRUE
"Zm00001eb103340",5188,4269,TRUE
"Zm00001eb075130",365,325,TRUE
"Zm00001eb088840",64,62,FALSE
"Zm00001eb069150",275,256,TRUE
"Zm00001eb084680",0,0,FALSE
"Zm00001eb109590",0,0,FALSE
"Zm00001eb109260",0,0,FALSE
"Zm00001eb106880",8,8,FALSE
"Zm00001eb075510",475,428,TRUE
"Zm00001eb077230",45732,13625,TRUE
"Zm00001eb099170",1496,1424,TRUE
"Zm00001eb088220",301,242,TRUE
"Zm00001eb067270",3661,2743,TRUE
"Zm00001eb099450",0,0,FALSE
"Zm00001eb103730",3242,2764,TRUE
"Zm00001eb098910",3621,3135,TRUE
"Zm00001eb070070",2155,1950,TRUE
"Zm00001eb089060",6489,4757,TRUE
"Zm00001eb077480",0,0,FALSE
"Zm00001eb086420",0,0,FALSE
"Zm00001eb102450",17,15,FALSE
"Zm00001eb085510",9608,6883,TRUE
"Zm00001eb116380",436,414,TRUE
"Zm00001eb083740",0,0,FALSE
"Zm00001eb093390",6065,4709,TRUE
"Zm00001eb100980",3709,3180,TRUE
"Zm00001eb095910",2,2,FALSE
"Zm00001eb075410",0,0,FALSE
"Zm00001eb072780",8350,6230,TRUE
"Zm00001eb113910",0,0,FALSE
"Zm00001eb073710",0,0,FALSE
"Zm00001eb094810",0,0,FALSE
"Zm00001eb088590",3,3,FALSE
"Zm00001eb076710",2197,2015,TRUE
"Zm00001eb105350",4,4,FALSE
"Zm00001eb095700",6979,4961,TRUE
"Zm00001eb086750",0,0,FALSE
"Zm00001eb076390",29885,13580,TRUE
"Zm00001eb068410",2592,2298,TRUE
"Zm00001eb078530",3668,3088,TRUE
"Zm00001eb105100",974,915,TRUE
"Zm00001eb072980",302,275,TRUE
"Zm00001eb116010",205430,14810,TRUE
"Zm00001eb104960",26809,12163,TRUE
"Zm00001eb081450",3943,3335,TRUE
"Zm00001eb084110",8368,6078,TRUE
"Zm00001eb065910",0,0,FALSE
"Zm00001eb096080",8310,6196,TRUE
"Zm00001eb066590",7659,5895,TRUE
"Zm00001eb084790",0,0,FALSE
"Zm00001eb069270",5637,4235,TRUE
"Zm00001eb101770",460398,18639,TRUE
"Zm00001eb083290",5,5,FALSE
"Zm00001eb116260",0,0,FALSE
"Zm00001eb078910",0,0,FALSE
"Zm00001eb111690",9489,6847,TRUE
"Zm00001eb105120",164678,18986,TRUE
"Zm00001eb071950",0,0,FALSE
"Zm00001eb093880",9,9,FALSE
"Zm00001eb081770",139,126,TRUE
"Zm00001eb108200",0,0,FALSE
"Zm00001eb103610",8259,6183,TRUE
"Zm00001eb076340",13623,8650,TRUE
"Zm00001eb082380",4595,3728,TRUE
"Zm00001eb095120",0,0,FALSE
"Zm00001eb083470",972,911,TRUE
"Zm00001eb081470",2,2,FALSE
"Zm00001eb078360",528,520,TRUE
"Zm00001eb107670",19713,10925,TRUE
"Zm00001eb070720",853,811,TRUE
"Zm00001eb100380",8,8,FALSE
"Zm00001eb095950",0,0,FALSE
"Zm00001eb103920",0,0,FALSE
"Zm00001eb115030",132,120,TRUE
"Zm00001eb092590",5146,4194,TRUE
"Zm00001eb072600",101,100,TRUE
"Zm00001eb113920",23,22,FALSE
"Zm00001eb098300",0,0,FALSE
"Zm00001eb073550",540,472,TRUE
"Zm00001eb091010",2763,2240,TRUE
"Zm00001eb085170",6856,5437,TRUE
"Zm00001eb112130",0,0,FALSE
"Zm00001eb079440",0,0,FALSE
"Zm00001eb096680",17745,9401,TRUE
"Zm00001eb096210",1,1,FALSE
"Zm00001eb078660",16,16,FALSE
"Zm00001eb067800",923,694,TRUE
"Zm00001eb113190",61,61,FALSE
"Zm00001eb113800",13,13,FALSE
"Zm00001eb089680",1114,1046,TRUE
"Zm00001eb118070",1976,1779,TRUE
"Zm00001eb107030",912,860,TRUE
"Zm00001eb103430",0,0,FALSE
"Zm00001eb075390",2595,2354,TRUE
"Zm00001eb097040",6613,5215,TRUE
"Zm00001eb111540",27,26,FALSE
"Zm00001eb071280",9443,6819,TRUE
"Zm00001eb094350",13144,8398,TRUE
"Zm00001eb081790",9540,6617,TRUE
"Zm00001eb072850",446613,19718,TRUE
"Zm00001eb102340",361,345,TRUE
"Zm00001eb070540",5,5,FALSE
"Zm00001eb109200",27,27,FALSE
"Zm00001eb104770",119,115,TRUE
"Zm00001eb067770",0,0,FALSE
"Zm00001eb072190",10028,6985,TRUE
"Zm00001eb102560",5450,4431,TRUE
"Zm00001eb075920",3141,2662,TRUE
"Zm00001eb072400",0,0,FALSE
"Zm00001eb109990",183,179,TRUE
"Zm00001eb099640",1072,983,TRUE
"Zm00001eb106230",1480,1394,TRUE
"Zm00001eb069650",0,0,FALSE
"Zm00001eb069730",0,0,FALSE
"Zm00001eb068320",0,0,FALSE
"Zm00001eb115470",1,1,FALSE
"Zm00001eb117800",31,31,FALSE
"Zm00001eb117480",2,2,FALSE
"Zm00001eb110640",10611,6410,TRUE
"Zm00001eb087620",11,11,FALSE
"Zm00001eb074090",5,5,FALSE
"Zm00001eb074410",9087,6289,TRUE
"Zm00001eb071390",993,948,TRUE
"Zm00001eb066540",3206,1952,TRUE
"Zm00001eb116250",28024,12711,TRUE
"Zm00001eb110750",155100,18832,TRUE
"Zm00001eb103900",11018,7510,TRUE
"Zm00001eb086590",0,0,FALSE
"Zm00001eb090030",0,0,FALSE
"Zm00001eb080440",6450,4920,TRUE
"Zm00001eb086670",0,0,FALSE
"Zm00001eb076970",1,1,FALSE
"Zm00001eb086770",0,0,FALSE
