,SAM,P1_P2,P3,P4,P5
Zm00001eb104350,1.4659256130479799,0.6570721371333279,-0.05385652789460395,-0.6632586943314726,-1.405882527955232
Zm00001eb258240,1.4893682425878048,0.6550587375622645,-0.10057886769025455,-0.665618971867071,-1.3782291405927447
Zm00001eb408800,1.4192225490607133,0.6358747227415226,0.03895384299863568,-0.6068958858079306,-1.4871552289929415
Zm00001eb207760,1.4879737762650336,0.5533784273691806,-0.06859753802343012,-0.47202324771295456,-1.5007314178978284
Zm00001eb238060,1.531120072922895,0.43546587028146344,-0.057602763632819985,-0.3885347319816928,-1.5204484475898459
Zm00001eb331630,1.5734225290381472,0.44805643620212254,-0.17041756500241284,-0.38639682300377604,-1.4646645772340816
Zm00001eb032000,1.550760023943553,0.40336152750407234,-0.1416645553617448,-0.2857956657830758,-1.5266613303028085
Zm00001eb073900,1.368178133975838,0.6668035535554347,-0.06631867878927664,-0.3755431887286227,-1.5931198200133667
Zm00001eb108930,1.2758070346096981,0.7183458139266722,0.021419593882911404,-0.36569169244759603,-1.6498807499716879
Zm00001eb187040,1.2618384979300838,0.6142471271001637,0.19477847474437882,-0.3841692926612791,-1.6866948071133472
Zm00001eb045630,1.3054961753198548,0.5987143590167144,0.2577330234002776,-0.5643507534728905,-1.5975928042639547
Zm00001eb408640,1.2784303742041845,0.43856460305092676,0.45244716500178267,-0.5300460194789772,-1.639396122777919
Zm00001eb290900,1.301256889683377,0.40589259331134125,0.42779150529371096,-0.48437975248898707,-1.6505612357994435
Zm00001eb232120,1.2666371845333249,0.3689335335324606,0.3587506478410606,-0.24146318791652183,-1.7528581779903227
Zm00001eb179440,1.2926166839349593,0.8705909196943733,-0.030947221832819734,-0.6807805700796933,-1.451479811716819
Zm00001eb161000,1.4182141296275137,0.7694553835606208,-0.09891328120704036,-0.7239315840110474,-1.3648246479700474
Zm00001eb199880,1.4595347449878153,0.7484788169721892,-0.1082363812378975,-0.8339133948487606,-1.2658637858733477
Zm00001eb331880,1.4660087158671686,0.697891381341959,-0.017459774393723555,-0.9002198847832389,-1.2462204380321649
Zm00001eb005740,1.353242782754059,0.7649459275007372,0.08311786781523495,-0.8233377704945439,-1.3779688075754875
Zm00001eb136750,1.38462680747407,0.7677730751920278,0.03738489263978161,-0.8776864971297448,-1.3120982781761328
Zm00001eb008680,1.3237678445491392,0.8815069408110497,-0.04462395957422551,-0.8211084055547211,-1.3395424202312418
Zm00001eb147970,1.2551469319764592,0.9322079498234056,0.041516260321846125,-0.9274360610701308,-1.3014350810515805
Zm00001eb031310,1.272729013454078,0.9583179148602441,-0.02954277633401576,-0.9636306131491634,-1.2378735388311553
Zm00001eb227180,1.3294567851547023,0.9172391184077907,-0.08173487911746082,-0.9392877279747845,-1.2256732964702481
Zm00001eb330690,1.2536569260771158,1.0101677435315979,-0.1569639683575991,-0.767216490875168,-1.3396442103759436
Zm00001eb145150,1.2846905149983427,1.057433213227656,-0.2893311521636766,-0.8837181809935492,-1.1690743950687739
Zm00001eb408860,1.3957923797958374,0.9518177584943136,-0.3338857339263647,-0.9486216860696475,-1.065102718294139
Zm00001eb352570,1.4702030924882719,0.8765538373288239,-0.4547639053525421,-0.7542581160002327,-1.137734908464322
Zm00001eb288890,1.5020419964374854,0.8744440493585453,-0.6396603199373198,-0.6926711211960769,-1.0441546046626329
Zm00001eb246280,1.6428676752142073,0.5783687010624244,-0.5043899993725056,-0.5132526255732016,-1.2035937513309245
Zm00001eb143690,1.3930891872850102,0.87915728848875,-0.3866612404892217,-0.5190225008876141,-1.3665627343969255
Zm00001eb325750,1.4610822641726404,0.8759817651584548,-1.0185334565400428,-0.9684761583310639,-0.3500544144599874
Zm00001eb076420,1.544565768739858,0.8401578312427292,-0.7029811302944994,-0.8325026055614666,-0.8492398641266209
Zm00001eb128000,1.584061885477397,0.7770636953060015,-0.8756481702292583,-0.6509817715990103,-0.8344956389551362
Zm00001eb284410,1.4931449224482007,0.6552349416914025,0.0071244477085394865,-1.172713292187009,-0.9827910196611362
Zm00001eb316740,1.6811450388567628,0.4054992902829317,-0.1734192868032981,-1.2295890801988356,-0.6836359621375603
Zm00001eb138370,1.5189494760330202,0.5749283872366309,-0.28039494286777045,-1.4721034519938145,-0.34137946840806827
Zm00001eb402950,1.706502178420781,0.259307221391875,-1.3249235099276766,-0.4933886168936111,-0.14749727299136672
Zm00001eb233350,1.729442424166072,0.22265583816390708,-0.7977833360931954,-0.0041070493624948395,-1.1502078768742867
Zm00001eb118970,1.5463203959508804,0.5498286491884246,-1.2442933332217174,0.018755578370966114,-0.870611290288555
Zm00001eb429330,1.329499700802887,1.0705858328729876,-0.9631689358019123,-0.9696728153368673,-0.4672437825370926
Zm00001eb352240,1.0878527714256732,1.3490180518374713,-0.7691630258087186,-0.7487356445106675,-0.9189721529437592
Zm00001eb092480,0.9747435532513199,1.430076099267507,-0.5998682428736648,-0.8130591199502604,-0.9918922896949003
Zm00001eb274340,0.9134963956147346,1.196003653453568,0.20251489935308697,-1.2594017458185527,-1.052613202602835
Zm00001eb110960,1.0846874329801681,1.124353294253824,0.05099722187752817,-1.167411220303605,-1.0926267288079174
Zm00001eb019930,0.9604341074989223,1.2959512559228201,-0.07888001289398963,-1.1914411244735372,-0.9860642260542115
Zm00001eb373390,1.1734299825305605,1.1897448773594388,-0.31722010421948227,-1.1065691754258813,-0.939385580244646
Zm00001eb430240,0.9354086455061962,1.3911385610669142,-0.2832086411195124,-0.9169773802577175,-1.1263611851958812
Zm00001eb062460,1.0383414052423892,1.2529133391141518,-0.13667465846819138,-0.9989712862240767,-1.1556087996642737
Zm00001eb043940,1.146943885465534,1.1670183743379696,-0.22540380942590482,-0.8312736384953553,-1.257284811882244
Zm00001eb186770,1.1124247999400334,1.198633527099905,-0.2633432973639787,-0.7411291836227747,-1.306585846053188
Zm00001eb232050,1.2283252465332264,0.7320591856364521,0.349895713609511,-0.8686245837259902,-1.4416555620531988
Zm00001eb416980,1.1128612942317144,0.8325061803166136,0.35060054112644734,-0.7543992675357534,-1.5415687481390237
Zm00001eb101920,1.099689637815016,0.8657847190536092,0.371124822244503,-0.8737507607238411,-1.462848418389286
Zm00001eb143110,1.0831729811364748,0.956944983525023,0.27426789397512863,-0.8764984669147428,-1.4378873917218864
Zm00001eb042980,1.1530124077192054,1.0016727677958566,0.11462982355017605,-0.9356866788535915,-1.3336283202116472
Zm00001eb145660,1.1097495692412165,1.0859417473026305,0.017045082045194972,-0.8410432142366516,-1.3716931843523894
Zm00001eb041450,0.8920741232153737,1.2006542959471473,0.18507082587944473,-0.8798657353897741,-1.3979335096521914
Zm00001eb312160,0.814002545214691,1.238058579578404,0.25390782189625216,-0.9512479665487733,-1.3547209801405729
Zm00001eb179960,0.8770827238999321,1.097129336813811,0.37470313827248836,-0.9215451977674928,-1.4273700012187391
Zm00001eb229050,0.968650329735124,1.012303945957256,0.4003285989742007,-1.0466966424350526,-1.334586232231528
Zm00001eb291470,0.9462595339889327,1.1269978920262615,0.2720593168980734,-1.1012543747277708,-1.2440623681854985
Zm00001eb400130,0.9221226321906284,1.270086072440564,0.005664939582285676,-0.8527510687722494,-1.345122575441229
Zm00001eb008010,0.8603160026445025,1.3363592020199964,-0.06517642023730257,-0.7510201760546887,-1.380478608372508
Zm00001eb399440,0.8285935764275899,1.2246141328053066,0.12170281768912213,-0.6217174429305823,-1.5531930839914359
Zm00001eb284250,1.0273646231765408,0.6414757979233515,0.7304174770735311,-0.9533549046406011,-1.4459029935328207
Zm00001eb209480,1.0065400286497228,0.6372436420796966,0.733378776125746,-0.8588065786215449,-1.5183558682336227
Zm00001eb309370,1.1691620267297098,0.5885841350464477,0.49223761785826714,-0.6184756045503508,-1.631508175084084
Zm00001eb360340,1.0471297071894259,0.7132876235023335,0.5563994624253285,-0.7104464817388153,-1.6063703113782715
Zm00001eb252640,0.898088640413648,0.6529966009456326,0.7095741850390637,-0.5352472869934763,-1.725412139404869
Zm00001eb275690,1.2582472967968463,0.6810406756422345,0.21130610885000806,-0.52948589411626,-1.6211081871728275
Zm00001eb312620,1.0629039582098234,0.9389625568812785,0.1663899680416306,-0.5317557302081405,-1.6365007529245974
Zm00001eb006360,1.074689333347824,0.8664453335034203,0.24507353210599386,-0.5254329182012346,-1.6607752807560037
Zm00001eb024680,0.9334428412836253,0.909770687338237,0.42046379702084713,-0.6016997958266778,-1.6619775298160353
Zm00001eb320870,0.812135502821878,0.9001566480931972,0.3384319317964617,-0.2151512262638405,-1.8355728564476963
Zm00001eb250190,0.9302034089500102,0.7645561850958013,0.393943549699367,-0.2653639191738156,-1.8233392245713655
Zm00001eb082150,0.8804562355778148,0.8150314989868875,0.4789502617332767,-0.3918641176006546,-1.7825738786973224
Zm00001eb404260,0.7654963808032619,0.6817153919783155,0.5925582501003616,-0.1487296686831337,-1.8910403541988101
Zm00001eb237460,1.1572028014583495,0.3669722488599886,0.4287316076341077,-0.12925794237948543,-1.8236487155729544
Zm00001eb316260,1.2189966991200298,0.35801474766992913,0.3125350073776611,-0.07788181060766293,-1.811664643559957
Zm00001eb033590,1.0763375584328423,0.5864442437644439,0.06115748392415298,0.13999269163705017,-1.8639319777584853
Zm00001eb032060,1.134940269858515,0.711335691965621,-0.01461305021229867,-0.04170215614093863,-1.7899607554709018
Zm00001eb399930,0.9522186357531173,1.0993430122255716,-0.3352183609673673,-0.052120738713908384,-1.6642225482974167
Zm00001eb433020,0.942867242857646,1.1995731479115352,-0.2704435305534056,-0.2853449894774025,-1.586651870738374
Zm00001eb361750,1.0010762596246139,1.1367916065638672,-0.12388088473242971,-0.43160974429325455,-1.5823772371627938
Zm00001eb405850,1.1656194032676483,0.8903488146992122,-0.0854119163708456,-0.3145438030299549,-1.656012498566056
Zm00001eb199140,1.0704702640587538,0.9113290478715231,-0.09076158000893267,-0.16215328588622432,-1.7288844460351154
Zm00001eb102090,0.7989921762072274,1.090783446281212,-0.018406570438328895,-0.0929351239612605,-1.7784339280888466
Zm00001eb380460,0.9159733875818467,-0.01102724014759734,1.0287547089443534,-0.18169585708189986,-1.7520049992967075
Zm00001eb134600,0.9182592665448117,0.10368747375846503,0.9787277164532437,-0.23001530110453708,-1.7706591556519793
Zm00001eb289860,1.0515486017997273,0.15452504782622606,0.9387967000691979,-0.48558174549496047,-1.6592886042001835
Zm00001eb181960,1.2326251683919023,0.16564047560787867,0.7742940018017035,-0.5894601782717216,-1.583099467529758
Zm00001eb123510,1.2485625336582846,-0.022834283917252257,0.7810217356664948,-0.3642144137125577,-1.6425355716949648
Zm00001eb369280,1.2581558088108917,-0.19287934026071932,0.7853128710203142,-0.20045511388343257,-1.6501342256870537
Zm00001eb051370,1.1232729925984895,-0.22817120438068883,1.190946202979413,-0.8284957732009002,-1.2575522179963192
Zm00001eb057410,1.551257129619774,-1.2364457555952635,0.6353643279514448,-0.15128355073213093,-0.7988921512438116
Zm00001eb036170,1.412437665390865,-1.0764217229197157,0.9793147137494457,-0.5522342139912961,-0.7630964422292965
Zm00001eb332590,1.5380005509573598,-1.2189363156545592,0.7290153723285248,-0.708498089853091,-0.33958151777823803
Zm00001eb085420,1.2995831158789215,-1.7435359683903429,0.3237548241911556,-0.22196931325230573,0.34216734157256634
Zm00001eb215870,1.154130312977316,-1.7379392471114559,-0.2250155762632595,0.03711139749096603,0.7717131129064284
Zm00001eb320200,1.4223815715482708,-1.599461925064231,0.17320588048209345,0.44270045661671925,-0.43882598358286107
Zm00001eb244400,1.3526791625669061,-1.6047885431951738,-0.3004634790077211,0.6957897849691989,-0.14321692533321181
Zm00001eb330680,0.9848552206470299,-1.8904516134397995,0.036318321745706456,0.6309954572558927,0.23828261379116986
Zm00001eb349860,1.1112183451849103,-1.6915803761822927,-0.5306461497187562,0.6054775594143763,0.5055306213017697
Zm00001eb128930,1.3773502684395253,-1.2799198771850224,-0.9359426347282325,0.7636188224512032,0.07489342102252819
Zm00001eb403770,1.4589738085138646,-0.8167990108098032,-0.5960120890049929,0.9381519404164566,-0.9843146491155247
Zm00001eb301280,1.415976971002489,-0.33244776593928627,-0.8308251247716816,-1.1661326988576637,0.9134286185661447
Zm00001eb107920,0.9969367669567791,-0.7393230104930674,-1.0917727538166062,-0.5626245909436124,1.396783588296508
Zm00001eb388050,1.2176722458814495,-0.571712561477824,-1.1228637815390685,-0.7144060777643125,1.1913101748997554
Zm00001eb248560,1.1187666872669384,-0.3637640551333976,-1.4581134537470999,-0.4367210489208104,1.1398318705343689
Zm00001eb363140,1.2860944198341544,-0.7905585045276458,-1.304277153225183,-0.18419046827382327,0.9929317061924977
Zm00001eb079510,1.4464464171618707,-1.2233512621213656,-0.7571870776185236,-0.3225492771380067,0.8566411997160296
Zm00001eb071190,1.4176161657066557,-1.087501024116633,-0.8670517879249783,-0.4067267024509795,0.9436633487859345
Zm00001eb385620,1.3345165747047063,-1.1875121079429065,-0.7294932144607604,-0.4527561586722259,1.0352449063711875
Zm00001eb376730,1.1577524030857913,-1.4971675094081922,-0.4576558436134448,-0.26891823170850465,1.065989181644347
Zm00001eb021750,1.1155404682536831,-1.4295451043795688,-0.6227694751221045,-0.19695329763013866,1.133727408878128
Zm00001eb033910,1.1493084410083567,-1.2294779156713607,-0.9195732407995607,-0.1412668756273722,1.1410095910899356
Zm00001eb432090,1.3115150353655385,-1.3075151863091126,-0.8547432502913819,-0.06343509060482706,0.9141784918397817
Zm00001eb429870,1.2540320829892202,-1.4309600523349373,-0.8036986392668127,0.13463712578391152,0.8459894828286172
Zm00001eb416370,1.1317534679541683,-0.8941623238144458,-1.4669764636415514,0.5375766767678547,0.6918086427339714
Zm00001eb370850,0.9284268860446996,-0.7964342850565165,-1.526331042321184,0.379411725386593,1.0149267159464048
Zm00001eb420440,0.7831456132205347,1.5710548887484812,-0.9980730668811479,-0.6407888728065616,-0.7153385622813052
Zm00001eb250280,0.7260350757883586,1.5808437983177077,-0.4508927875249374,-0.7728165769497204,-1.0831695096314078
Zm00001eb335690,0.5577944545122664,1.5690116637751792,-0.019359125513629498,-0.9988301632923912,-1.108616829481426
Zm00001eb427380,0.5114534386406264,1.5693102744291632,0.025120573695371642,-0.8831256470862123,-1.2227586396789505
Zm00001eb001670,0.7282412730191415,1.4009852602306028,0.08498137839889583,-0.9516614001811541,-1.2625465114674868
Zm00001eb253150,0.6229174517490692,1.3980857196977998,0.25547497046898293,-1.1592907079142167,-1.1171874340016341
Zm00001eb373670,0.6076786488991864,1.3382337131070248,0.3549030872924862,-0.9673433622787259,-1.3334720870199706
Zm00001eb036990,0.5873413784660739,1.3804205647010381,0.25573611126991164,-0.7860985919033102,-1.437399462533716
Zm00001eb058480,0.45457281258518634,1.376209834346878,0.32325431965375234,-0.5896895040492126,-1.5643474625366052
Zm00001eb122470,0.2489290812447686,1.4120998713575816,0.4764604766022045,-0.6036838852057719,-1.5338055439987828
Zm00001eb066770,0.2911295037699252,1.4957595656161675,0.3305673256356807,-0.6544625764675016,-1.4629938185542701
Zm00001eb171720,0.27482826894800005,1.5439524247735577,0.22113153136657934,-0.5665466753758801,-1.4733655497122589
Zm00001eb370810,0.38831799673817324,1.5298962318662668,0.14429480921362722,-0.6064993567131759,-1.4560096811048875
Zm00001eb152350,0.25986808319144133,1.3040034289492815,0.3705081133784156,-0.1849318288642622,-1.7494477966548783
Zm00001eb214850,0.41042718454840876,0.9118391897412061,0.8200157724608281,-0.3524664067114947,-1.7898157400389365
Zm00001eb372960,0.4154241200385781,1.0098236896906756,0.64362733426655,-0.24282510680650696,-1.826050037189295
Zm00001eb311180,0.4562779689522989,0.9744799510043559,0.637177217078213,-0.22835396117081008,-1.8395811758640541
Zm00001eb001460,0.6645870157895962,1.0456897326952619,0.49508304185618407,-0.4750080220475101,-1.7303517682935257
Zm00001eb363810,0.5568862876643547,1.0838805860504572,0.48931445194577067,-0.3554532200343566,-1.7746281056262319
Zm00001eb041850,0.49020976648027376,1.1745525531332737,0.440168569774361,-0.3556852460629271,-1.749245643324977
Zm00001eb198700,0.5462903890172972,1.1781610206673783,0.37332343141289387,-0.3511040036369004,-1.7466708374606743
Zm00001eb371020,0.38348569728047954,1.2722413343612842,0.4556536612753806,-0.42412236402176356,-1.6872583288953873
Zm00001eb133000,0.3672233821333996,1.180440575124483,0.6224073333163268,-0.48100276349955506,-1.6890685270746528
Zm00001eb153100,0.5058077749740774,1.2151024214522577,0.5319043205434477,-0.6535564521997956,-1.5992580647699928
Zm00001eb151240,0.6405518210416488,1.1670391930941657,0.44361520343697375,-0.6271285755338281,-1.6240776420389609
Zm00001eb193790,0.6414909618300088,1.2437369477618945,0.39211470957178246,-0.7548034269255068,-1.5225391922381786
Zm00001eb255670,0.7032732742165607,0.8748058090004031,0.6405536203567427,-0.4502840987535305,-1.7683486048201746
Zm00001eb249730,0.7516311663099833,0.7148351681101014,0.8380046236120308,-0.6200154470449647,-1.6844555109871524
Zm00001eb321680,0.49187863561740086,1.028339791527145,0.7825405322378742,-0.6840179580177131,-1.618741001364707
Zm00001eb189840,0.44234107815784024,1.0473133351104047,0.8812295093295216,-0.9401274556692253,-1.4307564669285409
Zm00001eb185110,0.6414968996498431,1.1347332661887344,0.6104023240218763,-0.9929867359403828,-1.3936457539200708
Zm00001eb378820,0.5056036956718692,0.8249027041006519,0.49809454067862435,0.12105250352954235,-1.949653443980689
Zm00001eb059460,0.6666818438937726,0.7691657196399769,0.3138832856985667,0.20555525163326774,-1.9552861008655924
Zm00001eb000690,0.4995074823971381,0.3676841936844322,0.8344686116676095,0.260731567735279,-1.9623918554844588
Zm00001eb216060,0.42847937778858747,0.03832704772159063,1.1251840948004403,0.272105929960012,-1.8640964502706296
Zm00001eb331250,0.695932728394217,-0.08742363563558113,1.274161744412834,-0.1955734411462442,-1.6870973960252262
Zm00001eb095290,0.5130512929897072,-0.05406901954662209,1.4061180444517265,-0.21932250978885848,-1.6457778081059498
Zm00001eb199940,0.7442371102690365,0.38478983711702325,1.1524801451229867,-0.7122677743421971,-1.5692393181668505
Zm00001eb256730,0.41722618148249785,0.605570888157964,1.1808377952703635,-0.5375369147885098,-1.6660979501223165
Zm00001eb188950,0.7630279857606903,-0.35715750532381507,1.5413120397247144,-0.8765754826910404,-1.070607037470548
Zm00001eb051900,1.0069577563127152,-1.8900053004189166,0.36653901712775316,0.528600949332015,-0.012092422353567625
Zm00001eb369190,0.8444968412867714,-1.8565658526916078,0.6727733744095814,-0.23643317202007944,0.5757288090153371
Zm00001eb127850,1.2691279227031176,-1.4771325034213014,0.9331073116504528,-0.554668052525502,-0.17043467840677254
Zm00001eb124790,0.7945661685737139,-1.6440820012748856,-0.13650548191993192,-0.2688640744545534,1.2548853890756557
Zm00001eb135400,0.6657762556062339,-1.5870496984045033,-0.26715693573584604,-0.19965476911466634,1.3880851476487746
Zm00001eb300940,0.9819278579464303,-1.5779141267555277,-0.6938949265781316,0.30389971148168904,0.9859814839055299
Zm00001eb145040,0.9710072360646097,-1.320996141992813,-1.004727495440784,0.23860511739817927,1.1161112839708065
Zm00001eb246440,0.945645870993118,-1.405950632927353,-0.5263890277976145,-0.3328458727468856,1.3195396624787332
Zm00001eb288060,1.0186053686596004,-1.2565804493937807,-0.7418794298631349,-0.33257081695324664,1.312425327550548
Zm00001eb055990,0.9983551802382998,-1.4261967038858745,-0.7196612682905672,-0.055913684087745344,1.203416476025888
Zm00001eb353470,0.7728438886033152,-1.3305838952214644,-0.8221483620366987,-0.018675931620354237,1.3985643002752024
Zm00001eb286490,0.6324534998259399,-1.1852135496522336,-0.9064887003940212,-0.07933983634386357,1.5385885865641793
Zm00001eb113220,0.6144438173856401,-1.150607932195699,-1.0600248705638617,0.12690233804104253,1.469286647332877
Zm00001eb227830,0.9886504811609456,-0.93331846202623,-0.9778813101232159,-0.4793864041674318,1.4019356951559314
Zm00001eb255490,0.9557995150148195,-1.0007215052529226,-0.7489243703277292,-0.6540335318273286,1.447879892393166
Zm00001eb249290,0.7658052510433103,-0.46717154878047823,-1.1916457238068525,-0.6435715770872932,1.5365835986313139
Zm00001eb245040,0.6796899353612588,-0.5057094648938726,-1.4991487875479474,-0.09794095852746369,1.4231092756080264
Zm00001eb095690,0.5161477729616346,-0.5418456017876906,-1.6934068700773937,0.6419431702234522,1.0771615286799976
Zm00001eb352580,0.48432420485426975,-0.7652841014489741,-1.5434953563089144,0.6542800457394413,1.170175207164178
Zm00001eb208830,0.9264616126310706,-1.4413274464542607,-0.9680060220315653,0.8592364866829049,0.6236353691718572
Zm00001eb284910,1.1886941393105894,-1.4700178504299637,-0.8332991675752259,0.7923371603329369,0.3222857183616714
Zm00001eb382780,1.3569336296821204,-1.1404202725505026,-0.8318943084459345,1.006538716890027,-0.3911577655757102
Zm00001eb368850,0.7111061034409527,-0.028209185086234153,-1.3371290339921427,-0.7890399499632035,1.4432720656006268
Zm00001eb221620,0.6037191067346013,-0.9653730904956394,-0.593326533456635,-0.7257444996312469,1.6807250168489183
Zm00001eb170530,0.608175476345718,-1.2509044773013407,-1.071456535897234,0.3837401287673376,1.3304454080855201
Zm00001eb169130,0.4137721178095643,-1.3633560941559364,-0.8683191431353412,0.37806137109290994,1.439841748388799
Zm00001eb419910,0.42352761072493084,-1.2526121939956443,-0.8911716044654434,0.1609287124040907,1.5593274753320734
Zm00001eb074930,0.2249813111874155,-1.2848597917463338,-0.6572617321701182,0.024231899907108632,1.692908312821928
Zm00001eb148820,0.11290933818686527,-1.1696004236417978,-0.708715486000614,-9.864817384554174e-05,1.7655052196293788
Zm00001eb219490,0.20369186696397315,-0.8807049989792679,-0.9711055032126075,-0.14590844263460975,1.7940270778624805
Zm00001eb291730,0.32240233143413694,-1.5121999391232268,-0.46537829225895305,0.11242101281484303,1.5427548871331982
Zm00001eb303620,0.42369314951448767,-1.5399689314563783,-0.4250991090792248,0.0357206859464033,1.5056542050747121
Zm00001eb130510,0.3918717129972971,-1.6277940977852219,-0.2625681257883615,0.04035739040944444,1.4581331201668406
Zm00001eb237820,0.07564441217399025,-0.9381076495549289,-1.3172508304532822,1.1317229010782666,1.0479911667559558
Zm00001eb095110,0.8595460781886677,-1.6534753885538944,0.490385350501415,-0.6358359235155279,0.939379883379344
Zm00001eb035030,0.5991580006826043,-1.9263634551804834,0.361536921223293,0.07468801510657852,0.890980518168022
Zm00001eb194220,0.5205706747954439,-1.9916418707384194,0.5587201745886069,0.32577534831324756,0.5865756730411211
Zm00001eb381600,0.4555162009098292,-1.978366901277521,0.7629618768649906,0.3177228035804181,0.4421660199222755
Zm00001eb073130,0.8966999034898641,-1.8859632251208973,0.6600903005324998,0.4376939553454483,-0.10852093424691168
Zm00001eb242030,0.3137908290176818,-0.2383847236117263,1.7715345730213263,-0.943197996808864,-0.9037426816184185
Zm00001eb329910,0.2089928867415225,1.1377085282465937,0.9777985367621885,-1.1164171998922614,-1.2080827518580255
Zm00001eb255160,-0.0293853673883784,1.1844056555144564,1.0084062498387494,-0.735859697315352,-1.4275668406494768
Zm00001eb251390,0.2176783058887508,1.0994009022498707,0.9394090667832399,-0.7310195479066743,-1.5254687270151877
Zm00001eb264080,0.23963148854085226,1.0043673937272413,0.9760288263375505,-0.6016197626834499,-1.618407945922195
Zm00001eb214840,-0.01251419427191129,1.669467364199031,0.10556169889229483,-0.31189396915297446,-1.4506208996664296
Zm00001eb327230,0.1953407428240649,1.4991096837708873,0.1948332615241129,-0.27686354128053875,-1.6124201468385246
Zm00001eb405630,0.17475913847160657,1.3077923563014222,0.6732064616398651,-0.5868162159204907,-1.568941740492401
Zm00001eb315330,0.18268999351292592,1.3490194069567578,0.5380532771216763,-0.43683831938661294,-1.6329243582047481
Zm00001eb032780,0.17869357515206657,1.4464196989885565,0.48396621038781396,-0.5975893993653921,-1.5114900851630468
Zm00001eb248590,-0.060366138211267795,1.4785053737456326,0.5935788078843645,-0.5397381978422684,-1.4719798455764612
Zm00001eb005690,-0.1034717247152506,1.3544996960062434,0.7598121386777846,-0.4783665872547274,-1.532473522714047
Zm00001eb315610,-0.19161303933139248,1.4235107630847228,0.78993754181552,-0.6441811401758639,-1.3776541253929862
Zm00001eb429720,-0.27114795330878555,1.618934899116085,0.4599545376897159,-0.4242845828984549,-1.3834569005985595
Zm00001eb113710,-0.15265353884673716,1.6898503003418226,0.38615699173882373,-0.7143503644877908,-1.2090033887461202
Zm00001eb315910,0.08102425646537062,1.635072614524881,0.30983365298366006,-0.7198966022933636,-1.306033921680549
Zm00001eb071990,0.16908425230606297,1.5623982044545237,0.4033513214151235,-0.85661787624379,-1.2782159019319204
Zm00001eb324660,0.2434961335187367,1.733587505321551,-0.025928667682170444,-0.8506598370878495,-1.1004951340702631
Zm00001eb299300,0.21757505592390736,1.1089369749281095,0.455177776040278,0.09112347407017393,-1.8728132809624698
Zm00001eb359990,0.11231610404854062,1.1000716288229058,0.733855493430777,-0.1531361647960494,-1.793107061506174
Zm00001eb228620,0.05347409416572326,1.0680636211581822,0.7972260649826811,-0.1287243188835857,-1.7900394614230755
Zm00001eb142540,-0.18954021231125084,1.2661378510641328,0.7186644607405149,-0.112453413810249,-1.6828086856831561
Zm00001eb332860,0.13485517472359312,0.7829990573949639,1.0885283028001356,-0.23799611138524399,-1.7683864235334499
Zm00001eb171080,0.04006288954519901,0.7368564080374963,1.226532825438804,-0.3146508755533447,-1.6888012474681513
Zm00001eb126140,-0.03972713706535457,0.6396936506139327,1.2732677426261292,-0.15767561735649005,-1.7155586388182194
Zm00001eb088080,-0.07763471095323422,0.7730334883966852,1.1735296167604408,-0.13672562942210262,-1.7322027647817917
Zm00001eb120750,0.04877660487075476,0.728960958810428,0.8985425168999914,0.2234391264214045,-1.8997192070025857
Zm00001eb243450,-0.10544476013782207,0.315963775841563,1.0838321089712073,0.5521333714874987,-1.846484496162449
Zm00001eb287060,0.7255262411098028,0.14388867782975248,0.4536051041276391,0.6369427486091208,-1.9599627716763135
Zm00001eb199970,0.14314961964845577,0.06064625284290017,1.7304108051875609,-0.7315922693417548,-1.2026144083371597
Zm00001eb183200,-0.08967933198120095,1.6797288986167664,-0.1281294293369004,0.005737308156516634,-1.4676574454551812
Zm00001eb367660,-0.2848918546246654,1.805342100993679,0.008991427282399022,-0.26979671777670583,-1.2596449558747052
Zm00001eb317060,-0.37789569680127516,1.768248661548027,0.1951228395593012,-0.32607323253733245,-1.2594025717687174
Zm00001eb337810,-0.5638328769470892,1.6851469936032417,0.15831730289423418,0.0667886503435169,-1.346420069893906
Zm00001eb278670,-0.4496384962541122,1.8657428489155043,0.12774322562878546,-0.538709466882572,-1.005138111407605
Zm00001eb138920,-0.45586809656849697,1.9148614927718934,0.0401654892646991,-0.7412790342029273,-0.7578798512651689
Zm00001eb366690,-0.17675156264829453,1.9320002938777265,-0.24086608376319238,-0.6318121432905637,-0.8825705041756899
Zm00001eb370960,-0.7901923598785673,1.6979155368379282,0.5494321875887527,-0.474459346473909,-0.9826960180742063
Zm00001eb340140,-0.2224352665771672,1.375145542348902,0.9165966327945457,-0.8367489806471041,-1.2325579279191792
Zm00001eb052150,-0.20743497463946975,1.4474922019345458,0.8271237936426086,-0.8904391919929423,-1.1767418289447424
Zm00001eb403750,-0.11240060993433507,1.5729911606209916,0.6089530441879707,-1.015591652423274,-1.053951942451354
Zm00001eb289320,-0.46972621982079477,1.1345930039444638,1.232428110925206,-0.6542726984160868,-1.2430221966327892
Zm00001eb002310,-0.40825587205577385,1.2201122012571892,1.0653913850349903,-0.46556727188466096,-1.4116804423517444
Zm00001eb428400,-0.21883734391882614,0.9503037085482251,1.191980601551039,-0.3378680478739746,-1.5855789183064637
Zm00001eb215190,-0.37434883075083947,1.2549803563892916,0.856194111853515,-0.14607728269117648,-1.59074835480079
Zm00001eb117830,-0.5207133748571702,1.2997866475850173,0.8230302973122862,-0.06665902322875977,-1.5354445468113773
