gene_id,gene_name,tf_family,archived_level
Zm00001eb379300,mybr69,MYB_related,9
Zm00001eb427470,yab14,YABBY,9
Zm00001eb271500,znfn1,C2H2,9
Zm00001eb131420,gata27,GATA,9
Zm00001eb197370,abi40,B3,9
Zm00001eb249440,ereb30,ERF,9
Zm00001eb249450,ereb66,ERF,9
Zm00001eb159390,hsftf23,HSF,9
Zm00001eb080700,nactf32,NAC,9
Zm00001eb163680,zhd9,ZF-HD,9
Zm00001eb354920,c3h7,C3H,9
Zm00001eb098330,wrky38,WRKY,9
Zm00001eb336500,myb76,MYB,9
Zm00001eb391130,mybst1,MYB_related,9
Zm00001eb254990,mterf19,mTERF,9
Zm00001eb375580,ereb122,ERF,9
Zm00001eb015570,nactf11,NAC,9
Zm00001eb413920,wrky33,WRKY,9
Zm00001eb012440,dof30,Dof,9
Zm00001eb035740,mterf2,mTERF,9
Zm00001eb258400,nactf104,NAC,9
Zm00001eb212930,bhlh159,bHLH,9
Zm00001eb279120,bzip125,bZIP,9
Zm00001eb286420,mads58,M-type_MADS,9
Zm00001eb152810,bzip53,bZIP,9
Zm00001eb385610,bzip80,bZIP,9
Zm00001eb186480,ereb5,ERF,9
Zm00001eb349120,nactf88,NAC,9
Zm00001eb191020,nactf26,NAC,9
Zm00001eb157950,ereb208,ERF,9
Zm00001eb256070,ereb136,ERF,9
Zm00001eb365420,arr7,ARR-B,9
Zm00001eb385190,gata29,GATA,9
Zm00001eb287710,mterf22,mTERF,9
Zm00001eb360750,abi33,RAV,9
Zm00001eb372490,tcptf9,TCP,9
Zm00001eb186200,thx16,Trihelix,9
Zm00001eb223300,hb98,HD-ZIP,9
Zm00001eb124630,myb81,MYB,9
Zm00001eb379950,col4,CO-like,9
Zm00001eb002660,nactf53,NAC,9
Zm00001eb101280,hb54,HD-ZIP,9
Zm00001eb061300,bhlh17,bHLH,9
Zm00001eb337410,mybr24,MYB_related,9
Zm00001eb370720,bzip20,bZIP,9
Zm00001eb010050,cchh25,C2H2,9
Zm00001eb234620,thx13,Trihelix,9
Zm00001eb357780,mybr35,MYB_related,9
Zm00001eb104260,nlp17,Nin-like,9
Zm00001eb270470,why1,Whirly,9
Zm00001eb023330,gata16,GATA,9
Zm00001eb372660,ereb31,ERF,9
Zm00001eb015440,eil3,EIL,9
Zm00001eb248270,tcptf16,TCP,9
Zm00001eb319390,hb128,HD-ZIP,9
Zm00001eb202140,hb6,TALE,9
Zm00001eb145340,nactf95,NAC,9
Zm00001eb248900,thx20,Trihelix,9
Zm00001eb069140,bzip27,bZIP,9
Zm00001eb254600,tcptf26,TCP,9
Zm00001eb129490,myb128,MYB_related,9
Zm00001eb216410,col8,CO-like,9
Zm00001eb391280,gata28,GATA,9
Zm00001eb028160,bzip45,bZIP,9
Zm00001eb058460,glk44,G2-like,9
Zm00001eb252100,bhlh29,bHLH,9
Zm00001eb258290,gata24,GATA,9
Zm00001eb215740,bhlh18,bHLH,9
Zm00001eb122500,d1,non_TF,9
Zm00001eb313350,ereb143,AP2,9
Zm00001eb359500,ereb80,ERF,9
Zm00001eb235510,bzip61,bZIP,9
Zm00001eb178450,mterf33,mTERF,9
Zm00001eb080690,myb49,MYB,9
Zm00001eb279580,tcptf10,TCP,9
Zm00001eb101360,bhlh151,bHLH,9
Zm00001eb048370,dof40,Dof,9
Zm00001eb157080,thx17,Trihelix,9
Zm00001eb413930,ereb54,ERF,9
Zm00001eb009550,hb45,HD-ZIP,9
Zm00001eb315750,hb120,HD-ZIP,9
Zm00001eb160120,umc2152,C2H2,9
Zm00001eb294180,wrky82,WRKY,9
Zm00001eb354510,myb30,MYB,9
Zm00001eb101880,bhlh6,bHLH,9
Zm00001eb142960,tcptf8,TCP,9
Zm00001eb432460,ereb190,ERF,9
Zm00001eb061430,hb65,HB-other,9
Zm00001eb209880,thx21,Trihelix,9
Zm00001eb062640,dof27,Dof,9
Zm00001eb373970,arftf27,ARF,9
Zm00001eb106630,ms32,bHLH,9
Zm00001eb211700,dof33,Dof,9
Zm00001eb349900,mterf4,mTERF,9
Zm00001eb431080,bhlh7,bHLH,9
Zm00001eb108460,AC233952.1_FG008,C2H2,9
Zm00001eb135200,glk42,G2-like,9
Zm00001eb224800,nactf113,NAC,9
Zm00001eb417620,myb149,MYB_related,9
Zm00001eb179000,hb7,HD-ZIP,9
Zm00001eb217440,cl53605_1,GRF,9
Zm00001eb128310,dof6,Dof,9
Zm00001eb353030,tcptf7,TCP,9
Zm00001eb240100,gata15,GATA,9
Zm00001eb368970,wox13b,WOX,9
Zm00001eb142500,bhlh175,bHLH,9
Zm00001eb251200,bhlh53,bHLH,9
Zm00001eb432140,wox4,WOX,9
Zm00001eb252160,mybr78,MYB_related,9
Zm00001eb055540,myb77,MYB,9
Zm00001eb067800,ereb45,ERF,9
Zm00001eb394180,gbptf9,GeBP,9
Zm00001eb022070,abi34,B3,9
Zm00001eb289080,bzip101,bZIP,9
Zm00001eb105640,sbp13,SBP,9
Zm00001eb195650,scro1,GRAS,9
Zm00001eb320600,idd7,C2H2,9
Zm00001eb393690,abi38,B3,9
Zm00001eb015750,glk17,G2-like,9
Zm00001eb415520,bhlh116,bHLH,9
Zm00001eb198470,bzip43,bZIP,9
Zm00001eb208910,bzr5,BES1,9
Zm00001eb265630,cchh26,C2H2,9
Zm00001eb141310,gras4,GRAS,9
Zm00001eb185290,arftf15,ARF,9
Zm00001eb041610,bhlh42,bHLH,9
Zm00001eb316580,mmp46,C2H2,9
Zm00001eb280090,e2f12,E2F/DP,9
Zm00001eb309360,glk101,G2-like,9
Zm00001eb319460,dbb10,DBB,9
Zm00001eb234170,glk24,ARR-B,9
Zm00001eb188410,zhd17,ZF-HD,9
Zm00001eb323880,bhlh90,bHLH,9
Zm00001eb086280,wrky105,WRKY,9
Zm00001eb256420,hb71,HB-other,9
Zm00001eb056780,wrky107,WRKY,9
Zm00001eb093560,wri1,AP2,9
Zm00001eb064730,ca5p4,NF-YC,9
Zm00001eb056620,gata34,GATA,9
Zm00001eb200840,IDP8537,C2H2,9
Zm00001eb011370,bhlh56,bHLH,9
Zm00001eb218120,lbd26,LBD,9
Zm00001eb234120,wrky48,WRKY,9
Zm00001eb255860,ereb139,ERF,9
Zm00001eb317460,bhlh136,bHLH,9
Zm00001eb368640,wrky115,WRKY,9
Zm00001eb074320,b1,bHLH,9
Zm00001eb392440,AY110782,CAMTA,9
Zm00001eb275130,bzip76,bZIP,10
Zm00001eb281570,cpp12,CPP,10
Zm00001eb010770,ca5p11,NF-YC,10
Zm00001eb041070,ereb60,AP2,10
Zm00001eb430640,ereb205,ERF,10
Zm00001eb257650,AY110182,C3H,10
Zm00001eb117560,tcptf43,TCP,10
Zm00001eb248680,nactf10,NAC,10
Zm00001eb010190,bzip115,bZIP,10
Zm00001eb093670,gras37,GRAS,10
Zm00001eb101630,ca5p12,NF-YC,10
Zm00001eb175150,tga1,SBP,10
Zm00001eb328900,hsftf27,HSF,10
Zm00001eb430800,mbd123,MBD,10
Zm00001eb395640,bzip105,bZIP,10
Zm00001eb193330,hb83,HB-other,10
Zm00001eb395300,c3h6,C3H,10
Zm00001eb399390,bhlh9,bHLH,10
Zm00001eb255520,mterf21,mTERF,10
Zm00001eb099470,bhlh88,bHLH,10
Zm00001eb361200,smh3,MYB_related,10
Zm00001eb040700,arid9,ARID,10
Zm00001eb150360,obf3,bZIP,10
Zm00001eb206080,c3h38,C3H,10
Zm00001eb427970,abi2,B3,10
Zm00001eb056630,gata34,GATA,10
Zm00001eb174990,bbr3,BBR-BPC,10
Zm00001eb421100,abi21,B3,10
Zm00001eb218710,smh6,MYB_related,10
Zm00001eb202410,thx38,Trihelix,10
Zm00001eb319350,hsftf10,HSF,10
Zm00001eb250560,ereb16,ERF,10
Zm00001eb216950,ca2p1,NF-YA,10
Zm00001eb317770,zmm7,MIKC_MADS,10
Zm00001eb231040,bzip14,bZIP,10
Zm00001eb389960,mybr86,MYB_related,10
Zm00001eb008690,zmm14,MIKC_MADS,10
Zm00001eb099390,bhlh138,bHLH,10
Zm00001eb215440,zim2,GATA,10
Zm00001eb418630,gbptf11,GeBP,10
Zm00001eb136080,ca2p12,NF-YA,10
Zm00001eb084300,thx26,Trihelix,10
Zm00001eb434360,cchh46,C2H2,10
Zm00001eb406610,glk4,G2-like,10
Zm00001eb034940,bhlh112,bHLH,10
Zm00001eb413540,nactf110,NAC,10
Zm00001eb176680,bzip68,bZIP,10
Zm00001eb152420,cpp11,CPP,10
Zm00001eb055620,chb101b,MYB_related,10
Zm00001eb084940,ba2,non_TF,10
Zm00001eb229400,thx22,Trihelix,10
Zm00001eb342580,myb91,MYB_related,10
Zm00001eb292690,tcptf23,TCP,10
Zm00001eb371980,glk1,G2-like,10
Zm00001eb136350,gras50,GRAS,10
Zm00001eb217350,hb37,TALE,10
Zm00001eb383050,bhlh34,bHLH,10
Zm00001eb312870,wrky53,WRKY,10
Zm00001eb069700,umc1961,bHLH,10
Zm00001eb062130,bhlh48,bHLH,10
Zm00001eb001720,knox1,TALE,10
Zm00001eb037290,bzip62,bZIP,10
Zm00001eb282210,bhlh123,bHLH,10
Zm00001eb250580,c3h34,C3H,10
Zm00001eb253350,bhlh156,bHLH,10
Zm00001eb433840,dof41,Dof,10
Zm00001eb182650,hb56,HD-ZIP,10
Zm00001eb000470,gras53,GRAS,10
Zm00001eb122550,glk14,G2-like,10
Zm00001eb011550,ereb4,ERF,10
Zm00001eb060980,myb80,MYB,10
Zm00001eb256290,gbptf17,GeBP,10
Zm00001eb395560,wrky65,WRKY,10
Zm00001eb417490,wrky126,WRKY,10
Zm00001eb266360,myb62,MYB,10
Zm00001eb359740,wrky42,WRKY,10
Zm00001eb185920,myb166,MYB,10
Zm00001eb320820,nactf18,NAC,10
Zm00001eb370600,dof45,Dof,10
Zm00001eb129520,bhlh68,bHLH,10
Zm00001eb214190,glk8,G2-like,10
Zm00001eb157260,nactf82,NAC,10
Zm00001eb169140,pco137632,NAC,10
Zm00001eb296830,zhd6,ZF-HD,10
Zm00001eb316730,eil4,EIL,10
Zm00001eb146230,myb32,MYB,10
Zm00001eb299540,mterf23,mTERF,10
Zm00001eb433050,c3h52,C3H,10
Zm00001eb209070,bzip84,bZIP,10
Zm00001eb384820,bzr1,BES1,10
Zm00001eb288730,mybr3,MYB,10
Zm00001eb377500,hb4,HD-ZIP,10
Zm00001eb144450,bhlh132,bHLH,10
Zm00001eb130740,thx41,Trihelix,10
Zm00001eb168720,Zm00001d049079,MYB,10
Zm00001eb104640,thx46,Trihelix,10
Zm00001eb293740,gata25,GATA,10
Zm00001eb367300,myb79,MYB,10
Zm00001eb039810,iddp1,C2H2,10
Zm00001eb233310,glk53,G2-like,10
Zm00001eb384320,nactf98,NAC,10
Zm00001eb398110,ereb173,ERF,10
Zm00001eb153470,ereb134,ERF,10
Zm00001eb193550,ereb13,ERF,10
Zm00001eb360120,thx14,Trihelix,10
Zm00001eb171050,ereb209,ERF,10
Zm00001eb395580,myb29,MYB,10
Zm00001eb433430,c3h14,C3H,10
Zm00001eb015490,glk26,G2-like,10
Zm00001eb165340,gras82,GRAS,10
Zm00001eb041540,myb125,MYB,10
Zm00001eb324600,gras54,GRAS,10
Zm00001eb366540,myb163,MYB,10
Zm00001eb417610,bhlh117,bHLH,10
Zm00001eb252220,dof29,Dof,10
Zm00001eb399180,cchh2,C2H2,10
Zm00001eb066260,myb133,MYB,10
Zm00001eb062820,mterf5,mTERF,10
Zm00001eb190160,myb142,MYB,10
Zm00001eb002010,bzip114,bZIP,10
Zm00001eb002490,nlp7,Nin-like,10
Zm00001eb377480,hb77,HD-ZIP,10
Zm00001eb204490,bzip120,bZIP,10
Zm00001eb332030,myb11,MYB,10
Zm00001eb045780,myb121,MYB,10
Zm00001eb155410,bhlh57,bHLH,10
Zm00001eb332640,mybr107,MYB_related,10
Zm00001eb289480,hb76,TALE,10
Zm00001eb012280,gras67,GRAS,10
Zm00001eb189900,hb115,HD-ZIP,10
Zm00001eb187250,mecs1,MYB_related,10
Zm00001eb158520,gras46,GRAS,10
Zm00001eb386830,knox2,TALE,10
Zm00001eb387370,myb112,MYB,10
Zm00001eb213430,tcptf44,TCP,10
Zm00001eb292790,dof10,Dof,10
Zm00001eb224680,arftf18,ARF,10
Zm00001eb218500,yab6,YABBY,10
Zm00001eb328650,gbptf12,GeBP,10
Zm00001eb322390,dof14,Dof,10
Zm00001eb187450,mybr58,MYB_related,10
Zm00001eb071110,gl2,non_TF,10
Zm00001eb384760,hsftf28,HSF,10
Zm00001eb059920,tcptf5,TCP,10
Zm00001eb366900,bzip75,bZIP,10
Zm00001eb409460,mads34,MIKC_MADS,10
Zm00001eb023620,hb78,HD-ZIP,10
Zm00001eb178160,wrky94,WRKY,10
Zm00001eb384240,hb21,TALE,10
Zm00001eb143520,bhlh32,bHLH,10
Zm00001eb379460,nactf46,NAC,10
Zm00001eb107900,mterf9,mTERF,10
Zm00001eb266370,myb21,MYB,10
Zm00001eb027860,hb127,HD-ZIP,10
Zm00001eb186490,ereb176,ERF,10
Zm00001eb190120,gl4,non_TF,10
Zm00001eb074830,hb53,HD-ZIP,10
Zm00001eb427020,tcptf14,TCP,10
Zm00001eb397240,prrtf1,Pseudo_ARR-B,10
Zm00001eb238140,bhlh139,bHLH,10
Zm00001eb105770,dof34,Dof,10
Zm00001eb188100,wrky11,WRKY,10
Zm00001eb149360,lbd20,LBD,10
Zm00001eb327140,ca3p4,NF-YB,10
Zm00001eb210530,hsftf22,HSF,10
Zm00001eb195920,wri2,AP2,10
Zm00001eb346880,wrky34,WRKY,10
Zm00001eb107800,hb107,HD-ZIP,10
Zm00001eb233790,col18,CO-like,10
Zm00001eb044660,dof13,Dof,10
Zm00001eb216610,d9,GRAS,10
Zm00001eb212120,nactf6,NAC,10
Zm00001eb103490,prrh1,Pseudo_ARR-B,10
Zm00001eb253280,dof42,Dof,10
Zm00001eb181760,thx40,Trihelix,11
Zm00001eb181510,e2f16,E2F/DP,11
Zm00001eb395100,bzip124,bZIP,11
Zm00001eb075510,nactf131,NAC,11
Zm00001eb265410,phd12,zf-MIZ,11
Zm00001eb398190,bhlh143,bHLH,11
Zm00001eb061930,bzip29,bZIP,11
Zm00001eb247330,toc2,Pseudo_ARR-B,11
Zm00001eb273390,ereb19,ERF,11
Zm00001eb073010,abi12,B3,11
Zm00001eb181970,yy1,C2H2,11
Zm00001eb265240,mybr63,MYB_related,11
Zm00001eb326020,gras19,GRAS,11
Zm00001eb053560,pap25,E2F/DP,11
Zm00001eb147220,lg2,bZIP,11
Zm00001eb232000,glk18,G2-like,11
Zm00001eb102780,bzip65,bZIP,11
Zm00001eb110370,bzip91,bZIP,11
Zm00001eb300360,yab3,YABBY,11
Zm00001eb064880,wrky10,WRKY,11
Zm00001eb408080,tcptf12,TCP,11
Zm00001eb036040,bhlh81,bHLH,11
Zm00001eb254860,ereb187,AP2,11
Zm00001eb281290,si606058e04,AT_hook,11
Zm00001eb311960,mwp1,G2-like,11
Zm00001eb241300,hsftf29,HSF,11
Zm00001eb242480,hsftf6,HSF,11
Zm00001eb122740,bzip6,bZIP,11
Zm00001eb415660,c3h31,C3H,11
Zm00001eb386770,bzip93,bZIP,11
Zm00001eb101420,dof2,Dof,11
Zm00001eb325550,bes1,BES1,11
Zm00001eb080570,grf1,non_TF,11
Zm00001eb268180,ereb72,ERF,11
Zm00001eb364360,sbp18,SBP,11
Zm00001eb189080,col9,CO-like,11
Zm00001eb365340,jmj11,C2H2,11
Zm00001eb041890,kan1,G2-like,11
Zm00001eb338940,ereb96,ERF,11
Zm00001eb193920,bhlh36,bHLH,11
Zm00001eb084180,s1fa1,S1Fa-like,11
Zm00001eb390910,thx28,Trihelix,11
Zm00001eb388180,c3h18,C3H,11
Zm00001eb146650,ereb174,ERF,11
Zm00001eb407530,bzip10,bZIP,11
Zm00001eb222650,e2f18,E2F/DP,11
Zm00001eb423330,thx2,Trihelix,11
Zm00001eb054670,gbptf3,GeBP,11
Zm00001eb179590,bhlh40,bHLH,11
Zm00001eb143080,mads69,M-type_MADS,11
Zm00001eb157620,gata35,GATA,11
Zm00001eb087050,gl14,non_TF,11
Zm00001eb406660,glk5,G2-like,11
Zm00001eb018020,gbptf18,GeBP,11
Zm00001eb371070,gata13,GATA,11
Zm00001eb020740,lbd6,LBD,11
Zm00001eb279090,ereb27,ERF,11
Zm00001eb309590,ereb94,ERF,11
Zm00001eb107170,c3h15,C3H,11
Zm00001eb145580,nactf109,NAC,11
Zm00001eb275490,myb158,MYB,11
Zm00001eb407990,cchh35,C2H2,11
Zm00001eb050760,IDP7202,LSD,11
Zm00001eb237340,cpp9,CPP,11
Zm00001eb058370,TIDP3413,C2H2,11
Zm00001eb108240,lbd14,LBD,11
Zm00001eb384950,mads71,M-type_MADS,11
Zm00001eb310270,wrky79,WRKY,11
Zm00001eb150140,myb138,MYB,11
Zm00001eb353230,lbd38,LBD,11
Zm00001eb410950,myb109,MYB_related,11
Zm00001eb148190,glk54,G2-like,11
Zm00001eb073560,ereb68,ERF,11
Zm00001eb192920,mterf14,mTERF,11
Zm00001eb188460,dof43,Dof,11
Zm00001eb240740,arid6,HMG_box,11
Zm00001eb075300,dbb2,DBB,11
Zm00001eb328570,tcptf38,TCP,11
Zm00001eb231360,bzip160,bZIP,11
Zm00001eb250390,dof22,Dof,11
Zm00001eb372610,mads60,M-type_MADS,11
Zm00001eb428830,dof23,Dof,11
Zm00001eb250760,abi16,B3,11
Zm00001eb424710,wrky59,WRKY,11
Zm00001eb118900,g2,G2-like,11
Zm00001eb168870,abi36,B3,11
Zm00001eb068530,ereb47,ERF,11
Zm00001eb172290,TIDP2780,LSD,11
Zm00001eb255970,bzip4,bZIP,11
Zm00001eb233420,bzip104,bZIP,11
Zm00001eb037480,tcptf21,TCP,11
Zm00001eb266750,dof3,Dof,11
Zm00001eb066640,arftf3,ARF,11
Zm00001eb432100,ereb212,AP2,11
Zm00001eb152630,dof37,Dof,11
Zm00001eb319090,ocl3,HD-ZIP,11
Zm00001eb226740,zim36,GATA,11
Zm00001eb027720,gras21,GRAS,11
Zm00001eb074460,gras31,GRAS,11
Zm00001eb320470,thx48,Trihelix,11
Zm00001eb208150,sbp20,SBP,11
Zm00001eb273840,arftf22,ARF,11
Zm00001eb429830,myb68,MYB,11
Zm00001eb001990,nactf33,NAC,11
Zm00001eb024330,myc7,bHLH,11
Zm00001eb002830,bhlh35,bHLH,11
Zm00001eb193670,ereb7,ERF,11
Zm00001eb364850,bhlh55,bHLH,11
Zm00001eb174000,mads32,MIKC_MADS,11
Zm00001eb050790,bhlh43,bHLH,11
Zm00001eb071590,wrky50,WRKY,11
Zm00001eb051350,abi24,B3,11
Zm00001eb148290,gras23,GRAS,11
Zm00001eb064180,farl3,FAR1,11
Zm00001eb246520,bhlh176,bHLH,11
Zm00001eb134520,yab12,YABBY,11
Zm00001eb273540,arftf21,ARF,11
Zm00001eb184110,dbb4,DBB,11
Zm00001eb251530,wrky46,WRKY,11
Zm00001eb238570,bzip89,bZIP,11
Zm00001eb283990,Zm00001eb283990,non_TF,11
Zm00001eb028430,obf1,bZIP,11
Zm00001eb349450,glk3,G2-like,11
Zm00001eb086370,bhlh144,bHLH,11
Zm00001eb158610,c3h21,C3H,11
Zm00001eb259650,bzip38,bZIP,11
Zm00001eb136460,dof46,Dof,11
Zm00001eb183160,mterf13,mTERF,11
Zm00001eb337530,nactf47,NAC,11
Zm00001eb330910,nactf2,NAC,11
Zm00001eb390330,bhlh91,bHLH,11
Zm00001eb136980,bzip48,bZIP,11
Zm00001eb310260,wrky37,WRKY,11
Zm00001eb200970,tcptf2,TCP,11
Zm00001eb073830,nkd1,C2H2,11
Zm00001eb146690,bzip95,bZIP,11
Zm00001eb033570,thx8,Trihelix,11
Zm00001eb120740,dbb3,DBB,11
Zm00001eb301170,cpp1,CPP,11
Zm00001eb155280,smh4,MYB_related,11
Zm00001eb153520,voz4,VOZ,11
Zm00001eb355710,dof5,Dof,11
Zm00001eb011070,farl1,FAR1,11
Zm00001eb273020,zim20,GATA,11
Zm00001eb399830,arr1,ARR-B,11
Zm00001eb161460,mybr17,MYB_related,11
Zm00001eb324750,znf10,C2H2,11
Zm00001eb249840,gras10,GRAS,11
Zm00001eb259370,tcptf4,TCP,11
Zm00001eb117090,mads62,M-type_MADS,11
Zm00001eb362240,glk56,G2-like,11
Zm00001eb017630,mterf1,mTERF,11
Zm00001eb319590,GRMZM2G179024,Pseudo_ARR-B,11
Zm00001eb359300,c3h9,C3H,11
Zm00001eb415010,ereb163,AP2,11
Zm00001eb387280,gl15,AP2,11
Zm00001eb001630,bhlh140,bHLH,11
Zm00001eb284010,zag1,MIKC_MADS,11
Zm00001eb031700,arftf34,ARF,11
Zm00001eb067740,lg1,SBP,11
Zm00001eb243730,nactf133,NAC,11
Zm00001eb064860,hsftf5,HSF,11
Zm00001eb170920,col17,CO-like,11
Zm00001eb291140,glk43,G2-like,11
Zm00001eb302890,ereb82,ERF,11
Zm00001eb370470,cpp7,CPP,11
Zm00001eb075170,wrky101,WRKY,11
Zm00001eb245030,nactf30,NAC,11
Zm00001eb374110,ereb160,ERF,11
Zm00001eb040160,myb167,MYB_related,11
Zm00001eb187260,mybr64,MYB_related,11
Zm00001eb073550,ereb105,ERF,11
Zm00001eb163520,gfa1,FAR1,11
Zm00001eb271520,ereb25,ERF,11
Zm00001eb219990,mybr99,MYB_related,11
Zm00001eb065440,mybr95,MYB_related,11
Zm00001eb071780,thx23,Trihelix,11
Zm00001eb195490,ereb155,ERF,11
Zm00001eb249470,ereb104,ERF,11
Zm00001eb199430,ca5p14,NF-YC,11
Zm00001eb234870,ereb138,ERF,11
Zm00001eb024300,nactf43,NAC,11
Zm00001eb101350,bzip82,bZIP,11
Zm00001eb273570,myb115,MYB,11
Zm00001eb318060,ereb116,ERF,11
Zm00001eb154070,hsftf31,HSF,11
Zm00001eb006680,bhlh160,bHLH,11
Zm00001eb006700,hb5,HD-ZIP,11
Zm00001eb389660,bzip17,bZIP,11
Zm00001eb037530,ereb79,ERF,11
Zm00001eb164360,umc2278,C2H2,11
Zm00001eb397720,gras1,GRAS,11
Zm00001eb187310,gras76,GRAS,11
Zm00001eb135910,nactf108,NAC,11
Zm00001eb227200,glk10,G2-like,11
Zm00001eb294560,myb99,MYB,12
Zm00001eb100800,ereb211,ERF,12
Zm00001eb335680,mybr18,MYB_related,12
Zm00001eb288080,glk51,G2-like,12
Zm00001eb296340,gbf1,bZIP,12
Zm00001eb153330,wrky103,WRKY,12
Zm00001eb333460,c3h28,C3H,12
Zm00001eb160100,c3h2,C3H,12
Zm00001eb056050,grftf1,GRF,12
Zm00001eb192430,bhlh12,bHLH,12
Zm00001eb409800,jmj8,C2H2,12
Zm00001eb428070,mybr111,MYB_related,12
Zm00001eb016100,bzip98,bZIP,12
Zm00001eb295830,arftf24,ARF,12
Zm00001eb054480,d8,GRAS,12
Zm00001eb320950,nlp13,Nin-like,12
Zm00001eb348760,myb25,MYB,12
Zm00001eb068520,ereb197,AP2,12
Zm00001eb187120,dof17,Dof,12
Zm00001eb234270,knox6,TALE,12
Zm00001eb038010,bzip49,bZIP,12
Zm00001eb256690,mybr67,MYB_related,12
Zm00001eb109820,myb7,MYB,12
Zm00001eb364110,tcptf20,TCP,12
Zm00001eb371000,hstf2,HSF,12
Zm00001eb256160,gbptf16,GeBP,12
Zm00001eb333350,nactf97,NAC,12
Zm00001eb149820,ppr191,NAC,12
Zm00001eb246270,gl8,non_TF,12
Zm00001eb319530,srs7,SRS,12
Zm00001eb372360,nlp14,Nin-like,12
Zm00001eb261760,AY110100,LSD,12
Zm00001eb406520,ddt6,non_TF,12
Zm00001eb393510,ereb67,ERF,12
Zm00001eb270930,dbb8,DBB,12
Zm00001eb335200,ereb118,ERF,12
Zm00001eb030990,wrky3,WRKY,12
Zm00001eb081720,thx15,Trihelix,12
Zm00001eb257810,lrl3,bHLH,12
Zm00001eb363940,nactf9,NAC,12
Zm00001eb176840,nactf92,NAC,12
Zm00001eb336820,bzip122,bZIP,12
Zm00001eb206360,ereb8,ERF,12
Zm00001eb393300,wrky61,WRKY,12
Zm00001eb023210,ereb44,ERF,12
Zm00001eb102540,nactf35,NAC,12
Zm00001eb350280,wrky92,WRKY,12
Zm00001eb296640,c3h3,C3H,12
Zm00001eb330490,ereb200,ERF,12
Zm00001eb379340,gras32,GRAS,12
Zm00001eb274210,mybr77,MYB_related,12
Zm00001eb293840,hb47,HB-PHD,12
Zm00001eb175540,bhlh165,bHLH,12
Zm00001eb129860,sbp24,SBP,12
Zm00001eb215560,grftf14,GRF,12
Zm00001eb099980,ereb202,ERF,12
Zm00001eb009170,hsftf14,HSF,12
Zm00001eb122050,ca5p15,NF-YC,12
Zm00001eb107910,gras75,GRAS,12
Zm00001eb344600,zhd11,ZF-HD,12
Zm00001eb009140,crr8,ARR-B,12
Zm00001eb317890,nactf63,NAC,12
Zm00001eb063390,sbp17,SBP,12
Zm00001eb151260,LOC103651133,MYB_related,12
Zm00001eb156040,ereb126,RAV,12
Zm00001eb029220,dof11,Dof,12
Zm00001eb374760,arr2,ARR-B,12
Zm00001eb433460,arftf30,ARF,12
Zm00001eb010280,mybr59,MYB_related,12
Zm00001eb349820,mbd101,MBD,12
Zm00001eb193180,grftf10,GRF,12
Zm00001eb023780,mybr32,MYB_related,12
Zm00001eb344160,wrky106,WRKY,12
Zm00001eb285760,ereb69,ERF,12
Zm00001eb136720,myb6,MYB,12
Zm00001eb020850,gras58,GRAS,12
Zm00001eb028820,myb56,MYB,12
Zm00001eb063930,cchh5,C2H2,12
Zm00001eb136130,arftf9,ARF,12
Zm00001eb063940,mterf6,mTERF,12
Zm00001eb313510,gl1,non_TF,12
Zm00001eb011300,pza03344,AP2,12
Zm00001eb171140,mbd122,MBD,12
Zm00001eb051480,lbd10,LBD,12
Zm00001eb278680,pl1,MYB,12
Zm00001eb051310,glk23,G2-like,12
Zm00001eb288970,bzip87,bZIP,12
Zm00001eb185160,myb39,MYB,12
Zm00001eb314630,gbptf7,GeBP,12
Zm00001eb174220,bhlh85,bHLH,12
Zm00001eb348560,ereb113,ERF,12
Zm00001eb150010,bzip102,bZIP,12
Zm00001eb070890,mads9,MIKC_MADS,12
Zm00001eb293010,hb2,non_TF,12
Zm00001eb011560,gras61,GRAS,12
Zm00001eb037440,bhlh145,bHLH,12
Zm00001eb356430,wrky68,WRKY,12
Zm00001eb175500,nactf75,NAC,13
Zm00001eb103370,bbx6,DBB,13
Zm00001eb268690,hb38,TALE,13
Zm00001eb121610,wrky56,WRKY,13
Zm00001eb294830,ereb162,RAV,13
Zm00001eb168040,ereb106,ERF,13
Zm00001eb312120,myb66,MYB,13
Zm00001eb416800,bhlh162,bHLH,13
Zm00001eb082700,gras25,GRAS,13
Zm00001eb003470,myb120,MYB,13
Zm00001eb288360,nactf20,NAC,13
